#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

6 -1 2 6 -1 -2	164	1
4 5 -1 1 -1 2 4 -1 -2	387	1
1 -1 4 6 -1 5 -1 5 -1 -2	90	1
5 -1 1 -1 5 -1 1 4 -1 2 -1 -2	435	1
5 -1 1 -1 1 -1 4 -1 -2	1198	2
6 -1 2 -1 1 -1 -2	277	2
1 2 -1 4 -1 -2	807	2
5 -1 5 -1 5 -1 5 -1 -2	5523	2
2 -1 5 -1 2 -1 1 -1 1 -1 -2	1016	1
1 -1 5 -1 5 -1 1 -1 5 -1 -2	3036	1
1 -1 1 -1 1 -1 1 -1 5 -1 -2	3091	1
5 -1 4 -1 5 -1 4 -1 -2	1030	1
1 6 -1 2 5 -1 1 -1 1 -1 5 -1 -2	155	1
1 -1 4 5 -1 5 -1 -2	1255	1
1 2 -1 2 -1 1 -1 3 -1 -2	511	1
3 5 -1 6 -1 -2	232	1
1 2 -1 1 -1 2 -1 -2	1577	1
1 -1 4 5 -1 1 -1 4 -1 -2	765	1
2 -1 2 3 -1 2 -1 3 -1 -2	327	1
2 4 -1 6 -1 1 2 4 -1 -2	56	1
1 -1 6 -1 6 -1 -2	336	2
4 -1 1 -1 3 -1 1 3 -1 3 -1 -2	220	1
5 -1 1 -1 1 5 -1 -2	4499	3
5 -1 1 -1 4 -1 1 -1 5 -1 3 -1 -2	286	1
5 -1 4 5 -1 2 5 -1 -2	671	1
2 -1 3 -1 1 -1 -2	854	1
5 -1 2 5 -1 5 -1 -2	2164	1
2 -1 1 -1 3 -1 -2	857	1
3 -1 1 5 -1 2 -1 -2	771	1
5 -1 1 -1 5 -1 5 -1 -2	4269	1
1 -1 5 -1 2 -1 -2	2201	3
1 -1 5 -1 2 -1 1 -1 -2	1756	1
5 -1 4 -1 2 -1 -2	832	1
3 -1 3 -1 1 6 -1 -2	160	1
3 4 -1 5 -1 -2	496	1
6 -1 3 -1 5 -1 3 -1 -2	141	1
1 -1 1 -1 4 -1 1 5 -1 1 -1 5 -1 1 -1 -2	388	1
1 2 -1 1 5 -1 -2	1868	1
3 -1 3 -1 3 -1 4 -1 -2	373	1
3 -1 1 4 -1 -2	621	1
5 -1 1 5 -1 1 -1 2 -1 -2	1552	1
6 -1 4 -1 5 -1 3 -1 -2	82	1
1 3 -1 2 -1 1 2 3 -1 -2	341	1
3 -1 2 -1 5 -1 -2	894	1
1 5 -1 2 -1 1 2 -1 -2	1366	1
2 5 -1 1 5 -1 -2	1984	2
1 -1 3 5 -1 1 -1 -2	1415	2
1 -1 5 -1 6 -1 -2	491	1
5 -1 5 -1 4 -1 4 -1 -2	1009	1
5 -1 3 -1 1 -1 5 -1 -2	1396	1
1 -1 1 3 -1 1 -1 -2	1533	3
5 -1 4 -1 3 -1 -2	631	1
1 5 -1 1 5 -1 1 -1 -2	4070	1
1 4 -1 3 4 -1 -2	374	1
6 -1 2 5 -1 4 -1 6 -1 -2	63	1
4 5 -1 6 -1 -2	207	1
1 -1 2 -1 3 -1 1 3 -1 -2	469	1
2 -1 1 -1 6 -1 -2	282	1
2 3 -1 5 -1 2 -1 2 -1 1 5 -1 2 -1 -2	183	1
2 -1 5 -1 5 -1 1 -1 2 -1 -2	1029	1
6 -1 5 -1 1 -1 1 -1 -2	388	1
1 -1 4 -1 4 -1 1 -1 -2	960	1
5 -1 5 -1 4 -1 1 -1 -2	1238	1
1 -1 1 6 -1 5 -1 -2	396	1
1 -1 6 -1 6 -1 3 -1 5 -1 -2	77	1
1 -1 5 -1 5 -1 5 -1 -2	4230	1
1 -1 1 -1 1 -1 3 -1 -2	1502	1
1 -1 1 -1 1 4 -1 -2	1318	1
3 -1 4 -1 5 -1 -2	630	1
5 -1 1 3 5 -1 -2	1390	1
4 -1 2 -1 5 -1 2 -1 5 -1 -2	414	1
3 -1 1 -1 1 4 -1 4 -1 1 -1 3 -1 1 4 -1 -2	78	1
2 5 -1 1 2 -1 -2	1579	1
1 2 -1 1 5 -1 2 -1 -2	1346	1
1 -1 1 -1 4 -1 1 -1 -2	1259	2
5 -1 1 5 -1 1 -1 1 -1 -2	3595	1
5 -1 5 6 -1 -2	523	1
5 -1 4 -1 4 -1 5 -1 1 -1 4 -1 -2	333	1
4 -1 1 -1 3 4 -1 -2	335	1
4 -1 1 -1 2 -1 1 -1 4 -1 -2	335	1
1 4 -1 4 -1 3 5 -1 2 -1 -2	202	1
2 -1 3 -1 5 -1 2 -1 5 -1 1 -1 -2	306	1
1 2 -1 1 2 -1 -2	1667	1
1 2 -1 1 2 -1 5 -1 -2	1328	1
1 -1 4 -1 1 5 -1 -2	1291	2
5 -1 2 -1 5 -1 1 -1 -2	1754	1
2 4 -1 1 2 -1 4 -1 1 5 -1 5 -1 1 -1 1 -1 -2	99	1
2 4 -1 2 -1 -2	624	1
1 5 -1 1 5 -1 5 -1 -2	4106	1
1 5 -1 2 -1 2 -1 -2	1639	1
1 -1 1 -1 3 -1 5 -1 -2	1387	1
5 -1 2 -1 1 -1 1 5 -1 5 -1 -2	1191	1
5 -1 4 5 -1 1 -1 -2	1270	1
1 4 -1 5 -1 1 -1 -2	1168	1
3 5 -1 1 5 -1 -2	1551	1
1 -1 1 -1 3 -1 1 -1 -2	1505	2
3 -1 4 -1 1 5 -1 -2	561	1
1 -1 3 -1 2 -1 4 -1 -2	316	1
5 -1 1 -1 6 -1 -2	495	2
3 -1 5 -1 4 5 -1 -2	562	1
1 -1 3 -1 5 -1 1 -1 -2	1377	1
6 -1 6 -1 1 -1 -2	373	1
2 -1 3 -1 4 -1 -2	388	1
1 -1 1 -1 2 -1 1 -1 -2	1794	2
1 -1 5 -1 1 -1 1 -1 1 -1 -2	3040	2
3 6 -1 1 -1 -2	161	1
3 -1 1 4 5 -1 5 -1 -2	454	1
1 5 -1 2 5 -1 -2	1994	2
1 4 -1 4 -1 3 -1 3 -1 1 5 -1 -2	193	1
6 -1 5 -1 1 -1 5 -1 -2	391	1
1 -1 2 -1 3 -1 3 -1 -2	541	1
2 -1 4 -1 2 -1 2 -1 -2	461	1
3 -1 1 -1 2 5 -1 1 -1 -2	597	1
1 -1 4 -1 1 3 -1 -2	544	1
1 -1 1 -1 5 -1 4 -1 1 -1 -2	925	1
1 2 -1 1 3 -1 1 -1 -2	639	1
3 -1 1 -1 2 -1 3 -1 -2	559	1
1 -1 1 -1 5 -1 1 5 -1 -2	3592	1
1 -1 3 -1 2 -1 1 5 -1 -2	644	1
6 -1 6 -1 1 6 -1 2 -1 1 -1 -2	69	1
5 -1 4 5 -1 -2	1632	2
3 -1 5 -1 3 -1 5 -1 -2	1258	1
1 -1 4 -1 3 -1 -2	612	3
5 -1 1 -1 1 -1 5 -1 5 -1 -2	3029	1
1 5 -1 4 -1 5 -1 5 -1 -2	1070	1
1 -1 2 -1 5 -1 2 -1 3 -1 1 -1 -2	310	1
3 -1 2 -1 1 -1 5 -1 -2	675	1
5 -1 3 -1 4 -1 -2	650	2
4 5 -1 1 4 -1 5 -1 2 -1 -2	381	1
2 -1 2 -1 2 5 -1 -2	1561	1
1 4 -1 6 -1 -2	211	1
4 -1 4 -1 5 -1 1 -1 -2	927	1
5 -1 3 -1 1 -1 1 -1 1 -1 -2	1047	1
3 4 -1 4 -1 -2	440	1
3 -1 1 -1 1 -1 5 -1 -2	1326	1
1 3 -1 5 -1 1 -1 1 5 -1 -2	1049	1
1 -1 3 -1 2 4 -1 -2	288	1
1 5 -1 1 4 -1 2 -1 1 2 -1 5 -1 -2	310	1
1 5 -1 1 4 -1 -2	1318	1
2 5 -1 1 2 5 -1 -2	1410	1
1 -1 1 3 5 -1 -2	1371	1
2 3 -1 1 -1 5 -1 -2	593	1
1 4 5 -1 5 -1 1 5 -1 1 -1 2 -1 -2	377	1
1 3 -1 6 -1 1 -1 -2	180	1
2 -1 1 3 5 -1 5 -1 1 -1 1 -1 -2	428	1
2 5 -1 6 -1 5 -1 -2	256	1
3 -1 1 -1 2 -1 5 -1 -2	678	1
6 -1 5 -1 1 5 -1 -2	440	1
3 -1 1 -1 3 -1 1 4 -1 -2	360	1
2 -1 1 3 -1 -2	854	1
4 -1 2 4 -1 1 -1 -2	455	1
1 4 5 -1 -2	1321	2
1 -1 5 6 -1 5 -1 -2	410	1
1 5 -1 4 -1 2 -1 -2	720	1
1 -1 1 5 -1 5 -1 -2	4509	1
3 -1 1 -1 1 -1 4 -1 -2	502	1
2 -1 4 -1 2 -1 4 -1 -2	408	1
4 -1 2 -1 1 2 -1 -2	564	1
2 -1 1 3 -1 2 3 -1 6 -1 -2	55	1
1 6 -1 5 -1 -2	450	1
4 -1 3 -1 2 5 -1 1 -1 5 -1 -2	226	1
1 -1 2 5 -1 2 -1 -2	1582	1
1 -1 2 -1 1 -1 4 -1 -2	634	1
2 -1 1 -1 5 -1 5 -1 -2	1693	1
2 3 -1 4 -1 -2	355	1
1 -1 1 -1 3 -1 3 -1 -2	1213	1
1 -1 4 5 -1 -2	1442	3
1 5 -1 2 4 -1 -2	600	1
1 -1 1 -1 1 4 -1 1 2 -1 2 -1 5 -1 -2	233	1
2 4 -1 1 4 -1 -2	467	1
2 -1 1 -1 2 -1 5 -1 5 -1 -2	1044	1
1 6 -1 1 -1 1 -1 -2	438	1
5 -1 2 4 -1 5 -1 5 -1 -2	486	1
3 -1 5 -1 1 -1 -2	1696	2
5 -1 4 -1 5 -1 -2	1662	2
1 -1 5 -1 1 5 -1 2 -1 -2	1545	1
1 3 6 -1 5 -1 1 -1 6 -1 6 -1 -2	33	1
4 -1 1 6 -1 -2	203	1
2 -1 5 -1 4 -1 1 2 5 -1 -2	418	1
4 -1 1 -1 1 -1 2 -1 -2	620	1
1 -1 2 -1 4 -1 1 -1 -2	649	1
5 -1 2 -1 5 -1 2 -1 -2	1641	1
4 5 -1 4 -1 4 -1 2 -1 5 -1 -2	289	1
5 -1 5 -1 1 -1 2 -1 1 -1 -2	1311	1
1 6 -1 4 6 -1 -2	96	1
1 -1 3 4 -1 -2	499	1
1 -1 2 -1 6 -1 -2	295	3
2 -1 5 -1 6 -1 1 -1 1 -1 -2	180	1
1 -1 1 5 -1 1 -1 1 -1 -2	3620	1
6 -1 1 -1 4 -1 -2	210	1
1 3 -1 4 -1 2 -1 5 -1 -2	268	1
1 5 -1 1 4 -1 6 -1 -2	179	1
2 3 -1 3 -1 -2	684	2
5 -1 1 2 -1 1 -1 -2	1782	1
6 -1 6 -1 1 -1 5 -1 -2	273	1
1 5 -1 5 -1 5 -1 -2	4623	1
3 4 -1 5 -1 3 -1 1 -1 -2	288	1
3 -1 1 -1 3 5 -1 1 5 -1 -2	842	1
6 -1 1 -1 3 -1 -2	205	1
1 -1 5 -1 4 -1 4 5 -1 -2	775	1
1 -1 1 6 -1 1 -1 -2	427	1
1 -1 1 -1 1 -1 3 5 -1 -2	1185	1
1 -1 2 -1 3 5 -1 1 4 -1 -2	263	1
4 -1 3 -1 1 -1 -2	621	1
1 5 -1 3 -1 5 -1 5 -1 -2	1252	1
1 -1 1 3 -1 4 -1 -2	554	1
5 -1 1 -1 4 -1 2 -1 1 5 -1 4 -1 -2	222	1
1 -1 3 4 -1 3 -1 5 -1 -2	305	1
1 -1 1 2 -1 5 -1 -2	1774	1
6 -1 5 -1 2 -1 -2	278	2
3 -1 5 -1 3 -1 -2	1624	1
1 -1 2 -1 5 -1 4 -1 -2	648	1
4 -1 4 -1 1 -1 -2	1278	1
1 -1 2 5 -1 3 -1 -2	739	1
1 -1 5 -1 1 -1 5 -1 1 -1 2 -1 5 -1 5 -1 -2	366	1
5 -1 1 -1 2 -1 1 -1 -2	1717	1
5 -1 1 -1 4 -1 1 -1 -2	1195	1
5 -1 5 -1 5 -1 1 4 -1 5 -1 -2	818	1
2 -1 3 -1 1 -1 1 2 -1 2 -1 -2	317	1
1 2 -1 1 -1 6 -1 -2	254	1
2 3 -1 1 -1 2 -1 4 -1 4 -1 2 5 -1 -2	71	1
1 -1 1 -1 2 -1 4 -1 -2	644	1
1 5 -1 1 -1 5 -1 -2	4492	2
1 -1 3 -1 1 -1 4 -1 -2	531	1
4 -1 4 -1 4 -1 4 -1 -2	867	1
1 -1 6 -1 5 -1 1 -1 -2	397	1
1 -1 1 -1 2 6 -1 -2	188	1
5 -1 4 -1 6 -1 -2	207	1
5 -1 1 -1 1 2 -1 -2	1771	1
1 -1 1 -1 4 5 -1 1 5 -1 -2	930	1
2 -1 1 3 -1 1 -1 -2	734	1
2 -1 3 4 -1 -2	315	1
5 -1 1 5 -1 4 -1 -2	1352	1
3 -1 2 -1 1 -1 -2	859	1
5 -1 1 3 -1 1 -1 -2	1400	2
5 -1 3 -1 2 -1 5 -1 -2	760	1
1 6 -1 3 5 -1 -2	190	1
1 -1 1 4 5 -1 -2	1187	2
5 -1 4 6 -1 1 -1 -2	108	1
5 -1 2 -1 1 -1 3 -1 -2	710	1
5 -1 4 -1 4 5 -1 -2	1126	1
1 -1 3 -1 4 6 -1 -2	72	1
1 2 3 -1 5 -1 4 -1 -2	251	1
4 -1 1 -1 5 -1 1 -1 -2	1116	1
1 -1 3 -1 2 -1 5 -1 -2	691	1
1 2 -1 5 -1 2 -1 -2	1508	1
1 -1 4 -1 4 5 -1 1 -1 3 -1 -2	265	1
1 -1 2 6 -1 1 -1 1 -1 -2	156	1
4 -1 1 -1 3 -1 -2	591	1
1 -1 1 -1 1 -1 1 3 -1 1 -1 1 -1 -2	715	1
4 -1 3 -1 2 -1 -2	373	1
5 -1 2 3 -1 5 -1 -2	645	1
1 -1 1 5 -1 1 2 -1 -2	1621	1
3 -1 3 -1 4 -1 5 -1 1 -1 5 -1 -2	207	1
1 4 -1 4 -1 3 6 -1 1 -1 -2	47	1
1 -1 3 -1 5 -1 1 -1 1 -1 2 -1 -2	392	1
1 -1 2 -1 2 5 -1 -2	1583	1
1 -1 4 -1 1 5 -1 4 -1 -2	806	1
5 -1 3 -1 1 3 -1 1 5 -1 -2	835	1
4 -1 1 -1 6 -1 5 -1 1 -1 -2	129	1
1 -1 1 -1 1 -1 3 -1 4 -1 -2	412	1
1 -1 4 -1 3 4 -1 -2	364	1
1 3 -1 3 5 -1 -2	1224	1
1 -1 3 -1 5 -1 1 -1 1 -1 1 4 -1 1 3 -1 1 -1 -2	94	1
1 3 -1 3 -1 1 2 -1 1 4 -1 1 -1 -2	153	1
4 -1 3 -1 1 4 -1 -2	422	1
1 2 -1 1 -1 4 -1 -2	687	1
4 -1 4 -1 1 4 -1 -2	910	1
2 5 -1 4 5 -1 1 -1 4 -1 -2	378	1
2 -1 1 4 -1 1 -1 1 -1 2 -1 1 -1 -2	243	1
3 -1 1 4 -1 1 -1 -2	530	1
2 3 -1 6 -1 1 -1 1 -1 -2	78	1
1 4 -1 4 -1 5 6 -1 -2	127	1
2 3 -1 2 -1 1 -1 2 -1 -2	389	1
2 -1 5 -1 4 5 -1 -2	715	1
2 5 -1 5 -1 1 -1 -2	1870	1
5 -1 2 -1 3 -1 1 -1 3 -1 3 -1 -2	253	1
1 2 5 -1 2 -1 -2	1564	1
2 -1 1 -1 4 -1 1 -1 -2	641	1
6 -1 1 -1 5 -1 -2	478	1
1 5 -1 5 -1 1 -1 5 -1 5 -1 -2	2776	1
1 -1 3 -1 3 -1 2 -1 -2	557	1
1 2 -1 5 -1 -2	2057	1
5 -1 2 -1 2 -1 -2	2116	1
5 -1 1 -1 1 5 -1 5 -1 -2	3634	1
5 -1 1 -1 5 -1 1 2 -1 2 -1 6 -1 2 -1 1 -1 3 -1 -2	8	1
1 -1 3 5 -1 5 -1 -2	1443	1
1 -1 1 -1 2 5 -1 -2	1830	1
1 2 -1 1 5 -1 5 -1 1 -1 2 -1 1 -1 -2	543	1
1 -1 4 -1 4 5 -1 1 2 -1 -2	373	1
1 -1 3 -1 3 -1 6 -1 -2	150	1
2 -1 1 -1 2 -1 4 -1 -2	520	1
2 -1 1 -1 5 -1 1 -1 3 -1 5 -1 -2	389	1
2 3 -1 5 -1 5 -1 -2	636	1
1 5 -1 4 -1 5 -1 -2	1337	1
1 -1 3 -1 5 -1 4 -1 4 -1 1 -1 -2	204	1
2 -1 2 3 -1 1 -1 -2	546	1
2 -1 3 -1 2 3 -1 -2	485	1
