#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

29 -1 35 -1 189 -1 25 -1 -2	5	1
61 -1 253 -1 -2	177	1
26 -1 35 -1 75 -1 120 -1 72 -1 50 -1 51 -1 52 -1 -2	1	1
17 -1 37 -1 68 -1 -2	30	1
89 -1 77 -1 56 -1 68 -1 62 -1 63 -1 -2	1	1
11 -1 9 -1 36 -1 171 -1 -2	1	1
73 -1 31 -1 60 -1 108 -1 259 -1 -2	1	1
28 -1 111 -1 163 -1 -2	1	1
12 -1 132 -1 135 -1 66 -1 56 -1 145 -1 -2	1	1
179 -1 256 -1 -2	10	1
83 -1 111 -1 68 -1 -2	3	1
11 -1 253 -1 -2	391	1
11 -1 23 -1 40 -1 -2	48	1
60 -1 31 -1 80 -1 -2	3	1
4 -1 33 -1 17 -1 204 -1 44 -1 -2	1	1
53 -1 23 -1 143 -1 -2	43	1
35 -1 79 -1 -2	253	1
42 -1 45 -1 -2	77	1
8 -1 3 -1 143 -1 -2	88	1
1 -1 46 -1 26 -1 53 -1 21 -1 117 -1 -2	2	1
8 -1 11 -1 -2	343	1
12 -1 48 -1 117 -1 44 -1 -2	4	1
6 -1 253 -1 -2	291	3
78 -1 33 -1 -2	92	2
110 -1 16 -1 -2	96	1
73 -1 117 -1 12 -1 -2	20	1
78 -1 5 -1 -2	63	1
13 -1 86 -1 28 -1 -2	5	1
1 -1 23 -1 27 -1 38 -1 134 -1 143 -1 246 -1 -2	1	1
113 -1 122 -1 29 -1 -2	3	1
19 -1 24 -1 -2	114	1
60 -1 24 -1 36 -1 136 -1 -2	3	1
132 -1 76 -1 -2	25	1
57 -1 22 -1 38 -1 -2	12	1
63 -1 72 -1 255 -1 -2	7	1
39 -1 37 -1 213 -1 59 -1 -2	1	1
68 -1 13 -1 37 -1 31 -1 -2	3	1
8 -1 22 -1 144 -1 -2	181	1
8 -1 17 -1 53 -1 -2	153	1
35 -1 145 -1 -2	71	1
35 -1 50 -1 -2	152	1
68 -1 26 -1 7 -1 29 -1 144 -1 -2	2	1
53 -1 9 -1 4 -1 -2	4	1
36 -1 43 -1 246 -1 -2	59	1
15 -1 8 -1 246 -1 -2	31	1
1 -1 78 -1 3 -1 61 -1 53 -1 -2	1	1
38 -1 103 -1 102 -1 -2	1	1
14 -1 18 -1 1 -1 49 -1 -2	8	1
16 -1 119 -1 -2	27	1
1 -1 22 -1 44 -1 119 -1 139 -1 21 -1 -2	1	1
6 -1 14 -1 57 -1 253 -1 -2	5	1
1 -1 68 -1 16 -1 -2	38	1
57 -1 179 -1 -2	21	1
63 -1 78 -1 246 -1 -2	33	1
54 -1 137 -1 135 -1 57 -1 133 -1 141 -1 143 -1 245 -1 -2	1	1
31 -1 78 -1 88 -1 29 -1 76 -1 283 -1 -2	1	1
29 -1 212 -1 28 -1 24 -1 -2	1	1
22 -1 44 -1 -2	145	1
5 -1 38 -1 253 -1 -2	89	1
117 -1 10 -1 -2	63	1
6 -1 32 -1 -2	97	1
92 -1 67 -1 -2	7	1
8 -1 79 -1 64 -1 146 -1 -2	7	1
8 -1 50 -1 45 -1 -2	39	1
31 -1 108 -1 -2	47	1
2 -1 143 -1 144 -1 -2	188	1
15 -1 28 -1 110 -1 139 -1 146 -1 -2	7	1
63 -1 81 -1 -2	16	1
177 -1 -2	10	1
121 -1 253 -1 266 -1 -2	4	1
117 -1 112 -1 41 -1 -2	1	1
6 -1 41 -1 143 -1 -2	37	1
30 -1 9 -1 23 -1 -2	14	1
22 -1 74 -1 -2	80	2
7 -1 179 -1 -2	32	1
2 -1 149 -1 -2	134	1
120 -1 165 -1 -2	3	1
2 -1 133 -1 51 -1 -2	20	1
9 -1 10 -1 143 -1 -2	234	1
4 -1 165 -1 42 -1 195 -1 32 -1 -2	1	1
9 -1 143 -1 144 -1 -2	321	1
74 -1 52 -1 -2	34	1
23 -1 71 -1 32 -1 118 -1 5 -1 50 -1 -2	1	1
43 -1 259 -1 -2	29	1
116 -1 133 -1 64 -1 33 -1 -2	1	1
23 -1 48 -1 34 -1 110 -1 113 -1 246 -1 -2	2	1
18 -1 24 -1 245 -1 -2	80	1
52 -1 96 -1 -2	10	1
14 -1 53 -1 26 -1 -2	25	1
4 -1 58 -1 139 -1 -2	38	1
81 -1 78 -1 133 -1 179 -1 -2	3	1
47 -1 143 -1 175 -1 -2	5	1
31 -1 14 -1 45 -1 -2	13	1
22 -1 27 -1 50 -1 143 -1 20 -1 -2	6	1
13 -1 147 -1 37 -1 246 -1 253 -1 -2	2	1
36 -1 12 -1 -2	136	1
34 -1 195 -1 246 -1 16 -1 -2	6	1
47 -1 45 -1 257 -1 -2	7	1
117 -1 19 -1 37 -1 253 -1 -2	4	1
76 -1 73 -1 -2	30	1
23 -1 114 -1 5 -1 -2	19	1
27 -1 74 -1 -2	70	1
2 -1 11 -1 17 -1 253 -1 262 -1 -2	10	1
30 -1 245 -1 -2	194	1
31 -1 118 -1 40 -1 43 -1 26 -1 -2	1	1
78 -1 24 -1 -2	77	1
4 -1 -2	384	19
47 -1 69 -1 75 -1 23 -1 83 -1 -2	1	1
72 -1 56 -1 15 -1 253 -1 -2	1	1
31 -1 25 -1 -2	115	1
14 -1 15 -1 110 -1 67 -1 81 -1 -2	1	1
36 -1 245 -1 -2	369	2
32 -1 22 -1 28 -1 122 -1 66 -1 74 -1 256 -1 -2	1	1
6 -1 78 -1 30 -1 -2	15	1
20 -1 27 -1 34 -1 70 -1 32 -1 -2	2	1
49 -1 133 -1 246 -1 -2	52	1
26 -1 56 -1 246 -1 248 -1 -2	8	1
53 -1 22 -1 143 -1 -2	38	1
13 -1 25 -1 47 -1 -2	27	1
30 -1 94 -1 58 -1 139 -1 80 -1 -2	1	1
133 -1 147 -1 -2	52	1
141 -1 150 -1 21 -1 195 -1 -2	1	1
47 -1 79 -1 -2	73	1
30 -1 28 -1 -2	75	1
17 -1 78 -1 20 -1 52 -1 19 -1 -2	2	1
62 -1 135 -1 254 -1 -2	3	1
2 -1 47 -1 136 -1 179 -1 -2	1	1
80 -1 13 -1 49 -1 -2	6	1
23 -1 27 -1 253 -1 -2	161	1
37 -1 28 -1 -2	82	1
19 -1 27 -1 118 -1 -2	59	1
26 -1 5 -1 -2	134	1
1 -1 103 -1 50 -1 257 -1 -2	1	1
18 -1 21 -1 23 -1 58 -1 59 -1 -2	1	1
27 -1 11 -1 253 -1 -2	115	1
35 -1 39 -1 7 -1 -2	32	1
5 -1 89 -1 68 -1 -2	5	1
37 -1 9 -1 -2	51	1
98 -1 17 -1 110 -1 7 -1 143 -1 -2	2	1
8 -1 22 -1 17 -1 86 -1 -2	5	1
9 -1 63 -1 70 -1 17 -1 -2	1	1
8 -1 31 -1 146 -1 280 -1 -2	2	1
10 -1 1 -1 52 -1 -2	33	1
5 -1 9 -1 70 -1 41 -1 187 -1 -2	1	1
32 -1 65 -1 -2	44	1
110 -1 53 -1 259 -1 -2	10	1
150 -1 76 -1 -2	7	1
28 -1 110 -1 -2	168	1
73 -1 22 -1 -2	46	2
46 -1 133 -1 144 -1 -2	65	1
44 -1 70 -1 -2	48	1
44 -1 41 -1 5 -1 -2	8	1
50 -1 246 -1 -2	156	1
17 -1 150 -1 66 -1 75 -1 255 -1 -2	1	1
1 -1 84 -1 35 -1 -2	23	1
9 -1 39 -1 15 -1 18 -1 44 -1 6 -1 139 -1 163 -1 -2	1	1
77 -1 132 -1 25 -1 22 -1 41 -1 -2	1	1
7 -1 2 -1 245 -1 -2	33	1
37 -1 74 -1 113 -1 132 -1 53 -1 -2	1	1
1 -1 70 -1 94 -1 30 -1 -2	2	1
85 -1 67 -1 -2	14	1
133 -1 144 -1 -2	170	1
9 -1 37 -1 30 -1 212 -1 -2	3	1
118 -1 144 -1 256 -1 -2	28	1
2 -1 25 -1 -2	144	1
86 -1 68 -1 95 -1 120 -1 60 -1 76 -1 82 -1 -2	1	1
33 -1 255 -1 -2	70	1
12 -1 18 -1 50 -1 61 -1 143 -1 256 -1 -2	1	1
59 -1 35 -1 13 -1 265 -1 -2	1	1
45 -1 33 -1 34 -1 32 -1 -2	2	1
67 -1 111 -1 7 -1 -2	2	1
36 -1 253 -1 -2	459	2
34 -1 32 -1 143 -1 77 -1 -2	1	1
45 -1 62 -1 80 -1 255 -1 -2	2	1
80 -1 69 -1 -2	22	1
36 -1 20 -1 134 -1 143 -1 42 -1 -2	1	1
9 -1 13 -1 22 -1 10 -1 139 -1 23 -1 -2	3	1
14 -1 17 -1 54 -1 26 -1 47 -1 85 -1 20 -1 261 -1 -2	1	1
28 -1 45 -1 -2	124	1
58 -1 17 -1 -2	62	1
79 -1 73 -1 110 -1 10 -1 -2	1	1
110 -1 246 -1 6 -1 -2	17	1
22 -1 73 -1 257 -1 -2	9	1
1 -1 110 -1 35 -1 147 -1 209 -1 -2	1	1
10 -1 79 -1 110 -1 -2	105	1
47 -1 5 -1 -2	49	1
72 -1 54 -1 68 -1 85 -1 -2	1	1
1 -1 46 -1 14 -1 87 -1 21 -1 47 -1 258 -1 -2	1	1
12 -1 146 -1 -2	66	1
24 -1 11 -1 70 -1 41 -1 -2	2	1
63 -1 74 -1 1 -1 4 -1 -2	1	1
10 -1 11 -1 73 -1 -2	34	1
8 -1 246 -1 -2	365	1
35 -1 31 -1 -2	129	1
1 -1 23 -1 37 -1 39 -1 -2	13	1
22 -1 46 -1 253 -1 -2	108	1
2 -1 52 -1 44 -1 -2	14	1
24 -1 26 -1 41 -1 -2	48	1
33 -1 34 -1 -2	92	1
83 -1 79 -1 76 -1 120 -1 91 -1 -2	1	1
5 -1 255 -1 -2	78	1
1 -1 5 -1 139 -1 247 -1 -2	26	1
52 -1 3 -1 33 -1 149 -1 16 -1 38 -1 -2	1	1
5 -1 19 -1 -2	121	1
49 -1 70 -1 -2	41	1
20 -1 35 -1 57 -1 -2	31	1
37 -1 21 -1 48 -1 -2	18	1
112 -1 2 -1 51 -1 246 -1 -2	2	1
73 -1 18 -1 105 -1 69 -1 15 -1 -2	1	1
2 -1 10 -1 17 -1 111 -1 28 -1 25 -1 -2	1	1
40 -1 42 -1 79 -1 149 -1 189 -1 261 -1 -2	1	1
64 -1 199 -1 -2	10	1
77 -1 117 -1 118 -1 247 -1 66 -1 289 -1 -2	1	1
2 -1 139 -1 182 -1 33 -1 -2	1	1
35 -1 56 -1 -2	128	1
23 -1 12 -1 110 -1 -2	21	1
49 -1 82 -1 -2	21	1
2 -1 14 -1 51 -1 20 -1 253 -1 -2	4	1
10 -1 49 -1 59 -1 144 -1 52 -1 202 -1 -2	1	1
70 -1 29 -1 -2	54	1
35 -1 96 -1 -2	11	1
18 -1 57 -1 139 -1 141 -1 -2	6	1
50 -1 132 -1 133 -1 37 -1 -2	9	1
18 -1 26 -1 109 -1 1 -1 246 -1 -2	6	1
82 -1 101 -1 -2	10	1
18 -1 5 -1 210 -1 32 -1 -2	2	1
72 -1 26 -1 24 -1 246 -1 -2	9	1
49 -1 41 -1 246 -1 -2	36	1
109 -1 61 -1 -2	15	1
32 -1 109 -1 1 -1 -2	9	1
74 -1 134 -1 -2	22	1
40 -1 50 -1 141 -1 153 -1 -2	1	1
13 -1 110 -1 58 -1 57 -1 262 -1 -2	2	1
46 -1 13 -1 39 -1 23 -1 -2	5	1
40 -1 97 -1 -2	9	1
68 -1 136 -1 17 -1 -2	1	1
21 -1 10 -1 120 -1 133 -1 -2	5	1
253 -1 281 -1 -2	8	1
31 -1 117 -1 -2	242	1
11 -1 90 -1 36 -1 117 -1 144 -1 -2	2	1
39 -1 1 -1 79 -1 -2	13	1
44 -1 45 -1 195 -1 250 -1 -2	14	1
25 -1 8 -1 81 -1 248 -1 -2	1	1
54 -1 58 -1 59 -1 246 -1 5 -1 -2	1	1
28 -1 34 -1 26 -1 -2	10	1
17 -1 23 -1 -2	313	2
42 -1 245 -1 33 -1 -2	16	1
50 -1 43 -1 22 -1 40 -1 -2	2	1
33 -1 -2	317	15
45 -1 52 -1 85 -1 143 -1 42 -1 246 -1 -2	1	1
5 -1 39 -1 8 -1 20 -1 23 -1 -2	1	1
36 -1 55 -1 -2	93	1
49 -1 47 -1 76 -1 25 -1 -2	1	1
6 -1 143 -1 -2	205	1
139 -1 143 -1 34 -1 64 -1 -2	3	1
5 -1 13 -1 -2	122	1
52 -1 12 -1 179 -1 -2	3	1
63 -1 55 -1 45 -1 38 -1 144 -1 -2	1	1
17 -1 28 -1 143 -1 69 -1 -2	11	1
23 -1 34 -1 -2	130	2
20 -1 13 -1 -2	104	1
11 -1 40 -1 21 -1 -2	38	1
42 -1 26 -1 53 -1 65 -1 117 -1 118 -1 83 -1 -2	1	1
118 -1 132 -1 71 -1 -2	20	1
77 -1 34 -1 12 -1 110 -1 195 -1 -2	1	1
53 -1 14 -1 36 -1 -2	14	1
82 -1 139 -1 146 -1 -2	11	1
47 -1 92 -1 245 -1 -2	8	1
15 -1 9 -1 18 -1 35 -1 144 -1 -2	16	1
38 -1 81 -1 -2	29	1
118 -1 1 -1 -2	10	1
8 -1 31 -1 30 -1 -2	73	1
40 -1 5 -1 -2	46	1
23 -1 5 -1 139 -1 -2	25	1
27 -1 150 -1 254 -1 -2	14	1
41 -1 118 -1 -2	176	2
37 -1 22 -1 184 -1 245 -1 -2	8	1
9 -1 71 -1 133 -1 245 -1 27 -1 -2	4	1
2 -1 8 -1 3 -1 24 -1 246 -1 -2	3	1
17 -1 51 -1 -2	187	1
75 -1 79 -1 -2	51	1
3 -1 63 -1 210 -1 -2	3	1
5 -1 9 -1 41 -1 36 -1 26 -1 63 -1 143 -1 168 -1 246 -1 -2	1	1
32 -1 30 -1 -2	88	1
28 -1 33 -1 -2	129	1
29 -1 36 -1 -2	125	1
9 -1 68 -1 99 -1 65 -1 246 -1 253 -1 260 -1 -2	1	1
22 -1 47 -1 -2	132	1
40 -1 65 -1 -2	44	1
4 -1 13 -1 10 -1 33 -1 117 -1 2 -1 34 -1 44 -1 -2	1	1
27 -1 180 -1 32 -1 -2	7	1
52 -1 245 -1 -2	157	1
30 -1 110 -1 -2	94	1
2 -1 23 -1 24 -1 51 -1 35 -1 59 -1 72 -1 141 -1 177 -1 37 -1 21 -1 259 -1 -2	1	1
78 -1 -2	382	17
36 -1 101 -1 6 -1 -2	5	1
17 -1 42 -1 93 -1 120 -1 134 -1 37 -1 150 -1 -2	1	1
150 -1 246 -1 -2	111	1
29 -1 108 -1 31 -1 63 -1 1 -1 175 -1 245 -1 -2	1	1
26 -1 99 -1 78 -1 -2	8	1
44 -1 46 -1 28 -1 -2	9	1
7 -1 58 -1 117 -1 140 -1 25 -1 -2	1	1
1 -1 69 -1 79 -1 250 -1 -2	38	1
81 -1 35 -1 70 -1 -2	9	1
78 -1 51 -1 60 -1 149 -1 97 -1 -2	1	1
49 -1 6 -1 50 -1 10 -1 27 -1 48 -1 117 -1 254 -1 -2	1	1
68 -1 14 -1 149 -1 46 -1 -2	4	1
13 -1 118 -1 -2	217	1
69 -1 18 -1 253 -1 -2	39	1
66 -1 27 -1 149 -1 23 -1 -2	2	1
117 -1 119 -1 20 -1 -2	14	1
2 -1 245 -1 -2	278	1
3 -1 43 -1 31 -1 78 -1 52 -1 -2	1	1
85 -1 80 -1 37 -1 64 -1 139 -1 -2	1	1
117 -1 147 -1 15 -1 -2	9	1
80 -1 4 -1 117 -1 61 -1 255 -1 -2	2	1
4 -1 18 -1 -2	183	1
245 -1 22 -1 250 -1 -2	3	1
26 -1 33 -1 -2	202	1
20 -1 133 -1 -2	141	1
10 -1 74 -1 41 -1 31 -1 30 -1 29 -1 149 -1 11 -1 -2	1	1
2 -1 10 -1 11 -1 28 -1 49 -1 146 -1 16 -1 -2	1	1
84 -1 246 -1 253 -1 262 -1 -2	4	1
20 -1 11 -1 13 -1 33 -1 50 -1 136 -1 141 -1 -2	1	1
12 -1 190 -1 -2	40	1
27 -1 6 -1 -2	139	1
122 -1 17 -1 35 -1 100 -1 56 -1 39 -1 -2	1	1
67 -1 7 -1 209 -1 -2	3	1
143 -1 170 -1 -2	16	1
18 -1 53 -1 41 -1 30 -1 -2	6	1
25 -1 55 -1 246 -1 -2	16	1
46 -1 245 -1 246 -1 -2	103	1
38 -1 20 -1 32 -1 35 -1 -2	5	1
46 -1 43 -1 41 -1 -2	17	1
1 -1 58 -1 15 -1 48 -1 -2	6	1
49 -1 67 -1 -2	35	1
145 -1 -2	84	4
139 -1 8 -1 253 -1 26 -1 -2	1	1
58 -1 190 -1 23 -1 34 -1 -2	1	1
82 -1 17 -1 133 -1 -2	12	1
82 -1 17 -1 247 -1 -2	15	1
9 -1 11 -1 57 -1 144 -1 45 -1 -2	3	1
55 -1 87 -1 97 -1 110 -1 38 -1 -2	1	1
3 -1 310 -1 -2	8	1
10 -1 61 -1 246 -1 264 -1 -2	1	1
2 -1 38 -1 120 -1 133 -1 -2	10	1
21 -1 40 -1 266 -1 -2	6	1
120 -1 113 -1 56 -1 127 -1 71 -1 -2	1	1
38 -1 46 -1 71 -1 150 -1 67 -1 -2	1	1
4 -1 101 -1 110 -1 -2	9	1
68 -1 63 -1 54 -1 -2	4	1
47 -1 33 -1 -2	67	1
9 -1 31 -1 78 -1 39 -1 113 -1 -2	1	1
19 -1 31 -1 28 -1 25 -1 -2	4	1
107 -1 83 -1 102 -1 39 -1 253 -1 -2	1	1
25 -1 7 -1 9 -1 6 -1 20 -1 73 -1 57 -1 72 -1 -2	1	1
13 -1 95 -1 58 -1 133 -1 92 -1 -2	1	1
9 -1 33 -1 -2	198	2
34 -1 29 -1 32 -1 245 -1 -2	9	1
18 -1 11 -1 -2	154	1
63 -1 31 -1 12 -1 -2	17	1
52 -1 74 -1 27 -1 69 -1 120 -1 147 -1 71 -1 -2	1	1
28 -1 76 -1 -2	39	1
115 -1 -2	22	1
69 -1 246 -1 -2	97	1
41 -1 143 -1 -2	259	1
18 -1 74 -1 117 -1 59 -1 -2	10	1
5 -1 20 -1 253 -1 -2	103	1
267 -1 -2	3	1
59 -1 62 -1 9 -1 72 -1 177 -1 -2	1	1
7 -1 9 -1 36 -1 42 -1 143 -1 -2	4	1
63 -1 38 -1 -2	47	1
54 -1 134 -1 52 -1 -2	3	1
28 -1 23 -1 -2	133	1
15 -1 150 -1 245 -1 63 -1 -2	6	1
73 -1 44 -1 24 -1 -2	5	1
28 -1 17 -1 143 -1 -2	62	1
79 -1 58 -1 14 -1 72 -1 -2	2	1
20 -1 213 -1 253 -1 -2	7	1
29 -1 117 -1 34 -1 16 -1 38 -1 -2	1	1
33 -1 117 -1 34 -1 162 -1 260 -1 -2	1	1
71 -1 61 -1 -2	31	1
26 -1 49 -1 51 -1 44 -1 -2	2	1
13 -1 71 -1 48 -1 120 -1 132 -1 52 -1 175 -1 -2	1	1
41 -1 79 -1 19 -1 -2	15	1
14 -1 133 -1 253 -1 -2	140	1
1 -1 17 -1 65 -1 69 -1 113 -1 47 -1 -2	2	1
22 -1 53 -1 15 -1 -2	27	1
5 -1 18 -1 12 -1 133 -1 19 -1 82 -1 209 -1 -2	1	1
78 -1 14 -1 102 -1 -2	1	1
45 -1 109 -1 168 -1 -2	1	1
1 -1 83 -1 109 -1 36 -1 182 -1 -2	1	1
39 -1 133 -1 254 -1 -2	10	1
18 -1 139 -1 166 -1 -2	4	1
36 -1 4 -1 -2	99	1
78 -1 53 -1 133 -1 250 -1 263 -1 -2	1	1
17 -1 26 -1 45 -1 25 -1 179 -1 -2	2	1
2 -1 54 -1 1 -1 23 -1 55 -1 -2	2	1
6 -1 73 -1 136 -1 39 -1 32 -1 -2	1	1
17 -1 73 -1 57 -1 179 -1 252 -1 -2	1	1
135 -1 -2	77	3
5 -1 31 -1 9 -1 253 -1 -2	13	1
12 -1 40 -1 64 -1 -2	9	1
10 -1 36 -1 110 -1 54 -1 64 -1 -2	2	1
5 -1 8 -1 -2	154	1
25 -1 88 -1 53 -1 82 -1 -2	1	1
61 -1 8 -1 -2	30	1
175 -1 21 -1 -2	8	1
35 -1 34 -1 77 -1 197 -1 -2	1	1
23 -1 246 -1 248 -1 -2	22	1
18 -1 43 -1 -2	160	1
26 -1 149 -1 -2	196	1
143 -1 150 -1 -2	191	1
113 -1 143 -1 259 -1 -2	39	1
8 -1 51 -1 64 -1 -2	29	1
5 -1 18 -1 11 -1 191 -1 -2	3	1
62 -1 44 -1 -2	44	1
17 -1 2 -1 -2	94	2
8 -1 101 -1 41 -1 127 -1 91 -1 -2	1	1
36 -1 8 -1 -2	67	1
139 -1 149 -1 -2	114	1
30 -1 147 -1 170 -1 18 -1 -2	1	1
8 -1 38 -1 182 -1 -2	2	1
148 -1 147 -1 122 -1 245 -1 259 -1 -2	1	1
97 -1 253 -1 -2	48	1
41 -1 55 -1 27 -1 38 -1 195 -1 50 -1 -2	1	1
54 -1 81 -1 16 -1 34 -1 -2	1	1
6 -1 1 -1 84 -1 187 -1 -2	1	1
36 -1 25 -1 45 -1 -2	15	1
18 -1 62 -1 81 -1 -2	8	1
37 -1 52 -1 -2	67	1
78 -1 43 -1 250 -1 -2	17	1
60 -1 47 -1 29 -1 245 -1 -2	6	1
39 -1 121 -1 143 -1 84 -1 246 -1 -2	1	1
310 -1 -2	25	1
11 -1 36 -1 -2	212	1
86 -1 -2	67	3
17 -1 110 -1 -2	310	1
2 -1 5 -1 246 -1 -2	74	1
23 -1 54 -1 28 -1 78 -1 120 -1 133 -1 12 -1 151 -1 -2	1	1
80 -1 78 -1 132 -1 65 -1 219 -1 25 -1 -2	1	1
82 -1 75 -1 -2	21	1
57 -1 253 -1 -2	195	1
23 -1 119 -1 86 -1 83 -1 -2	1	1
88 -1 250 -1 50 -1 53 -1 -2	1	1
26 -1 13 -1 191 -1 -2	14	1
91 -1 149 -1 -2	10	1
24 -1 30 -1 -2	91	1
15 -1 14 -1 35 -1 -2	36	1
27 -1 26 -1 250 -1 -2	12	1
8 -1 80 -1 10 -1 25 -1 -2	4	1
17 -1 18 -1 59 -1 -2	100	1
14 -1 31 -1 144 -1 -2	71	1
64 -1 133 -1 253 -1 -2	50	1
53 -1 63 -1 173 -1 -2	2	1
8 -1 11 -1 22 -1 143 -1 21 -1 -2	13	1
97 -1 136 -1 141 -1 -2	2	1
24 -1 27 -1 82 -1 31 -1 -2	3	1
67 -1 212 -1 48 -1 -2	1	1
79 -1 41 -1 57 -1 40 -1 -2	1	1
54 -1 25 -1 -2	58	1
29 -1 23 -1 67 -1 32 -1 143 -1 -2	1	1
22 -1 62 -1 117 -1 143 -1 32 -1 -2	4	1
23 -1 46 -1 -2	101	1
18 -1 15 -1 145 -1 -2	16	1
86 -1 12 -1 18 -1 58 -1 26 -1 250 -1 51 -1 -2	1	1
143 -1 262 -1 59 -1 -2	5	1
35 -1 62 -1 -2	91	1
45 -1 76 -1 141 -1 -2	8	1
19 -1 20 -1 -2	134	1
58 -1 55 -1 -2	51	1
53 -1 55 -1 247 -1 -2	11	1
11 -1 40 -1 143 -1 50 -1 -2	11	1
42 -1 57 -1 195 -1 -2	7	1
66 -1 26 -1 55 -1 -2	12	1
33 -1 119 -1 4 -1 -2	3	1
9 -1 253 -1 28 -1 32 -1 -2	3	1
36 -1 97 -1 195 -1 197 -1 105 -1 -2	1	1
30 -1 62 -1 21 -1 -2	10	1
51 -1 58 -1 -2	44	1
14 -1 82 -1 113 -1 -2	10	1
8 -1 13 -1 138 -1 83 -1 147 -1 104 -1 -2	1	1
53 -1 41 -1 45 -1 19 -1 -2	4	1
99 -1 110 -1 31 -1 94 -1 52 -1 -2	1	1
35 -1 48 -1 21 -1 145 -1 -2	3	1
100 -1 10 -1 -2	6	1
70 -1 22 -1 28 -1 31 -1 48 -1 -2	1	1
4 -1 51 -1 10 -1 40 -1 180 -1 -2	1	1
8 -1 72 -1 44 -1 110 -1 246 -1 -2	9	1
36 -1 139 -1 143 -1 146 -1 49 -1 262 -1 -2	3	1
133 -1 40 -1 -2	47	1
97 -1 54 -1 113 -1 -2	4	1
9 -1 74 -1 39 -1 57 -1 -2	3	1
68 -1 36 -1 -2	64	1
76 -1 133 -1 32 -1 284 -1 310 -1 -2	1	1
4 -1 27 -1 -2	174	1
22 -1 26 -1 -2	292	2
3 -1 245 -1 -2	161	1
19 -1 255 -1 -2	110	1
65 -1 40 -1 59 -1 53 -1 -2	1	1
52 -1 118 -1 132 -1 -2	47	1
113 -1 163 -1 180 -1 -2	2	1
9 -1 48 -1 38 -1 39 -1 40 -1 210 -1 -2	1	1
32 -1 26 -1 253 -1 -2	86	1
26 -1 145 -1 -2	54	1
67 -1 69 -1 15 -1 22 -1 45 -1 209 -1 247 -1 -2	1	1
39 -1 143 -1 -2	203	2
84 -1 26 -1 82 -1 34 -1 67 -1 309 -1 -2	1	1
48 -1 8 -1 56 -1 -2	6	1
76 -1 25 -1 -2	41	1
2 -1 20 -1 47 -1 -2	40	1
31 -1 181 -1 -2	12	1
13 -1 153 -1 -2	20	1
89 -1 55 -1 -2	14	1
17 -1 114 -1 281 -1 -2	5	1
1 -1 79 -1 -2	250	2
79 -1 198 -1 -2	28	1
124 -1 78 -1 170 -1 91 -1 -2	1	1
84 -1 79 -1 187 -1 37 -1 247 -1 261 -1 -2	1	1
39 -1 118 -1 125 -1 248 -1 -2	2	1
90 -1 15 -1 82 -1 45 -1 -2	1	1
53 -1 84 -1 170 -1 141 -1 150 -1 -2	1	1
57 -1 195 -1 54 -1 -2	3	1
37 -1 113 -1 -2	89	1
117 -1 49 -1 -2	92	2
117 -1 4 -1 33 -1 -2	16	1
3 -1 31 -1 63 -1 -2	10	1
11 -1 96 -1 14 -1 23 -1 1 -1 76 -1 -2	1	1
77 -1 256 -1 -2	12	1
56 -1 35 -1 28 -1 12 -1 114 -1 60 -1 3 -1 -2	1	1
35 -1 37 -1 28 -1 114 -1 255 -1 -2	1	1
2 -1 9 -1 61 -1 37 -1 -2	11	1
61 -1 245 -1 -2	130	1
2 -1 18 -1 92 -1 -2	12	1
136 -1 -2	104	4
14 -1 21 -1 51 -1 -2	17	1
28 -1 79 -1 76 -1 48 -1 -2	3	1
55 -1 20 -1 -2	64	1
56 -1 54 -1 -2	56	1
36 -1 19 -1 137 -1 144 -1 -2	2	1
6 -1 117 -1 54 -1 66 -1 -2	2	1
91 -1 70 -1 -2	9	1
7 -1 1 -1 55 -1 -2	6	1
35 -1 40 -1 -2	159	1
40 -1 253 -1 -2	251	2
13 -1 53 -1 11 -1 -2	35	1
118 -1 139 -1 17 -1 20 -1 39 -1 -2	1	1
50 -1 82 -1 70 -1 254 -1 16 -1 -2	1	1
117 -1 143 -1 252 -1 -2	49	1
36 -1 32 -1 -2	157	2
95 -1 41 -1 135 -1 55 -1 -2	1	1
1 -1 13 -1 62 -1 -2	54	1
86 -1 145 -1 -2	5	1
4 -1 9 -1 117 -1 179 -1 -2	15	1
5 -1 3 -1 56 -1 121 -1 -2	1	1
22 -1 14 -1 -2	119	2
129 -1 24 -1 176 -1 245 -1 81 -1 -2	1	1
76 -1 20 -1 24 -1 37 -1 59 -1 33 -1 73 -1 -2	1	1
8 -1 18 -1 103 -1 31 -1 -2	6	1
32 -1 79 -1 23 -1 -2	18	1
68 -1 63 -1 -2	37	1
27 -1 8 -1 144 -1 -2	41	1
51 -1 56 -1 40 -1 36 -1 42 -1 -2	1	1
85 -1 133 -1 137 -1 14 -1 296 -1 -2	1	1
2 -1 17 -1 30 -1 -2	88	1
11 -1 18 -1 25 -1 147 -1 -2	4	1
12 -1 20 -1 56 -1 38 -1 14 -1 -2	1	1
8 -1 25 -1 139 -1 -2	62	1
69 -1 78 -1 54 -1 -2	10	1
58 -1 22 -1 46 -1 110 -1 45 -1 254 -1 -2	1	1
4 -1 33 -1 59 -1 -2	13	1
67 -1 174 -1 -2	8	1
