#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

99 -1 75 -1 -2	9	1
11 -1 45 -1 33 -1 -2	25	1
134 -1 250 -1 -2	16	1
8 -1 44 -1 -2	234	1
59 -1 18 -1 -2	47	1
136 -1 143 -1 -2	91	1
18 -1 78 -1 -2	207	1
53 -1 110 -1 -2	107	1
167 -1 -2	11	1
17 -1 149 -1 -2	244	3
55 -1 164 -1 -2	5	1
145 -1 250 -1 -2	27	1
49 -1 139 -1 260 -1 -2	5	1
42 -1 10 -1 -2	53	1
43 -1 51 -1 -2	51	1
11 -1 119 -1 -2	36	1
190 -1 256 -1 -2	7	1
72 -1 75 -1 -2	21	1
101 -1 -2	39	9
70 -1 21 -1 -2	49	1
16 -1 150 -1 167 -1 -2	2	1
5 -1 139 -1 -2	134	1
81 -1 45 -1 -2	23	1
23 -1 80 -1 6 -1 -2	7	1
70 -1 253 -1 -2	181	1
20 -1 54 -1 -2	93	1
35 -1 195 -1 -2	133	1
42 -1 182 -1 -2	2	1
1 -1 8 -1 -2	308	2
10 -1 20 -1 75 -1 -2	27	1
21 -1 266 -1 -2	14	1
61 -1 150 -1 -2	46	1
83 -1 114 -1 117 -1 -2	8	1
40 -1 118 -1 -2	126	1
18 -1 35 -1 -2	327	1
31 -1 35 -1 -2	229	2
144 -1 246 -1 -2	255	1
132 -1 34 -1 -2	55	1
149 -1 197 -1 253 -1 -2	31	1
26 -1 32 -1 -2	215	1
132 -1 253 -1 -2	291	2
32 -1 33 -1 -2	101	1
16 -1 20 -1 -2	99	2
1 -1 44 -1 -2	229	2
60 -1 13 -1 -2	48	1
52 -1 19 -1 26 -1 -2	16	1
29 -1 262 -1 -2	46	1
37 -1 48 -1 35 -1 246 -1 -2	3	1
185 -1 -2	13	2
31 -1 253 -1 -2	348	1
123 -1 -2	20	2
140 -1 57 -1 -2	4	1
8 -1 143 -1 -2	524	4
26 -1 42 -1 -2	172	1
61 -1 198 -1 -2	13	1
66 -1 7 -1 52 -1 -2	5	1
2 -1 114 -1 258 -1 -2	11	1
79 -1 133 -1 -2	156	1
26 -1 36 -1 -2	322	1
59 -1 50 -1 -2	42	1
67 -1 6 -1 -2	33	1
47 -1 23 -1 -2	87	1
44 -1 117 -1 67 -1 -2	12	1
43 -1 85 -1 37 -1 -2	1	1
31 -1 119 -1 -2	37	1
17 -1 189 -1 -2	73	1
17 -1 45 -1 -2	224	1
16 -1 310 -1 -2	17	1
110 -1 59 -1 246 -1 -2	17	1
78 -1 255 -1 -2	106	2
1 -1 9 -1 -2	374	2
48 -1 52 -1 -2	67	1
117 -1 65 -1 -2	66	1
31 -1 41 -1 -2	119	1
117 -1 262 -1 -2	78	1
17 -1 32 -1 -2	259	3
8 -1 13 -1 -2	346	2
16 -1 46 -1 -2	74	1
40 -1 57 -1 -2	47	1
81 -1 9 -1 -2	14	1
68 -1 2 -1 -2	17	1
29 -1 144 -1 -2	171	3
23 -1 35 -1 -2	203	1
247 -1 15 -1 -2	14	1
1 -1 27 -1 -2	395	1
66 -1 9 -1 26 -1 57 -1 190 -1 -2	1	1
5 -1 1 -1 26 -1 -2	59	1
73 -1 253 -1 -2	164	1
22 -1 59 -1 -2	105	1
57 -1 143 -1 -2	138	1
13 -1 144 -1 150 -1 -2	93	1
31 -1 12 -1 -2	113	2
1 -1 253 -1 -2	616	1
23 -1 22 -1 -2	104	1
56 -1 149 -1 -2	68	1
56 -1 143 -1 253 -1 -2	143	1
199 -1 246 -1 -2	18	1
147 -1 166 -1 -2	5	1
24 -1 80 -1 -2	24	1
89 -1 117 -1 -2	33	1
245 -1 22 -1 -2	42	1
8 -1 36 -1 -2	403	3
27 -1 45 -1 50 -1 -2	33	1
55 -1 47 -1 -2	55	1
59 -1 139 -1 -2	69	1
15 -1 14 -1 -2	98	1
37 -1 1 -1 -2	65	1
36 -1 253 -1 -2	459	1
164 -1 -2	22	2
37 -1 149 -1 -2	98	1
17 -1 110 -1 -2	310	1
45 -1 72 -1 -2	33	1
70 -1 80 -1 -2	21	1
201 -1 46 -1 -2	2	1
26 -1 43 -1 -2	194	1
19 -1 110 -1 2 -1 -2	15	1
61 -1 195 -1 -2	43	1
212 -1 -2	7	3
48 -1 78 -1 59 -1 -2	11	1
20 -1 34 -1 -2	119	2
133 -1 150 -1 -2	130	2
70 -1 144 -1 -2	100	1
21 -1 27 -1 -2	87	1
33 -1 144 -1 -2	129	1
2 -1 57 -1 113 -1 -2	22	1
55 -1 118 -1 23 -1 -2	21	1
114 -1 31 -1 -2	32	1
63 -1 246 -1 -2	99	1
31 -1 75 -1 -2	40	2
79 -1 144 -1 -2	191	3
89 -1 60 -1 -2	14	1
44 -1 40 -1 -2	81	1
27 -1 253 -1 -2	443	2
76 -1 69 -1 33 -1 -2	9	1
28 -1 47 -1 -2	102	2
19 -1 38 -1 8 -1 -2	12	1
7 -1 280 -1 -2	8	1
9 -1 20 -1 -2	271	3
66 -1 22 -1 -2	51	1
17 -1 35 -1 -2	459	1
90 -1 144 -1 -2	25	1
51 -1 60 -1 -2	40	1
12 -1 79 -1 110 -1 -2	42	1
154 -1 -2	10	3
107 -1 177 -1 -2	1	1
56 -1 95 -1 -2	7	1
2 -1 132 -1 -2	121	1
49 -1 85 -1 -2	15	1
109 -1 253 -1 -2	84	2
97 -1 51 -1 3 -1 -2	2	1
10 -1 12 -1 -2	163	1
63 -1 68 -1 -2	33	1
140 -1 78 -1 -2	2	1
42 -1 149 -1 -2	91	1
20 -1 144 -1 -2	215	1
110 -1 114 -1 -2	66	1
110 -1 81 -1 -2	23	1
133 -1 3 -1 22 -1 -2	4	1
49 -1 20 -1 -2	61	1
13 -1 34 -1 -2	150	1
90 -1 16 -1 -2	13	1
146 -1 54 -1 -2	16	1
9 -1 74 -1 121 -1 -2	8	1
12 -1 90 -1 -2	13	1
181 -1 -2	31	9
17 -1 66 -1 34 -1 -2	23	1
22 -1 65 -1 -2	77	1
9 -1 90 -1 -2	44	1
65 -1 62 -1 -2	46	1
25 -1 6 -1 -2	53	2
36 -1 39 -1 -2	158	1
171 -1 -2	31	5
37 -1 16 -1 -2	77	1
19 -1 23 -1 -2	154	1
14 -1 245 -1 -2	282	1
24 -1 9 -1 -2	69	2
39 -1 16 -1 -2	80	1
34 -1 24 -1 -2	68	1
21 -1 253 -1 53 -1 -2	3	1
114 -1 28 -1 -2	32	1
12 -1 79 -1 -2	82	1
44 -1 245 -1 -2	207	1
42 -1 283 -1 -2	5	1
1 -1 118 -1 -2	403	1
29 -1 32 -1 171 -1 24 -1 -2	2	1
48 -1 263 -1 -2	1	1
10 -1 246 -1 -2	261	1
25 -1 34 -1 -2	71	1
15 -1 310 -1 -2	19	1
5 -1 33 -1 -2	118	1
28 -1 34 -1 -2	120	1
90 -1 56 -1 -2	15	1
9 -1 45 -1 -2	229	1
91 -1 94 -1 -2	5	1
19 -1 191 -1 -2	51	1
14 -1 133 -1 29 -1 -2	17	1
13 -1 189 -1 -2	57	1
47 -1 245 -1 254 -1 -2	18	1
100 -1 88 -1 -2	6	1
23 -1 27 -1 61 -1 -2	33	1
143 -1 27 -1 -2	55	1
1 -1 79 -1 -2	250	1
44 -1 11 -1 -2	80	1
180 -1 250 -1 -2	19	1
113 -1 195 -1 -2	140	1
28 -1 41 -1 37 -1 -2	22	1
77 -1 3 -1 -2	14	1
22 -1 266 -1 -2	19	1
117 -1 29 -1 -2	113	1
93 -1 149 -1 -2	12	1
72 -1 162 -1 -2	5	1
245 -1 21 -1 -2	69	1
253 -1 16 -1 -2	36	1
10 -1 245 -1 -2	356	1
97 -1 64 -1 40 -1 -2	2	1
56 -1 36 -1 -2	56	1
44 -1 58 -1 -2	50	2
191 -1 250 -1 256 -1 -2	1	1
33 -1 266 -1 -2	17	1
186 -1 -2	8	4
46 -1 246 -1 -2	163	1
35 -1 262 -1 -2	84	1
27 -1 42 -1 21 -1 -2	28	1
2 -1 86 -1 27 -1 -2	10	1
1 -1 91 -1 -2	33	1
63 -1 195 -1 -2	40	1
50 -1 85 -1 253 -1 -2	10	1
17 -1 113 -1 42 -1 -2	44	1
29 -1 47 -1 45 -1 -2	13	1
54 -1 110 -1 -2	88	1
33 -1 79 -1 -2	67	1
105 -1 26 -1 -2	10	1
32 -1 139 -1 -2	111	1
17 -1 110 -1 57 -1 -2	58	1
22 -1 78 -1 -2	187	1
12 -1 67 -1 -2	44	1
128 -1 80 -1 79 -1 71 -1 -2	1	1
60 -1 52 -1 -2	49	1
59 -1 113 -1 48 -1 39 -1 -2	3	1
139 -1 173 -1 -2	17	1
14 -1 90 -1 -2	21	1
60 -1 62 -1 149 -1 -2	9	1
8 -1 119 -1 -2	62	2
44 -1 26 -1 -2	77	1
143 -1 167 -1 -2	10	1
54 -1 253 -1 -2	221	1
27 -1 25 -1 -2	145	2
47 -1 46 -1 53 -1 -2	11	1
117 -1 50 -1 -2	98	1
121 -1 6 -1 -2	8	1
17 -1 10 -1 -2	172	1
70 -1 64 -1 -2	43	1
28 -1 36 -1 147 -1 -2	27	1
37 -1 46 -1 -2	86	1
2 -1 41 -1 21 -1 -2	41	1
80 -1 15 -1 -2	25	1
35 -1 22 -1 253 -1 -2	111	1
39 -1 179 -1 58 -1 -2	3	1
9 -1 20 -1 19 -1 -2	67	1
145 -1 253 -1 -2	69	1
15 -1 257 -1 -2	23	1
36 -1 37 -1 -2	161	1
22 -1 133 -1 -2	176	2
15 -1 144 -1 -2	201	1
143 -1 2 -1 -2	25	1
41 -1 50 -1 -2	79	1
117 -1 67 -1 -2	56	2
83 -1 101 -1 -2	9	1
7 -1 11 -1 -2	82	1
173 -1 4 -1 -2	1	1
4 -1 64 -1 -2	69	1
73 -1 110 -1 46 -1 -2	8	1
143 -1 26 -1 -2	33	1
18 -1 39 -1 -2	190	1
132 -1 195 -1 -2	60	2
94 -1 13 -1 18 -1 -2	5	1
4 -1 36 -1 -2	181	1
101 -1 63 -1 -2	11	1
117 -1 261 -1 -2	21	1
36 -1 198 -1 -2	33	1
52 -1 19 -1 -2	67	1
16 -1 3 -1 -2	52	1
24 -1 98 -1 -2	11	1
5 -1 24 -1 44 -1 -2	22	1
9 -1 143 -1 -2	484	3
26 -1 50 -1 -2	173	2
9 -1 29 -1 -2	246	1
9 -1 120 -1 14 -1 -2	18	1
2 -1 245 -1 29 -1 -2	38	1
69 -1 112 -1 -2	8	1
10 -1 31 -1 -2	216	1
36 -1 67 -1 -2	84	1
14 -1 252 -1 -2	42	1
35 -1 30 -1 -2	169	1
28 -1 195 -1 -2	119	1
150 -1 71 -1 247 -1 -2	2	1
62 -1 40 -1 -2	38	1
143 -1 245 -1 -2	462	1
8 -1 39 -1 -2	266	1
110 -1 12 -1 255 -1 -2	24	1
45 -1 253 -1 259 -1 -2	37	1
56 -1 11 -1 55 -1 -2	6	1
102 -1 43 -1 295 -1 -2	1	1
53 -1 144 -1 12 -1 -2	10	1
22 -1 51 -1 -2	108	1
13 -1 144 -1 -2	241	1
2 -1 133 -1 -2	153	1
146 -1 65 -1 -2	14	1
13 -1 111 -1 -2	32	1
34 -1 11 -1 -2	60	1
246 -1 253 -1 -2	392	1
50 -1 54 -1 -2	62	2
65 -1 113 -1 41 -1 -2	12	1
16 -1 144 -1 -2	168	1
23 -1 119 -1 -2	33	1
117 -1 37 -1 59 -1 -2	10	1
243 -1 -2	1	1
52 -1 212 -1 -2	3	1
50 -1 60 -1 -2	47	1
89 -1 10 -1 -2	9	1
1 -1 197 -1 -2	48	1
10 -1 92 -1 -2	27	1
63 -1 118 -1 -2	75	1
117 -1 141 -1 -2	77	1
21 -1 1 -1 -2	48	2
24 -1 143 -1 -2	209	2
136 -1 141 -1 -2	24	1
46 -1 62 -1 -2	61	1
20 -1 252 -1 -2	43	1
210 -1 62 -1 -2	3	1
18 -1 56 -1 -2	142	1
144 -1 63 -1 -2	27	1
48 -1 53 -1 59 -1 -2	12	1
58 -1 117 -1 -2	117	1
132 -1 146 -1 -2	54	1
5 -1 195 -1 -2	67	1
42 -1 7 -1 -2	65	1
76 -1 66 -1 -2	26	1
8 -1 38 -1 14 -1 -2	49	1
5 -1 98 -1 59 -1 -2	4	1
132 -1 219 -1 -2	9	1
35 -1 56 -1 -2	128	1
75 -1 71 -1 -2	27	1
21 -1 218 -1 -2	6	1
8 -1 143 -1 55 -1 59 -1 -2	4	1
13 -1 214 -1 -2	5	1
32 -1 84 -1 137 -1 -2	1	1
118 -1 190 -1 -2	58	2
42 -1 187 -1 -2	12	1
45 -1 246 -1 -2	185	2
74 -1 14 -1 -2	45	1
24 -1 67 -1 -2	54	1
37 -1 245 -1 -2	202	2
136 -1 14 -1 -2	19	1
34 -1 145 -1 255 -1 -2	5	1
81 -1 67 -1 -2	15	1
49 -1 6 -1 -2	50	1
28 -1 35 -1 -2	235	1
22 -1 108 -1 132 -1 144 -1 253 -1 -2	11	1
26 -1 145 -1 -2	54	1
246 -1 271 -1 -2	5	1
4 -1 24 -1 -2	133	1
132 -1 33 -1 -2	58	1
144 -1 38 -1 245 -1 -2	11	1
63 -1 18 -1 -2	47	1
42 -1 43 -1 58 -1 24 -1 -2	1	1
26 -1 46 -1 -2	176	1
35 -1 23 -1 117 -1 -2	55	1
109 -1 119 -1 -2	7	1
75 -1 41 -1 -2	29	1
6 -1 40 -1 33 -1 -2	9	1
113 -1 7 -1 -2	63	1
8 -1 79 -1 -2	285	1
1 -1 47 -1 117 -1 -2	108	1
120 -1 71 -1 -2	14	1
1 -1 245 -1 -2	517	1
14 -1 254 -1 -2	44	1
65 -1 99 -1 -2	10	1
64 -1 79 -1 -2	47	1
253 -1 25 -1 -2	53	1
20 -1 247 -1 -2	102	1
32 -1 39 -1 173 -1 -2	3	1
11 -1 22 -1 -2	171	2
47 -1 143 -1 -2	191	2
99 -1 39 -1 -2	8	1
63 -1 11 -1 83 -1 -2	2	1
8 -1 28 -1 139 -1 47 -1 -2	16	1
26 -1 253 -1 -2	532	3
39 -1 118 -1 50 -1 -2	26	1
35 -1 150 -1 34 -1 -2	20	1
2 -1 78 -1 25 -1 210 -1 -2	3	1
4 -1 23 -1 -2	168	1
144 -1 23 -1 -2	61	1
110 -1 60 -1 209 -1 -2	7	1
58 -1 143 -1 246 -1 -2	102	1
62 -1 60 -1 -2	36	1
23 -1 164 -1 -2	11	1
29 -1 65 -1 38 -1 59 -1 -2	1	1
1 -1 143 -1 -2	574	2
1 -1 42 -1 50 -1 -2	41	1
48 -1 22 -1 -2	82	2
12 -1 119 -1 -2	25	1
139 -1 145 -1 173 -1 -2	8	1
110 -1 7 -1 -2	109	1
16 -1 74 -1 -2	41	1
105 -1 11 -1 -2	6	1
10 -1 14 -1 -2	172	1
110 -1 52 -1 -2	67	1
43 -1 53 -1 -2	66	1
110 -1 210 -1 -2	35	1
201 -1 -2	10	2
132 -1 143 -1 -2	289	1
32 -1 181 -1 -2	12	1
143 -1 247 -1 -2	185	1
107 -1 253 -1 -2	19	1
2 -1 261 -1 -2	16	1
23 -1 3 -1 -2	64	1
71 -1 179 -1 -2	9	1
55 -1 262 -1 -2	36	1
246 -1 12 -1 -2	39	1
2 -1 93 -1 -2	15	1
8 -1 27 -1 64 -1 -2	58	1
64 -1 120 -1 125 -1 -2	1	1
79 -1 37 -1 -2	72	2
110 -1 51 -1 -2	59	1
9 -1 255 -1 -2	143	1
26 -1 139 -1 -2	261	1
36 -1 3 -1 -2	91	1
20 -1 63 -1 -2	63	1
20 -1 110 -1 -2	168	1
133 -1 248 -1 -2	38	1
8 -1 34 -1 -2	252	1
65 -1 46 -1 -2	35	1
89 -1 40 -1 -2	7	1
33 -1 53 -1 -2	64	1
110 -1 173 -1 -2	23	1
11 -1 65 -1 266 -1 -2	4	1
34 -1 120 -1 -2	40	1
36 -1 22 -1 -2	127	1
41 -1 12 -1 -2	82	1
22 -1 26 -1 -2	292	2
143 -1 44 -1 -2	54	1
94 -1 82 -1 -2	6	1
57 -1 20 -1 -2	59	1
42 -1 63 -1 67 -1 -2	3	1
11 -1 14 -1 -2	152	1
12 -1 1 -1 -2	86	1
33 -1 52 -1 -2	58	1
60 -1 34 -1 -2	48	1
1 -1 58 -1 -2	184	1
85 -1 88 -1 -2	8	1
1 -1 63 -1 -2	157	2
246 -1 37 -1 -2	32	1
245 -1 250 -1 -2	78	1
264 -1 -2	10	2
80 -1 79 -1 -2	26	1
49 -1 9 -1 -2	45	1
46 -1 48 -1 -2	82	1
120 -1 45 -1 -2	21	1
58 -1 254 -1 -2	22	1
81 -1 38 -1 -2	21	1
13 -1 79 -1 -2	167	1
40 -1 253 -1 -2	251	2
185 -1 76 -1 -2	1	1
245 -1 32 -1 -2	68	1
53 -1 143 -1 -2	241	1
8 -1 108 -1 -2	76	1
39 -1 32 -1 133 -1 -2	21	1
132 -1 101 -1 -2	4	1
133 -1 32 -1 -2	78	1
13 -1 11 -1 -2	145	1
76 -1 37 -1 -2	36	1
13 -1 247 -1 -2	141	1
16 -1 27 -1 -2	98	1
5 -1 218 -1 -2	11	1
2 -1 36 -1 -2	195	1
38 -1 41 -1 -2	89	1
27 -1 30 -1 -2	162	1
74 -1 108 -1 -2	17	1
257 -1 29 -1 -2	6	1
35 -1 253 -1 -2	527	1
14 -1 8 -1 144 -1 -2	44	1
38 -1 123 -1 -2	8	1
75 -1 20 -1 132 -1 -2	5	1
4 -1 286 -1 -2	8	1
49 -1 32 -1 -2	61	1
66 -1 257 -1 -2	12	1
59 -1 37 -1 -2	42	1
1 -1 47 -1 118 -1 136 -1 246 -1 -2	7	1
51 -1 133 -1 -2	87	1
35 -1 191 -1 -2	58	1
96 -1 166 -1 163 -1 135 -1 -2	1	1
80 -1 190 -1 -2	3	1
24 -1 64 -1 49 -1 -2	9	1
79 -1 112 -1 150 -1 -2	7	1
189 -1 38 -1 -2	7	1
94 -1 78 -1 -2	13	1
14 -1 56 -1 247 -1 -2	27	1
60 -1 28 -1 32 -1 -2	14	1
32 -1 118 -1 3 -1 -2	14	1
117 -1 204 -1 -2	6	1
26 -1 51 -1 -2	153	2
1 -1 31 -1 -2	292	1
50 -1 139 -1 -2	94	1
1 -1 109 -1 -2	62	1
10 -1 39 -1 113 -1 133 -1 -2	27	1
60 -1 18 -1 -2	51	1
36 -1 149 -1 -2	201	2
27 -1 250 -1 -2	86	1
23 -1 50 -1 -2	119	1
1 -1 26 -1 -2	399	1
118 -1 35 -1 -2	32	1
17 -1 40 -1 23 -1 -2	44	1
70 -1 34 -1 -2	49	1
5 -1 27 -1 -2	142	1
59 -1 88 -1 -2	6	1
133 -1 42 -1 -2	59	2
41 -1 162 -1 -2	5	1
28 -1 26 -1 -2	118	1
13 -1 42 -1 16 -1 -2	30	1
26 -1 34 -1 -2	205	1
34 -1 51 -1 49 -1 -2	7	1
49 -1 87 -1 -2	15	1
27 -1 34 -1 11 -1 -2	21	1
13 -1 35 -1 -2	267	1
97 -1 144 -1 -2	24	1
6 -1 118 -1 -2	129	1
8 -1 78 -1 -2	313	1
7 -1 255 -1 -2	77	1
35 -1 114 -1 -2	134	1
146 -1 246 -1 -2	86	1
179 -1 256 -1 -2	10	1
36 -1 15 -1 33 -1 -2	21	1
18 -1 79 -1 -2	195	1
85 -1 19 -1 -2	16	1
47 -1 28 -1 -2	74	1
73 -1 118 -1 -2	79	1
36 -1 74 -1 253 -1 256 -1 -2	10	1
57 -1 178 -1 -2	1	1
1 -1 62 -1 -2	152	1
118 -1 32 -1 -2	94	1
32 -1 257 -1 -2	30	1
8 -1 109 -1 75 -1 -2	6	1
27 -1 7 -1 -2	153	1
23 -1 259 -1 -2	53	1
42 -1 119 -1 -2	21	1
82 -1 110 -1 -2	43	1
36 -1 150 -1 -2	169	1
22 -1 67 -1 20 -1 -2	7	1
61 -1 4 -1 -2	31	1
106 -1 -2	13	3
2 -1 16 -1 46 -1 268 -1 -2	1	1
17 -1 15 -1 -2	219	1
204 -1 -2	6	1
53 -1 133 -1 -2	141	1
76 -1 43 -1 74 -1 -2	3	1
108 -1 113 -1 -2	28	1
6 -1 150 -1 -2	90	1
136 -1 83 -1 -2	2	1
2 -1 113 -1 -2	127	1
30 -1 253 -1 -2	277	2
18 -1 180 -1 69 -1 -2	2	1
4 -1 47 -1 -2	102	1
13 -1 117 -1 -2	287	1
35 -1 80 -1 -2	40	1
39 -1 19 -1 -2	82	1
28 -1 65 -1 -2	62	1
14 -1 8 -1 -2	73	1
44 -1 86 -1 -2	15	1
4 -1 46 -1 -2	139	1
3 -1 252 -1 -2	23	1
27 -1 33 -1 -2	164	1
9 -1 28 -1 -2	290	1
107 -1 141 -1 -2	7	1
18 -1 7 -1 120 -1 -2	23	1
18 -1 79 -1 136 -1 262 -1 -2	1	1
65 -1 3 -1 -2	23	1
22 -1 141 -1 -2	56	1
4 -1 66 -1 -2	66	1
253 -1 254 -1 -2	60	1
42 -1 114 -1 -2	47	1
178 -1 -2	2	1
51 -1 12 -1 119 -1 -2	2	1
36 -1 41 -1 -2	178	1
110 -1 245 -1 -2	302	1
72 -1 150 -1 -2	37	1
62 -1 61 -1 -2	43	1
2 -1 9 -1 -2	222	1
30 -1 149 -1 -2	112	1
113 -1 114 -1 143 -1 -2	72	1
31 -1 259 -1 -2	48	1
56 -1 246 -1 -2	135	1
27 -1 44 -1 -2	147	1
117 -1 143 -1 -2	528	2
16 -1 245 -1 -2	215	1
75 -1 20 -1 -2	34	1
90 -1 26 -1 78 -1 -2	16	1
98 -1 -2	38	4
88 -1 143 -1 -2	42	1
35 -1 78 -1 -2	288	2
50 -1 11 -1 -2	62	1
22 -1 110 -1 -2	184	1
7 -1 90 -1 -2	8	1
117 -1 195 -1 -2	142	1
64 -1 246 -1 -2	88	1
11 -1 18 -1 -2	199	1
64 -1 143 -1 -2	112	1
21 -1 250 -1 -2	44	1
252 -1 33 -1 -2	6	1
51 -1 56 -1 -2	52	1
14 -1 118 -1 -2	186	2
3 -1 10 -1 -2	56	1
19 -1 43 -1 -2	101	2
37 -1 246 -1 -2	164	2
41 -1 143 -1 -2	259	2
246 -1 77 -1 -2	6	1
3 -1 139 -1 -2	84	1
106 -1 269 -1 -2	1	1
74 -1 78 -1 -2	122	1
4 -1 118 -1 21 -1 -2	57	1
36 -1 42 -1 -2	134	1
47 -1 50 -1 67 -1 -2	7	1
22 -1 253 -1 -2	414	1
51 -1 144 -1 -2	116	1
23 -1 180 -1 -2	32	1
15 -1 139 -1 -2	139	2
62 -1 13 -1 132 -1 -2	7	1
22 -1 34 -1 -2	156	1
117 -1 7 -1 -2	103	1
39 -1 245 -1 -2	200	1
113 -1 2 -1 -2	30	1
49 -1 117 -1 190 -1 -2	12	1
10 -1 42 -1 -2	147	1
24 -1 11 -1 -2	81	1
63 -1 255 -1 -2	47	1
1 -1 86 -1 262 -1 -2	5	1
115 -1 -2	22	5
68 -1 179 -1 -2	14	1
19 -1 35 -1 -2	174	1
227 -1 -2	4	1
77 -1 13 -1 -2	13	1
110 -1 31 -1 -2	69	1
46 -1 58 -1 147 -1 -2	5	1
190 -1 30 -1 -2	7	1
14 -1 22 -1 -2	167	2
133 -1 47 -1 -2	42	1
1 -1 19 -1 11 -1 -2	66	1
28 -1 79 -1 -2	154	2
3 -1 48 -1 -2	50	1
103 -1 115 -1 47 -1 -2	1	1
82 -1 145 -1 -2	13	1
100 -1 57 -1 -2	8	1
50 -1 153 -1 -2	18	1
61 -1 110 -1 -2	68	1
68 -1 139 -1 -2	76	1
247 -1 106 -1 -2	1	1
190 -1 259 -1 -2	4	1
26 -1 46 -1 250 -1 -2	38	1
64 -1 253 -1 -2	144	1
1 -1 20 -1 246 -1 253 -1 -2	118	1
74 -1 19 -1 28 -1 -2	4	1
38 -1 246 -1 -2	162	1
31 -1 39 -1 285 -1 -2	1	1
4 -1 43 -1 -2	125	2
45 -1 78 -1 -2	101	1
23 -1 82 -1 -2	24	1
15 -1 78 -1 -2	111	1
49 -1 139 -1 -2	92	1
191 -1 40 -1 -2	5	1
3 -1 246 -1 -2	106	1
64 -1 20 -1 -2	32	1
8 -1 245 -1 247 -1 -2	123	1
44 -1 25 -1 -2	87	1
82 -1 86 -1 -2	13	1
47 -1 8 -1 -2	35	1
8 -1 1 -1 -2	289	1
18 -1 31 -1 -2	212	1
195 -1 197 -1 -2	51	1
38 -1 7 -1 -2	82	1
80 -1 144 -1 -2	38	1
56 -1 24 -1 -2	50	1
114 -1 209 -1 -2	25	1
108 -1 132 -1 -2	41	1
117 -1 89 -1 -2	16	1
35 -1 46 -1 -2	161	2
8 -1 17 -1 -2	486	2
5 -1 139 -1 144 -1 -2	99	1
2 -1 20 -1 -2	181	1
141 -1 22 -1 -2	14	1
251 -1 -2	16	2
123 -1 246 -1 248 -1 -2	3	1
58 -1 69 -1 -2	32	1
2 -1 144 -1 -2	217	1
41 -1 144 -1 -2	195	1
41 -1 32 -1 -2	103	1
137 -1 35 -1 -2	3	1
195 -1 262 -1 -2	29	1
161 -1 -2	11	1
60 -1 247 -1 -2	57	1
9 -1 55 -1 -2	161	1
44 -1 62 -1 -2	49	1
2 -1 47 -1 -2	125	1
6 -1 66 -1 -2	39	1
19 -1 110 -1 -2	149	1
19 -1 95 -1 -2	12	1
41 -1 20 -1 -2	94	1
7 -1 198 -1 -2	18	1
53 -1 54 -1 -2	99	1
147 -1 49 -1 -2	13	1
118 -1 25 -1 -2	92	1
23 -1 253 -1 -2	365	1
4 -1 145 -1 -2	41	1
60 -1 79 -1 51 -1 -2	11	1
9 -1 10 -1 -2	311	2
21 -1 123 -1 -2	6	1
126 -1 107 -1 -2	3	1
13 -1 24 -1 -2	150	2
16 -1 42 -1 -2	75	1
121 -1 250 -1 253 -1 -2	7	1
184 -1 252 -1 -2	10	1
9 -1 12 -1 41 -1 -2	41	1
26 -1 245 -1 -2	432	1
74 -1 23 -1 -2	45	1
32 -1 309 -1 -2	19	1
114 -1 253 -1 -2	180	1
43 -1 149 -1 -2	76	1
164 -1 260 -1 -2	3	1
30 -1 17 -1 -2	70	1
58 -1 48 -1 72 -1 -2	5	1
24 -1 16 -1 -2	83	1
23 -1 18 -1 -2	101	1
11 -1 118 -1 -2	209	1
17 -1 60 -1 -2	136	2
252 -1 259 -1 -2	6	1
20 -1 29 -1 -2	128	1
118 -1 16 -1 -2	94	1
121 -1 66 -1 -2	8	1
69 -1 144 -1 -2	89	1
8 -1 55 -1 -2	183	1
2 -1 49 -1 -2	104	1
151 -1 250 -1 -2	14	1
91 -1 82 -1 -2	7	1
35 -1 310 -1 -2	21	1
101 -1 108 -1 -2	17	1
31 -1 143 -1 -2	288	1
13 -1 18 -1 -2	226	1
203 -1 71 -1 -2	1	1
7 -1 31 -1 49 -1 -2	11	1
99 -1 144 -1 -2	21	1
6 -1 117 -1 -2	150	1
38 -1 11 -1 -2	64	1
31 -1 16 -1 -2	102	1
30 -1 8 -1 35 -1 -2	9	1
48 -1 253 -1 -2	250	1
32 -1 281 -1 -2	6	1
35 -1 16 -1 -2	178	1
10 -1 1 -1 -2	166	1
40 -1 119 -1 -2	17	1
120 -1 246 -1 -2	93	1
67 -1 55 -1 -2	31	1
17 -1 28 -1 -2	297	2
23 -1 40 -1 -2	122	1
28 -1 81 -1 -2	31	1
59 -1 54 -1 -2	51	2
45 -1 52 -1 -2	73	1
35 -1 40 -1 -2	159	2
28 -1 119 -1 -2	33	1
41 -1 24 -1 -2	75	1
63 -1 36 -1 144 -1 -2	28	1
149 -1 245 -1 -2	185	1
146 -1 209 -1 -2	11	1
110 -1 55 -1 -2	56	1
147 -1 253 -1 -2	79	1
12 -1 48 -1 -2	70	1
118 -1 257 -1 -2	27	1
108 -1 109 -1 28 -1 -2	18	1
82 -1 28 -1 -2	23	1
47 -1 79 -1 25 -1 -2	16	1
