#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

12831 -1 46285 -1 -2	36	1
18439 -1 18563 -1 -2	34	1
18431 -1 18855 -1 -2	8	1
18743 -1 46281 -1 -2	10	1
12755 -1 33453 -1 -2	18	1
10865 -1 12679 -1 -2	41	1
12407 -1 18671 -1 -2	26	1
12771 -1 18619 -1 -2	17	1
12803 -1 18619 -1 -2	25	1
10861 -1 35161 -1 -2	32	1
12839 -1 18679 -1 -2	22	1
18603 -1 18787 -1 -2	52	1
12531 -1 12687 -1 -2	93	1
12715 -1 12723 -1 -2	237	1
12783 -1 18863 -1 -2	133	2
10295 -1 12703 -1 -2	259	1
18459 -1 18767 -1 -2	51	1
33433 -1 34893 -1 -2	74	1
18723 -1 -2	319	1
12779 -1 18475 -1 -2	5	1
32209 -1 32213 -1 -2	102	1
12523 -1 12823 -1 -2	82	1
12607 -1 18579 -1 -2	4	1
18539 -1 18563 -1 -2	36	1
12483 -1 12687 -1 -2	125	1
12495 -1 12627 -1 -2	47	1
12371 -1 12443 -1 -2	49	1
10307 -1 33469 -1 -2	242	1
10335 -1 33425 -1 -2	21	1
12595 -1 32201 -1 -2	5	1
18427 -1 34889 -1 -2	22	1
10315 -1 12715 -1 -2	107	1
18427 -1 34921 -1 -2	23	1
10881 -1 12355 -1 -2	39	1
10343 -1 35173 -1 -2	5	1
10295 -1 10307 -1 -2	916	1
18439 -1 34909 -1 -2	22	1
12747 -1 18523 -1 -2	9	1
32197 -1 48707 -1 -2	25	1
10299 -1 10331 -1 -2	57	1
12775 -1 12779 -1 -2	45	1
18423 -1 18619 -1 -2	41	1
12663 -1 18727 -1 -2	8	1
12775 -1 12819 -1 -2	23	1
18643 -1 34885 -1 -2	21	1
47949 -1 48659 -1 -2	10	2
12659 -1 35201 -1 -2	6	1
12475 -1 35161 -1 -2	30	1
12463 -1 18447 -1 -2	23	1
12883 -1 34909 -1 -2	32	1
12847 -1 -2	473	2
12867 -1 -2	483	1
12895 -1 48707 -1 -2	33	1
12447 -1 12875 -1 -2	34	1
10291 -1 12531 -1 -2	57	1
12487 -1 35197 -1 -2	28	1
12571 -1 12583 -1 -2	19	1
12495 -1 46289 -1 -2	28	1
12627 -1 12799 -1 -2	16	1
12647 -1 12727 -1 -2	12	1
12647 -1 46293 -1 -2	8	1
33449 -1 46289 -1 -2	90	1
12675 -1 12783 -1 -2	21	1
10307 -1 34905 -1 -2	72	1
12367 -1 12395 -1 -2	132	1
12475 -1 35181 -1 -2	31	1
35201 -1 -2	115	1
10861 -1 18747 -1 -2	22	1
12555 -1 12883 -1 -2	8	1
10849 -1 12683 -1 -2	39	1
12855 -1 18743 -1 -2	22	1
12823 -1 34929 -1 -2	31	1
12371 -1 35205 -1 -2	33	1
18571 -1 18747 -1 -2	29	1
12355 -1 12595 -1 -2	18	1
12807 -1 18443 -1 -2	22	1
18671 -1 18747 -1 -2	28	1
12895 -1 18747 -1 -2	23	1
12819 -1 46293 -1 -2	14	1
12355 -1 12371 -1 -2	61	1
18551 -1 35189 -1 -2	24	1
12343 -1 35161 -1 -2	34	1
12887 -1 12903 -1 -2	36	1
10295 -1 12867 -1 -2	37	1
10315 -1 12815 -1 -2	115	1
34909 -1 47945 -1 -2	4	1
18675 -1 35169 -1 -2	27	1
12679 -1 12771 -1 -2	33	1
18423 -1 18727 -1 -2	15	1
12651 -1 12787 -1 -2	11	1
12899 -1 34909 -1 -2	32	1
12855 -1 12863 -1 -2	41	1
12495 -1 33453 -1 -2	58	1
18743 -1 18787 -1 -2	9	1
18683 -1 18755 -1 -2	32	1
12691 -1 18787 -1 -2	10	1
10865 -1 12695 -1 -2	56	1
12491 -1 12767 -1 -2	18	1
12667 -1 12687 -1 -2	77	1
12463 -1 12883 -1 -2	36	1
18659 -1 33457 -1 -2	22	1
12703 -1 12855 -1 -2	51	1
12875 -1 34893 -1 -2	259	1
12331 -1 12607 -1 -2	7	1
12621 -1 18683 -1 -2	12	1
12607 -1 46281 -1 -2	6	1
12575 -1 35181 -1 -2	9	1
12431 -1 12703 -1 -2	34	1
12299 -1 12883 -1 -2	32	1
12483 -1 12807 -1 -2	63	1
12647 -1 18507 -1 -2	6	1
10315 -1 12895 -1 -2	356	1
18567 -1 18571 -1 -2	33	1
12491 -1 12735 -1 -2	18	1
12463 -1 12627 -1 -2	49	1
12475 -1 33441 -1 -2	31	1
10853 -1 18423 -1 -2	22	1
10857 -1 48711 -1 -2	27	1
10291 -1 10295 -1 -2	158	1
12487 -1 33429 -1 -2	72	1
35157 -1 35169 -1 -2	121	1
12483 -1 33425 -1 -2	65	1
10881 -1 12463 -1 -2	7	1
12355 -1 12555 -1 -2	42	1
10861 -1 54657 -1 -2	3	1
10303 -1 10315 -1 -2	86	2
18595 -1 18691 -1 -2	13	1
48711 -1 -2	187	1
12439 -1 12647 -1 -2	7	1
12503 -1 12827 -1 -2	2	1
48667 -1 48671 -1 -2	125	1
18815 -1 35197 -1 -2	2	1
12843 -1 18807 -1 -2	2	1
12831 -1 12859 -1 -2	45	1
12591 -1 47953 -1 -2	13	1
10291 -1 12631 -1 -2	32	1
12887 -1 18755 -1 -2	24	1
10829 -1 12487 -1 -2	52	1
12487 -1 34893 -1 -2	351	1
12663 -1 12679 -1 -2	239	1
12299 -1 12419 -1 -2	109	1
12779 -1 -2	794	1
12419 -1 18631 -1 -2	22	1
12863 -1 18567 -1 -2	21	1
12491 -1 12655 -1 -2	35	1
12691 -1 34885 -1 -2	140	1
47695 -1 47703 -1 -2	14	1
35205 -1 -2	164	1
12867 -1 18751 -1 -2	23	1
12399 -1 12511 -1 -2	5	1
10295 -1 12575 -1 -2	40	1
12747 -1 54653 -1 -2	3	1
12819 -1 34905 -1 -2	57	1
12471 -1 12475 -1 -2	73	1
12679 -1 18599 -1 -2	30	1
12483 -1 12895 -1 -2	188	1
18751 -1 35165 -1 -2	25	1
12827 -1 34897 -1 -2	72	1
12751 -1 -2	1039	1
12847 -1 47957 -1 -2	3	1
10315 -1 33441 -1 -2	23	1
10311 -1 12659 -1 -2	34	1
12671 -1 46293 -1 -2	4	1
10853 -1 12847 -1 -2	33	1
12523 -1 18639 -1 -2	23	1
12755 -1 18475 -1 -2	5	1
12863 -1 34913 -1 -2	29	1
12759 -1 12763 -1 -2	176	1
12815 -1 12867 -1 -2	28	1
12563 -1 12779 -1 -2	9	1
18683 -1 34901 -1 -2	26	1
12715 -1 33425 -1 -2	13	1
12347 -1 35169 -1 -2	12	1
12627 -1 12831 -1 -2	79	1
18451 -1 18675 -1 -2	32	1
12663 -1 12847 -1 -2	89	1
18635 -1 -2	167	1
10849 -1 12431 -1 -2	37	1
18827 -1 18863 -1 -2	6	1
12487 -1 33465 -1 -2	42	1
12839 -1 12843 -1 -2	50	1
33441 -1 33469 -1 -2	84	1
18627 -1 35197 -1 -2	23	1
33469 -1 -2	3612	1
12531 -1 12679 -1 -2	66	1
18635 -1 18755 -1 -2	26	1
12759 -1 33433 -1 -2	40	1
12487 -1 12603 -1 -2	38	1
12447 -1 18419 -1 -2	20	1
12447 -1 18603 -1 -2	26	1
12559 -1 34913 -1 -2	17	1
47285 -1 48707 -1 -2	2	1
12795 -1 -2	908	1
12747 -1 12851 -1 -2	7	1
33469 -1 34889 -1 -2	113	1
12463 -1 12487 -1 -2	204	1
12555 -1 18879 -1 -2	10	1
12611 -1 12779 -1 -2	70	1
18555 -1 18651 -1 -2	25	1
12747 -1 12755 -1 -2	114	1
10315 -1 32201 -1 -2	129	1
12439 -1 18871 -1 -2	8	1
12471 -1 12827 -1 -2	42	1
32205 -1 46281 -1 -2	15	1
12475 -1 35189 -1 -2	28	1
12471 -1 12611 -1 -2	8	1
12863 -1 35205 -1 -2	32	1
10307 -1 18871 -1 -2	16	1
12631 -1 12871 -1 -2	13	1
12491 -1 34889 -1 -2	64	1
12427 -1 18799 -1 -2	3	1
12555 -1 34917 -1 -2	18	1
