#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

6 9 -1 9 -1 1 2 7 -1 1 -1 2 -1 5 9 -1 9 -1 -2	20	1
1 2 -1 2 -1 4 -1 -2	329	1
2 -1 8 -1 8 -1 -2	1588	2
1 -1 1 -1 7 -1 9 -1 -2	1925	1
1 3 -1 3 4 -1 7 -1 -2	126	1
7 -1 5 -1 2 -1 -2	1347	3
3 -1 2 -1 1 -1 8 -1 -2	398	1
3 -1 3 -1 2 -1 -2	604	1
3 -1 7 -1 3 -1 8 -1 1 -1 2 -1 1 8 -1 -2	53	1
1 9 -1 1 7 -1 8 -1 -2	1387	1
5 -1 9 -1 7 -1 7 -1 -2	1852	2
1 -1 1 7 -1 -2	2696	6
4 7 -1 -2	754	7
5 7 -1 8 -1 9 -1 -2	1697	1
1 5 -1 1 -1 -2	3978	14
5 -1 4 -1 1 -1 -2	920	2
2 10 -1 2 5 -1 -2	239	1
10 -1 1 -1 3 -1 3 -1 9 -1 -2	101	1
2 -1 1 -1 1 4 -1 -2	361	1
2 7 -1 2 -1 9 -1 -2	831	1
4 -1 7 -1 4 -1 -2	608	1
8 -1 3 -1 5 9 -1 3 -1 4 9 -1 4 -1 -2	40	1
2 9 -1 -2	2102	9
1 -1 1 -1 1 5 -1 7 -1 5 -1 8 -1 -2	663	1
5 7 -1 -2	3387	20
5 -1 3 -1 1 8 -1 2 3 7 10 -1 10 -1 2 -1 1 4 -1 -2	1	1
7 -1 7 -1 5 7 9 -1 -2	1488	1
1 -1 5 -1 1 9 -1 1 9 -1 8 -1 4 -1 4 -1 -2	85	1
8 -1 5 7 9 -1 1 -1 5 -1 -2	933	1
1 7 -1 7 -1 1 -1 -2	2100	2
1 -1 7 -1 9 -1 -2	2454	4
7 -1 2 -1 7 -1 -2	1323	1
1 -1 9 -1 8 -1 -2	2949	1
5 8 -1 2 -1 2 -1 5 8 -1 8 -1 -2	461	1
9 -1 1 -1 9 -1 -2	3964	3
1 10 -1 7 -1 5 -1 -2	450	1
9 -1 2 -1 1 -1 9 -1 7 -1 -2	621	1
8 9 -1 8 -1 1 7 -1 -2	1290	1
2 5 8 -1 -2	1223	2
3 -1 9 -1 1 2 -1 -2	447	1
8 -1 1 -1 1 7 8 -1 7 -1 -2	922	1
7 -1 8 -1 3 -1 1 2 -1 7 -1 -2	161	1
4 -1 1 -1 1 3 -1 -2	264	1
1 -1 10 -1 8 -1 8 -1 -2	547	1
5 -1 8 -1 7 -1 9 -1 1 -1 -2	1044	1
1 10 -1 4 -1 4 -1 1 -1 4 8 -1 -2	32	1
5 8 -1 7 -1 1 -1 6 8 9 -1 -2	101	1
5 -1 3 -1 -2	1666	7
8 -1 1 2 -1 1 -1 8 9 -1 -2	633	1
1 -1 6 -1 2 -1 8 -1 10 -1 7 -1 9 -1 -2	11	1
1 -1 8 -1 1 5 -1 8 9 -1 -2	1368	1
4 10 -1 -2	261	3
9 -1 1 8 -1 2 -1 2 9 -1 8 -1 1 -1 -2	241	1
9 -1 4 -1 -2	1262	7
1 5 -1 5 -1 -2	4013	7
3 7 -1 5 -1 3 7 -1 -2	397	1
5 9 -1 -2	4701	19
2 6 -1 1 -1 -2	111	1
3 -1 1 8 -1 -2	1014	2
2 -1 5 7 8 -1 1 -1 -2	606	1
7 -1 2 7 -1 -2	1240	3
1 -1 7 -1 8 9 -1 5 -1 -2	1200	1
3 4 -1 7 -1 2 -1 9 -1 -2	80	1
1 8 -1 1 -1 3 -1 4 -1 -2	211	1
1 -1 4 -1 6 -1 -2	110	1
9 -1 2 -1 5 -1 -2	1710	2
1 -1 8 -1 1 9 -1 -2	2403	1
8 -1 3 -1 1 -1 -2	984	1
3 4 -1 1 -1 -2	273	1
2 -1 9 -1 1 -1 1 -1 1 -1 -2	862	1
1 3 -1 2 -1 -2	583	2
7 -1 1 -1 2 -1 1 2 -1 2 -1 7 -1 5 7 -1 -2	95	1
5 -1 1 5 -1 5 -1 -2	3439	1
5 -1 8 10 -1 1 8 -1 7 -1 1 -1 -2	191	1
5 -1 7 8 -1 -2	2172	4
7 8 -1 2 -1 5 -1 3 -1 8 -1 1 -1 -2	122	1
8 -1 5 8 -1 5 -1 1 -1 -2	1933	1
7 -1 9 -1 3 -1 -2	884	1
5 -1 1 4 -1 1 7 -1 -2	433	1
5 -1 1 8 -1 -2	2979	9
1 -1 8 9 -1 1 7 -1 -2	1305	1
2 -1 1 -1 9 -1 9 -1 9 -1 2 -1 1 -1 1 2 7 8 9 -1 -2	40	1
8 -1 5 -1 9 -1 -2	3013	3
8 -1 7 8 -1 7 -1 5 -1 5 -1 9 -1 9 -1 -2	318	1
8 9 -1 9 -1 3 -1 4 -1 1 -1 8 -1 7 -1 -2	39	1
2 3 -1 -2	642	4
2 5 -1 2 -1 7 -1 5 9 -1 -2	535	1
3 -1 2 -1 5 7 -1 -2	377	1
7 8 -1 8 10 -1 1 -1 3 9 -1 9 -1 9 -1 -2	45	1
1 -1 2 -1 3 -1 -2	589	3
7 -1 1 -1 1 -1 -2	2815	4
7 8 -1 -2	2743	15
1 8 -1 1 -1 3 -1 -2	856	2
1 -1 1 8 -1 1 7 -1 -2	1486	1
4 8 -1 2 8 -1 -2	309	1
4 -1 9 -1 2 -1 2 4 -1 1 -1 -2	111	1
8 -1 8 -1 3 -1 -2	1113	2
3 -1 3 -1 5 -1 -2	1189	2
1 4 -1 2 3 -1 7 -1 7 -1 9 -1 1 -1 -2	33	1
1 -1 2 -1 4 -1 -2	472	1
2 7 10 -1 9 -1 -2	176	1
3 5 -1 8 9 -1 7 -1 1 -1 9 -1 7 -1 4 9 -1 4 7 -1 -2	8	1
3 -1 5 9 -1 1 -1 5 9 -1 -2	632	1
5 -1 1 -1 8 -1 9 -1 3 9 -1 5 -1 -2	282	1
9 -1 1 -1 10 -1 -2	797	1
2 -1 1 9 -1 -2	1653	4
4 -1 10 -1 -2	347	4
5 -1 1 7 8 -1 5 7 -1 7 -1 8 -1 5 9 -1 -2	318	1
1 2 5 -1 9 -1 1 9 -1 1 -1 1 7 -1 1 2 7 -1 -2	121	1
9 -1 8 -1 1 -1 1 -1 -2	2252	1
7 -1 5 -1 8 -1 1 7 -1 -2	1180	1
2 9 -1 9 -1 -2	1831	1
9 -1 8 10 -1 -2	630	1
1 9 -1 1 9 -1 1 -1 -2	2846	1
4 9 -1 3 -1 8 -1 -2	239	1
3 -1 3 5 -1 5 -1 -2	968	1
10 -1 5 -1 9 -1 8 -1 1 -1 10 -1 -2	145	1
1 -1 9 -1 1 5 -1 9 -1 -2	2167	1
7 -1 5 -1 1 -1 8 -1 -2	1625	1
1 -1 5 -1 5 8 -1 -2	2565	1
9 -1 4 7 9 -1 8 -1 7 9 -1 4 -1 4 -1 -2	67	1
5 -1 2 -1 -2	2410	17
9 -1 1 -1 5 6 -1 8 9 -1 -2	141	1
1 2 5 -1 9 -1 7 -1 5 8 -1 9 -1 1 -1 6 -1 -2	19	1
8 -1 1 4 5 -1 8 -1 10 -1 1 -1 8 -1 5 8 -1 -2	41	1
1 -1 9 -1 2 -1 5 -1 -2	1198	2
2 -1 1 -1 9 -1 5 8 -1 -2	820	1
1 5 8 -1 2 9 -1 5 -1 -2	734	1
1 7 -1 1 -1 9 -1 9 -1 9 -1 -2	1113	1
10 -1 1 4 -1 4 8 -1 3 -1 3 7 -1 -2	16	1
8 -1 5 -1 1 -1 8 -1 -2	2263	2
1 -1 7 -1 1 -1 3 -1 -2	660	1
1 7 -1 5 8 -1 10 -1 -2	370	1
8 -1 7 -1 5 -1 8 -1 1 8 -1 -2	882	1
4 -1 8 -1 -2	1113	5
2 -1 2 -1 8 -1 1 2 -1 4 -1 -2	126	1
7 -1 1 -1 2 -1 7 8 -1 2 -1 -2	334	1
5 -1 8 -1 9 10 -1 1 5 -1 10 -1 -2	155	1
8 -1 1 -1 1 -1 -2	3463	5
8 -1 4 -1 1 7 -1 -2	455	1
5 7 -1 1 -1 7 -1 7 -1 5 -1 2 -1 5 -1 -2	205	1
1 -1 3 -1 5 -1 1 -1 1 -1 3 -1 7 -1 -2	115	1
7 -1 7 -1 1 -1 -2	2640	7
7 8 10 -1 7 -1 9 -1 1 -1 1 -1 8 -1 8 -1 5 8 -1 -2	32	1
1 -1 1 3 -1 -2	1218	1
8 -1 5 -1 5 -1 7 -1 5 -1 8 -1 -2	845	1
4 7 -1 1 8 -1 -2	402	1
8 -1 1 -1 2 -1 -2	1468	4
3 -1 2 8 -1 -2	508	1
1 -1 8 10 -1 2 -1 -2	261	1
8 -1 2 7 8 -1 1 5 -1 9 -1 2 7 9 -1 5 -1 -2	107	1
5 10 -1 7 -1 1 -1 9 -1 6 -1 4 7 8 -1 10 -1 1 7 -1 9 -1 2 8 -1 -2	1	1
1 7 -1 1 -1 1 -1 -2	2278	2
10 -1 2 -1 1 2 8 -1 2 -1 -2	122	1
3 -1 9 -1 2 7 8 -1 7 9 -1 7 -1 10 -1 -2	24	1
1 5 -1 8 -1 3 5 -1 5 -1 -2	561	1
8 -1 8 -1 5 -1 -2	3541	1
2 -1 2 7 -1 -2	1138	1
8 9 -1 1 5 -1 9 -1 -2	1791	1
1 -1 9 -1 2 7 -1 5 -1 -2	645	1
1 8 -1 9 -1 7 -1 5 -1 3 -1 2 5 -1 -2	121	1
8 -1 2 -1 9 -1 9 -1 2 5 -1 2 -1 -2	266	1
2 5 -1 7 -1 8 -1 -2	853	1
5 7 -1 8 -1 9 -1 7 8 -1 -2	984	1
5 8 -1 1 5 -1 -2	2608	2
4 8 -1 -2	959	4
8 -1 9 -1 1 4 5 -1 4 -1 -2	257	1
5 -1 9 -1 3 7 -1 -2	581	1
1 -1 1 8 -1 4 -1 5 -1 2 4 -1 1 -1 -2	66	1
8 -1 2 -1 9 -1 -2	1481	2
3 8 -1 7 -1 5 6 -1 1 2 5 -1 1 2 -1 8 -1 -2	9	1
9 -1 2 -1 2 -1 9 -1 7 9 -1 -2	478	1
7 -1 1 -1 1 -1 3 10 -1 -2	118	1
1 -1 2 7 -1 -2	1102	2
7 10 -1 1 -1 7 -1 -2	432	1
1 -1 7 -1 1 4 -1 -2	523	2
4 -1 1 -1 9 -1 6 -1 5 -1 1 5 -1 8 -1 -2	23	1
5 -1 1 5 -1 -2	4023	3
10 -1 2 -1 2 9 -1 -2	263	1
1 -1 1 8 9 -1 -2	2254	1
5 6 -1 2 6 -1 -2	92	1
5 -1 5 7 -1 2 -1 -2	1131	1
8 -1 9 -1 1 -1 -2	2933	2
1 -1 7 8 -1 -2	2049	5
5 -1 5 -1 5 -1 2 -1 -2	1610	1
8 -1 1 2 9 -1 1 -1 -2	825	1
1 8 -1 5 -1 1 -1 1 -1 8 -1 -2	1314	1
7 -1 6 -1 6 -1 1 -1 -2	163	1
2 7 -1 10 -1 1 -1 1 -1 -2	182	1
7 -1 7 -1 3 -1 -2	877	1
2 3 -1 3 -1 1 5 -1 8 -1 -2	203	1
8 -1 1 8 -1 -2	3331	3
7 -1 8 10 -1 -2	507	1
1 9 -1 1 -1 3 -1 7 -1 -2	522	1
7 -1 5 -1 1 -1 9 -1 -2	1808	1
10 -1 1 5 9 -1 1 -1 1 -1 -2	409	1
3 -1 4 -1 -2	433	5
2 7 -1 5 7 8 10 -1 2 -1 3 5 7 8 -1 1 8 -1 7 -1 1 -1 3 -1 -2	3	1
5 -1 4 -1 -2	1307	8
8 -1 1 -1 2 7 10 -1 8 9 -1 1 5 -1 10 -1 7 -1 8 9 -1 -2	7	1
1 -1 5 -1 4 -1 4 -1 -2	565	1
8 -1 9 -1 9 -1 -2	3420	3
7 -1 7 -1 1 8 -1 1 4 5 -1 1 3 5 -1 -2	62	1
7 -1 3 -1 -2	1161	5
3 9 -1 3 -1 8 -1 -2	693	1
1 -1 1 8 -1 1 -1 2 -1 1 -1 -2	681	1
2 -1 10 -1 5 -1 5 -1 -2	318	1
5 7 -1 7 -1 -2	2838	1
3 -1 1 -1 1 4 -1 -2	261	1
1 8 -1 5 -1 8 -1 8 -1 1 -1 3 -1 5 -1 -2	164	1
7 -1 10 -1 -2	879	5
8 -1 2 -1 2 -1 2 -1 7 -1 2 -1 1 -1 -2	116	1
9 -1 8 -1 9 -1 7 10 -1 -2	282	1
8 -1 1 9 -1 -2	2895	5
3 -1 2 -1 8 -1 4 -1 -2	127	1
2 5 -1 9 -1 1 -1 1 -1 9 10 -1 -2	143	1
8 -1 1 5 -1 9 -1 9 -1 -2	1707	1
9 -1 1 -1 5 -1 -2	3422	5
4 9 -1 7 9 -1 -2	564	1
5 -1 5 -1 5 9 -1 -2	3556	1
2 -1 8 -1 1 -1 7 -1 9 -1 -2	521	1
1 8 -1 5 9 -1 8 -1 8 -1 1 -1 7 8 -1 2 5 -1 1 4 -1 5 -1 -2	15	1
9 -1 5 8 -1 7 -1 5 -1 -2	1356	1
8 -1 1 -1 1 -1 3 9 -1 1 3 -1 -2	286	1
9 -1 1 8 -1 7 -1 5 -1 -2	1169	1
4 -1 3 -1 3 -1 -2	294	1
1 -1 5 -1 4 -1 3 7 -1 -2	140	1
1 -1 1 -1 8 -1 7 -1 3 -1 9 -1 -2	250	1
8 -1 5 7 -1 8 -1 1 4 8 -1 7 -1 4 -1 1 8 -1 1 8 -1 2 9 -1 -2	6	1
5 -1 10 -1 -2	1153	6
8 -1 1 -1 2 -1 5 7 -1 -2	629	1
2 -1 10 -1 7 -1 4 7 -1 -2	61	1
4 -1 3 9 -1 -2	327	1
9 -1 2 -1 1 -1 5 -1 2 3 8 -1 -2	112	1
1 8 -1 5 -1 8 -1 -2	2392	1
9 -1 5 6 -1 -2	315	2
9 -1 8 -1 10 -1 9 -1 5 -1 1 8 -1 -2	182	1
2 -1 9 -1 8 -1 7 -1 1 -1 8 -1 5 -1 -2	205	1
9 -1 8 -1 8 -1 2 -1 8 9 10 -1 1 9 -1 -2	68	1
9 -1 3 5 9 -1 1 -1 1 -1 5 -1 1 7 -1 -2	179	1
7 -1 7 -1 -2	4116	18
9 -1 10 -1 2 8 10 -1 1 3 5 8 -1 1 7 -1 7 -1 -2	14	1
1 -1 7 -1 9 -1 1 -1 1 8 -1 1 8 9 -1 8 -1 -2	252	1
7 -1 8 9 -1 7 -1 -2	1673	2
4 -1 1 -1 5 -1 10 -1 9 -1 8 -1 1 -1 -2	45	1
4 -1 9 -1 8 -1 3 9 -1 2 -1 8 -1 8 -1 -2	33	1
1 6 -1 1 5 -1 3 4 8 -1 8 -1 6 -1 4 -1 3 5 -1 5 -1 -2	2	1
6 9 -1 8 -1 7 -1 -2	179	1
1 -1 3 -1 2 -1 3 9 -1 -2	274	1
5 9 -1 10 -1 -2	862	1
2 5 7 -1 -2	1066	1
8 -1 5 8 -1 5 -1 -2	2944	1
10 -1 9 -1 -2	1074	4
1 -1 1 2 5 -1 -2	1212	1
1 5 9 -1 8 -1 2 -1 3 10 -1 -2	53	1
1 9 -1 8 -1 1 -1 -2	2399	1
1 5 7 -1 -2	2176	1
7 -1 1 5 9 -1 1 2 5 -1 1 4 -1 -2	120	1
3 -1 3 -1 8 -1 9 -1 2 -1 5 6 -1 5 -1 1 2 3 -1 5 -1 -2	1	1
3 -1 8 -1 10 -1 4 5 -1 -2	65	1
3 -1 10 -1 1 8 9 -1 -2	183	1
7 -1 8 -1 1 -1 -2	2144	2
2 -1 2 5 -1 8 -1 -2	1052	1
3 -1 5 -1 9 -1 -2	1175	2
8 -1 1 5 -1 8 -1 7 -1 -2	1247	1
1 9 -1 3 -1 -2	1148	2
9 -1 7 -1 10 -1 -2	635	1
3 -1 1 9 -1 -2	1119	1
1 8 -1 5 -1 4 -1 -2	647	1
5 -1 1 -1 8 -1 5 -1 2 -1 -2	760	1
4 -1 5 -1 4 -1 1 -1 9 -1 5 -1 -2	224	1
4 -1 1 -1 2 -1 2 -1 1 -1 3 -1 -2	43	1
1 -1 8 -1 1 -1 9 -1 -2	2257	1
1 7 9 -1 2 -1 -2	947	1
5 9 -1 7 -1 5 -1 -2	2249	1
2 8 -1 -2	1747	16
5 -1 3 -1 3 -1 -2	1137	1
8 -1 4 10 -1 10 -1 8 -1 -2	78	1
5 -1 1 -1 9 -1 1 5 -1 8 -1 1 9 -1 7 -1 -2	310	1
1 -1 8 -1 7 -1 5 7 -1 -2	1146	1
1 7 -1 7 -1 5 -1 7 9 -1 1 -1 -2	712	1
1 -1 3 -1 3 -1 -2	1042	3
1 -1 2 -1 5 8 -1 9 -1 -2	825	1
8 -1 4 -1 1 5 -1 1 4 -1 9 -1 1 3 7 -1 -2	39	1
1 -1 3 -1 8 -1 2 -1 8 -1 5 8 9 -1 -2	130	1
1 7 -1 1 7 -1 9 -1 5 -1 -2	1119	1
1 -1 2 -1 5 -1 5 -1 -2	1289	2
1 7 -1 5 -1 7 -1 1 5 -1 1 3 7 -1 -2	174	1
2 -1 4 -1 -2	615	4
5 -1 1 -1 10 -1 -2	811	1
10 -1 1 9 -1 7 -1 -2	511	1
7 8 -1 8 -1 10 -1 4 -1 8 -1 9 -1 1 -1 3 -1 -2	12	1
2 -1 1 -1 2 -1 1 4 -1 1 -1 2 -1 -2	93	1
7 9 -1 9 -1 -2	2907	2
9 -1 1 5 -1 1 9 -1 2 -1 -2	850	1
1 -1 9 -1 1 -1 -2	3921	6
2 -1 7 -1 7 -1 -2	1281	1
1 -1 2 -1 1 9 -1 -2	1353	2
1 -1 5 -1 8 -1 1 -1 -2	2306	1
3 -1 9 -1 3 8 -1 -2	635	1
8 -1 1 -1 5 -1 -2	3019	3
8 -1 5 -1 7 -1 1 -1 -2	1564	1
2 9 -1 5 -1 8 -1 -2	1091	1
1 -1 1 -1 2 7 -1 -2	934	1
8 -1 1 -1 1 5 -1 -2	2519	1
10 -1 1 -1 3 -1 -2	309	1
3 -1 5 -1 1 5 7 -1 -2	536	1
8 -1 1 -1 1 -1 6 -1 7 9 -1 1 -1 -2	67	1
10 -1 2 5 -1 8 -1 -2	271	1
1 -1 5 7 -1 5 10 -1 -2	407	1
4 9 -1 4 9 -1 -2	700	1
8 9 -1 5 -1 -2	2941	2
1 -1 1 -1 2 -1 2 3 -1 2 -1 1 3 -1 -2	68	1
1 -1 9 -1 1 -1 7 -1 -2	1926	1
10 -1 1 -1 5 -1 1 -1 -2	589	1
2 -1 5 -1 3 7 -1 8 -1 2 -1 9 -1 9 -1 -2	53	1
1 -1 1 2 8 -1 2 -1 -2	704	1
7 -1 5 -1 3 -1 2 7 -1 -2	253	1
2 8 -1 4 -1 -2	402	1
1 5 -1 1 -1 9 -1 -2	2832	1
5 9 -1 3 -1 6 -1 2 -1 1 8 -1 2 5 -1 3 7 -1 -2	7	1
2 5 9 -1 7 -1 8 -1 -2	654	1
1 7 -1 5 7 -1 9 -1 5 9 -1 8 -1 -2	596	1
2 -1 10 -1 1 -1 -2	394	1
5 -1 3 -1 3 -1 3 -1 1 -1 -2	414	1
1 -1 2 5 -1 -2	1601	3
7 -1 3 -1 1 5 7 -1 -2	483	1
3 9 -1 1 -1 5 7 -1 -2	511	1
7 -1 9 -1 4 -1 -2	685	1
8 9 -1 8 9 -1 -2	2834	1
1 -1 1 -1 3 -1 5 -1 -2	891	1
7 -1 1 -1 1 -1 8 -1 8 -1 -2	1142	1
1 -1 5 8 -1 10 -1 -2	555	1
1 8 -1 2 5 10 -1 5 9 -1 -2	126	1
10 -1 5 7 -1 2 -1 3 -1 1 3 -1 -2	38	1
5 -1 1 -1 1 -1 5 -1 2 -1 2 -1 -2	446	1
2 -1 4 7 -1 7 -1 -2	248	1
7 -1 3 -1 7 -1 1 5 -1 9 10 -1 7 -1 -2	39	1
7 -1 2 8 -1 8 -1 1 2 -1 1 -1 7 -1 2 3 -1 -2	30	1
9 -1 5 -1 5 -1 1 5 -1 -2	2293	1
7 9 -1 1 9 -1 8 -1 1 -1 -2	1047	1
8 -1 8 -1 8 -1 1 -1 8 -1 -2	1761	1
8 -1 7 8 -1 5 -1 3 -1 5 7 -1 6 -1 -2	23	1
2 -1 1 8 -1 7 -1 3 -1 -2	249	1
3 5 -1 2 -1 2 -1 1 -1 -2	300	1
5 -1 4 8 -1 -2	763	1
5 6 -1 1 -1 8 9 -1 -2	185	1
7 -1 2 -1 8 -1 -2	1143	1
2 -1 3 -1 3 -1 -2	527	1
3 5 -1 9 -1 2 3 -1 1 2 -1 1 -1 -2	111	1
1 7 -1 4 -1 5 -1 2 -1 -2	217	1
5 7 -1 1 -1 1 9 -1 -2	1566	1
5 9 -1 9 -1 1 -1 -2	2919	1
5 -1 2 8 -1 6 -1 7 -1 -2	74	1
2 9 -1 7 -1 3 -1 1 -1 1 -1 4 5 -1 7 -1 1 -1 -2	10	1
1 5 8 -1 2 7 -1 -2	638	1
5 -1 7 -1 7 -1 1 5 -1 -2	1495	1
8 -1 2 9 -1 -2	1421	2
2 3 -1 1 -1 -2	489	2
9 -1 1 -1 8 -1 2 -1 1 -1 -2	736	1
5 9 -1 5 -1 -2	4193	3
1 8 -1 1 -1 -2	3402	10
1 -1 10 -1 2 -1 7 -1 7 9 -1 7 9 -1 10 -1 -2	31	1
1 -1 1 3 -1 1 -1 -2	1005	1
9 -1 9 -1 1 -1 7 9 -1 -2	1594	1
5 10 -1 7 -1 7 -1 -2	471	1
3 -1 4 7 9 -1 7 -1 1 9 -1 1 -1 -2	67	1
3 4 -1 -2	356	4
2 -1 2 -1 2 -1 9 -1 1 -1 1 -1 4 5 8 -1 -2	46	1
3 -1 7 -1 -2	1139	7
8 9 -1 5 -1 9 -1 -2	2442	1
3 5 9 -1 8 -1 4 -1 1 -1 1 -1 -2	121	1
4 -1 4 -1 9 -1 1 7 -1 -2	316	1
8 -1 2 7 -1 5 -1 -2	791	1
10 -1 4 -1 -2	347	2
1 -1 7 -1 10 -1 8 -1 1 5 -1 4 7 -1 1 5 -1 1 8 -1 10 -1 -2	6	1
3 -1 5 -1 5 -1 -2	1397	1
4 -1 1 -1 2 5 9 -1 5 7 -1 -2	146	1
5 -1 5 9 -1 5 -1 1 -1 -2	2326	1
1 10 -1 7 8 9 -1 -2	333	1
1 -1 9 -1 1 -1 1 -1 -2	3070	1
10 -1 4 -1 5 -1 -2	254	1
9 -1 2 5 -1 8 -1 -2	1084	1
8 9 -1 1 -1 1 -1 -2	2341	2
1 -1 1 9 -1 4 -1 -2	791	1
7 -1 5 9 -1 10 -1 1 7 -1 3 5 8 -1 3 6 -1 -2	6	1
2 7 -1 9 -1 5 -1 2 6 -1 -2	52	1
5 -1 5 -1 1 -1 -2	4145	4
4 -1 5 -1 1 -1 4 -1 1 -1 -2	360	1
2 -1 7 -1 9 -1 -2	1233	1
1 9 -1 10 -1 7 -1 10 -1 5 -1 1 -1 -2	99	1
1 -1 4 8 -1 4 -1 1 -1 1 3 9 -1 -2	62	1
1 -1 4 -1 5 6 9 -1 7 8 -1 -2	42	1
1 7 9 -1 7 9 -1 3 -1 9 -1 1 9 -1 2 -1 -2	94	1
9 -1 2 9 -1 8 -1 1 -1 -2	838	1
7 -1 3 8 -1 1 -1 -2	529	1
2 -1 1 -1 1 -1 9 10 -1 -2	237	1
8 -1 4 -1 1 -1 1 -1 -2	620	1
5 9 -1 1 -1 3 -1 9 -1 -2	672	1
1 6 -1 8 -1 -2	276	1
5 9 -1 2 -1 7 -1 1 -1 2 -1 -2	409	1
5 8 -1 8 10 -1 1 5 8 -1 7 9 -1 -2	175	1
6 -1 5 -1 8 -1 -2	298	1
1 -1 8 -1 5 -1 1 7 -1 -2	1230	1
2 5 -1 5 8 -1 3 -1 3 7 8 -1 -2	115	1
7 8 -1 5 -1 1 -1 -2	1571	1
2 -1 5 -1 9 -1 -2	1673	2
2 6 -1 5 -1 7 8 9 -1 5 -1 6 -1 1 2 7 -1 5 8 -1 2 -1 3 -1 -2	1	1
5 -1 3 -1 5 9 -1 1 -1 -2	721	1
4 -1 3 5 8 -1 5 -1 8 -1 -2	142	1
8 -1 8 -1 2 4 -1 4 -1 5 9 -1 6 7 -1 9 -1 7 -1 -2	3	1
7 8 -1 7 -1 -2	2265	4
7 -1 7 -1 8 -1 -2	2439	3
2 -1 4 -1 1 -1 4 5 -1 -2	214	1
1 -1 2 -1 1 -1 -2	1836	1
3 -1 2 -1 7 -1 1 -1 7 -1 -2	200	1
5 -1 7 8 -1 5 -1 4 8 -1 8 -1 5 -1 1 -1 8 -1 -2	48	1
10 -1 3 -1 -2	419	1
2 -1 1 5 -1 5 -1 6 -1 -2	105	1
5 -1 5 8 -1 -2	3666	4
2 7 -1 7 -1 -2	1202	2
9 -1 6 10 -1 1 -1 1 -1 3 -1 1 -1 -2	10	1
2 -1 9 -1 1 8 -1 2 -1 -2	711	1
5 7 -1 8 -1 -2	2302	2
2 5 7 -1 8 -1 8 -1 6 -1 3 7 -1 1 2 -1 8 -1 1 7 -1 -2	3	1
2 7 8 -1 8 -1 5 -1 9 -1 4 8 -1 -2	98	1
9 -1 1 -1 1 3 8 -1 -2	533	1
7 9 -1 5 -1 -2	2530	3
1 -1 1 -1 2 -1 1 -1 8 -1 -2	808	1
7 -1 7 -1 1 5 -1 -2	1910	1
5 -1 8 -1 5 -1 -2	3636	4
8 -1 1 -1 5 -1 1 -1 1 -1 8 -1 9 -1 -2	540	1
1 -1 9 -1 7 -1 5 -1 -2	1767	2
1 -1 1 -1 9 -1 2 -1 1 -1 1 2 5 -1 -2	296	1
2 3 -1 4 7 -1 1 -1 3 -1 8 -1 6 -1 1 -1 4 8 -1 -2	2	1
9 10 -1 1 8 -1 -2	550	1
1 4 -1 5 -1 9 -1 8 -1 8 -1 -2	310	1
2 -1 5 -1 2 -1 -2	1724	3
1 7 -1 1 7 -1 -2	2196	2
1 -1 2 -1 5 -1 -2	1689	2
9 -1 2 5 9 -1 -2	1274	1
7 -1 2 -1 10 -1 10 -1 1 6 -1 -2	18	1
8 -1 5 -1 5 -1 1 -1 8 -1 8 -1 -2	1029	1
8 -1 9 -1 9 -1 1 -1 1 -1 -2	1597	1
2 -1 9 -1 1 -1 9 -1 9 -1 5 -1 2 5 -1 8 -1 9 -1 -2	58	1
4 -1 1 4 -1 -2	826	1
3 -1 1 3 -1 2 -1 3 -1 2 -1 5 -1 1 -1 3 -1 7 -1 -2	6	1
8 -1 1 -1 9 -1 -2	2916	2
8 -1 7 -1 8 -1 -2	2441	1
1 5 -1 2 9 -1 2 -1 5 -1 -2	688	1
1 -1 8 -1 2 -1 1 -1 -2	1100	1
2 -1 2 7 8 -1 4 -1 -2	152	1
9 -1 9 -1 2 -1 9 -1 2 -1 -2	893	1
8 -1 6 -1 3 -1 8 -1 2 8 -1 8 -1 9 -1 -2	16	1
9 -1 8 -1 3 -1 9 -1 -2	757	1
1 8 -1 9 -1 1 7 9 -1 7 -1 1 -1 3 8 -1 7 10 -1 -2	20	1
1 -1 7 -1 8 -1 -2	2185	3
8 -1 5 -1 2 -1 10 -1 1 -1 1 -1 -2	127	1
1 -1 9 -1 9 -1 5 9 -1 1 -1 -2	1609	1
9 -1 4 -1 4 -1 2 9 -1 9 10 -1 1 -1 5 -1 -2	20	1
7 -1 5 -1 1 2 -1 1 -1 -2	718	1
1 9 -1 4 -1 10 -1 -2	203	1
1 8 -1 7 -1 4 -1 -2	466	3
1 -1 5 -1 9 -1 -2	3421	5
7 -1 3 9 -1 -2	854	1
9 -1 5 -1 1 -1 -2	3420	4
1 -1 1 2 7 -1 7 -1 8 -1 8 -1 -2	298	1
10 -1 1 -1 1 -1 -2	897	4
10 -1 5 -1 4 9 -1 9 -1 4 7 -1 9 -1 1 -1 9 -1 -2	11	1
7 9 -1 1 -1 9 -1 -2	2016	1
3 -1 1 -1 9 -1 -2	1116	4
9 -1 1 2 -1 5 -1 -2	1192	1
