#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

4 -1 1 5 -1 4 5 -1 1 -1 1 -1 -2	5524	1
2 -1 3 4 -1 1 2 -1 1 5 -1 -2	1650	1
3 -1 4 6 -1 3 4 -1 1 -1 -2	323	1
3 -1 1 3 -1 2 5 -1 1 -1 3 -1 -2	2780	1
5 -1 2 4 5 -1 1 -1 2 5 -1 -2	3317	1
3 4 -1 1 -1 5 -1 1 -1 3 5 -1 -2	2185	1
1 -1 5 -1 1 -1 1 3 -1 2 -1 1 -1 -2	3576	1
1 -1 1 -1 2 5 -1 1 -1 1 2 -1 -2	7983	1
5 -1 4 -1 1 -1 1 -1 1 -1 1 4 -1 -2	3887	1
2 5 -1 5 6 -1 1 -1 5 -1 -2	1806	1
2 5 -1 2 5 -1 1 -1 1 -1 1 -1 -2	8512	1
5 -1 4 -1 5 -1 3 -1 4 -1 4 -1 3 -1 -2	726	1
3 -1 5 -1 4 5 -1 4 -1 4 -1 1 -1 -2	1452	1
1 4 -1 3 5 -1 2 3 -1 -2	2094	1
1 -1 2 -1 1 4 -1 5 -1 -2	5512	1
4 -1 5 -1 2 5 -1 5 -1 1 -1 4 -1 -2	2297	1
3 -1 5 -1 4 -1 1 4 -1 4 -1 1 -1 -2	1391	1
2 5 -1 1 -1 2 5 6 -1 -2	1312	1
1 5 -1 4 -1 3 -1 4 -1 1 -1 -2	2721	1
1 5 -1 3 5 -1 1 -1 1 -1 -2	11008	1
5 -1 5 -1 3 -1 3 -1 5 -1 1 -1 -2	5687	1
1 5 -1 1 -1 1 5 -1 3 4 -1 -2	3297	1
1 -1 5 -1 1 -1 2 -1 3 -1 3 -1 -2	2860	1
5 -1 3 5 -1 3 -1 1 -1 5 -1 1 -1 -2	4945	1
3 4 5 -1 2 -1 2 3 -1 1 -1 -2	1260	1
4 -1 5 -1 5 -1 1 -1 1 -1 2 -1 5 -1 -2	2401	1
1 2 5 -1 1 3 -1 1 4 -1 -2	2681	1
1 -1 1 -1 5 6 -1 3 -1 1 -1 4 -1 -2	513	1
1 -1 4 -1 1 3 -1 4 -1 2 -1 4 -1 -2	894	1
1 3 5 -1 4 -1 1 5 -1 1 -1 -2	3880	1
1 3 5 -1 1 -1 4 -1 1 -1 -2	4077	1
1 -1 5 -1 5 -1 4 -1 1 2 3 -1 -2	1753	1
1 -1 3 -1 1 5 -1 5 -1 1 -1 -2	9498	1
1 -1 5 -1 2 5 -1 2 -1 1 2 -1 -2	6625	1
1 2 -1 4 -1 1 -1 4 5 -1 -2	3701	1
1 3 -1 5 -1 2 -1 4 -1 3 -1 1 -1 -2	1219	1
5 -1 1 4 -1 4 5 -1 1 5 -1 -2	6589	1
3 -1 1 -1 2 -1 1 4 5 -1 1 -1 -2	2004	1
1 -1 4 -1 1 -1 2 6 -1 3 -1 -2	377	1
1 -1 3 -1 2 5 -1 1 2 3 -1 -2	2814	1
3 -1 1 2 -1 3 -1 6 -1 6 -1 1 -1 -2	242	1
1 5 -1 4 -1 1 2 -1 5 -1 -2	5278	1
1 -1 1 -1 2 -1 4 -1 1 5 -1 5 -1 -2	3290	1
3 -1 1 2 -1 1 -1 3 -1 1 2 -1 -2	2643	1
1 -1 5 -1 5 -1 4 -1 2 5 -1 1 -1 -2	3350	1
3 -1 3 -1 1 4 -1 5 -1 1 -1 1 -1 -2	1971	1
3 4 -1 4 -1 1 -1 5 -1 5 -1 1 -1 -2	1645	1
1 -1 1 -1 1 -1 2 -1 5 -1 5 -1 -2	9352	1
5 -1 5 -1 3 -1 1 5 -1 1 -1 2 -1 -2	3742	1
4 -1 5 -1 1 -1 3 -1 1 4 -1 5 -1 -2	1881	1
3 4 -1 3 -1 4 5 -1 5 -1 -2	2399	1
4 -1 3 -1 5 -1 3 -1 1 2 -1 2 -1 -2	1008	1
1 -1 5 -1 6 -1 3 6 -1 4 -1 1 -1 -2	225	1
1 -1 2 3 -1 4 5 -1 4 -1 -2	1679	1
5 -1 1 -1 1 -1 6 -1 4 5 -1 4 -1 -2	625	1
2 -1 5 -1 1 -1 1 2 -1 1 -1 1 -1 -2	6189	1
1 4 -1 5 -1 6 -1 6 -1 4 -1 6 -1 -2	194	1
6 -1 3 -1 3 -1 3 -1 2 5 -1 2 -1 -2	323	1
5 -1 2 5 -1 1 5 -1 3 -1 1 -1 -2	4760	1
1 2 6 -1 3 5 -1 1 -1 1 -1 -2	699	1
1 -1 1 2 5 -1 5 6 -1 1 -1 -2	1588	1
5 -1 1 2 -1 4 -1 5 -1 1 -1 -2	4381	1
1 -1 1 -1 3 -1 5 -1 2 3 -1 6 -1 -2	434	1
1 -1 3 5 -1 1 4 -1 5 -1 -2	4206	1
1 -1 1 3 4 -1 1 3 -1 -2	3031	1
4 -1 2 3 -1 1 -1 4 -1 4 -1 6 -1 -2	185	1
3 5 -1 3 -1 3 4 -1 3 4 -1 -2	1460	1
2 5 -1 1 -1 1 -1 1 -1 1 5 -1 -2	10589	1
1 5 -1 2 -1 1 -1 1 5 -1 2 -1 -2	8468	1
1 4 5 -1 4 -1 1 -1 1 2 -1 -2	3551	1
1 -1 1 2 3 -1 5 6 -1 6 -1 -2	461	1
1 2 3 -1 1 -1 1 -1 1 3 -1 -2	3450	1
3 -1 2 -1 3 -1 1 6 -1 1 -1 -2	593	1
2 -1 1 -1 2 -1 1 -1 1 -1 2 4 -1 -2	1768	1
1 2 -1 2 5 -1 5 -1 5 -1 1 -1 -2	8224	1
6 -1 1 3 5 -1 2 -1 1 -1 4 -1 -2	441	1
2 -1 3 -1 4 -1 5 -1 2 -1 3 5 -1 -2	1039	1
1 -1 1 -1 1 5 -1 1 -1 2 -1 5 -1 -2	8541	1
5 -1 3 -1 5 -1 1 5 -1 1 -1 4 -1 -2	2722	1
2 -1 1 2 -1 2 5 -1 -2	11842	1
2 4 -1 1 -1 1 -1 2 5 -1 6 -1 -2	499	1
1 -1 1 -1 1 5 -1 1 -1 1 -1 -2	27705	1
5 -1 5 -1 5 -1 1 5 -1 1 5 -1 -2	26314	1
1 -1 3 -1 5 -1 1 -1 1 2 -1 -2	4779	1
4 -1 2 4 -1 4 -1 1 4 -1 1 -1 -2	1705	1
1 5 -1 1 -1 4 -1 4 -1 3 -1 2 -1 -2	1254	1
2 -1 3 5 -1 4 -1 2 -1 1 3 -1 -2	1339	1
1 5 -1 1 -1 1 2 -1 5 -1 1 -1 -2	10590	1
6 -1 3 -1 4 -1 1 4 -1 4 -1 4 -1 -2	215	1
1 -1 4 -1 3 -1 2 3 -1 1 -1 1 -1 -2	1112	1
1 -1 5 -1 1 -1 5 -1 1 3 -1 -2	9315	1
5 -1 1 -1 4 5 -1 1 -1 5 -1 1 -1 -2	5839	1
1 2 -1 2 -1 1 5 -1 2 -1 5 -1 -2	6799	1
5 -1 1 -1 5 -1 1 5 -1 2 -1 2 -1 -2	6407	1
1 6 -1 6 -1 1 -1 2 3 -1 5 -1 -2	432	1
2 -1 1 3 -1 1 2 -1 2 5 -1 -2	3512	1
1 2 -1 1 2 -1 4 -1 5 -1 5 -1 -2	3217	1
2 -1 2 -1 1 3 -1 1 5 -1 -2	4768	1
4 -1 1 -1 1 4 -1 1 3 5 -1 -2	2995	1
1 5 -1 1 4 -1 5 -1 3 -1 5 -1 -2	3447	1
2 4 -1 1 5 -1 4 -1 1 4 -1 -2	2483	1
1 -1 1 5 -1 1 -1 1 -1 1 -1 1 -1 -2	19072	1
5 -1 1 -1 2 4 5 -1 1 5 -1 -2	3945	1
1 2 -1 5 -1 2 -1 1 2 -1 2 -1 -2	5654	1
2 6 -1 2 -1 1 2 -1 5 -1 -2	1010	1
1 -1 5 -1 2 -1 2 -1 5 -1 1 -1 -2	6981	1
4 -1 1 -1 1 -1 1 -1 1 4 -1 -2	6021	1
4 -1 4 -1 1 5 -1 2 -1 1 2 -1 -2	2439	1
3 4 -1 3 4 -1 3 4 -1 -2	1776	1
1 5 -1 2 -1 2 5 -1 1 -1 1 -1 -2	8511	1
5 -1 1 -1 4 -1 4 5 -1 3 -1 4 -1 -2	1479	1
6 -1 1 -1 6 -1 2 6 -1 6 -1 5 -1 -2	201	1
5 -1 1 -1 1 -1 1 -1 1 5 -1 -2	27316	1
6 -1 1 -1 3 -1 1 6 -1 6 -1 6 -1 -2	202	1
5 -1 4 -1 1 -1 1 2 -1 6 -1 5 -1 -2	533	1
2 3 -1 1 4 -1 1 -1 5 -1 1 -1 -2	1771	1
1 -1 5 -1 2 -1 5 -1 5 -1 2 6 -1 -2	714	1
5 -1 2 -1 5 -1 5 -1 2 -1 5 -1 1 -1 -2	4684	1
1 -1 1 3 -1 6 -1 3 -1 6 -1 1 -1 -2	375	1
1 4 -1 5 -1 1 -1 -2	12363	1
4 -1 1 -1 4 -1 3 4 -1 6 -1 3 -1 -2	196	1
5 -1 2 -1 4 -1 5 -1 6 -1 1 -1 5 -1 -2	389	1
1 5 -1 5 -1 1 4 -1 5 -1 -2	9782	1
1 -1 1 -1 1 2 -1 2 5 -1 2 -1 -2	6542	1
3 -1 5 -1 6 -1 1 -1 6 -1 1 -1 -2	526	1
2 -1 3 -1 1 -1 1 5 -1 1 -1 5 -1 -2	3597	1
1 -1 5 -1 1 2 -1 1 5 -1 4 -1 -2	4157	1
6 -1 1 -1 1 2 -1 1 -1 1 5 -1 -2	1416	1
1 2 -1 1 -1 1 6 -1 1 -1 1 -1 -2	1403	1
5 -1 5 6 -1 2 -1 1 2 -1 5 -1 -2	1186	1
4 -1 2 5 -1 1 -1 1 -1 1 4 -1 -2	2869	1
2 -1 1 4 -1 2 -1 1 -1 5 -1 4 -1 -2	1693	1
1 5 -1 3 5 -1 6 -1 3 5 -1 -2	1197	1
1 4 -1 1 5 -1 1 -1 2 5 -1 -2	4809	1
1 4 5 -1 4 -1 1 6 -1 -2	1157	1
2 5 -1 5 -1 3 -1 1 3 -1 1 -1 -2	3390	1
3 -1 1 2 -1 5 -1 1 4 -1 3 -1 -2	1587	1
2 -1 6 -1 3 -1 1 5 -1 1 3 -1 -2	613	1
1 -1 4 -1 4 -1 2 -1 1 -1 1 4 -1 -2	1673	1
2 3 6 -1 1 2 -1 2 -1 1 -1 -2	409	1
2 -1 2 5 -1 1 5 -1 3 4 -1 -2	1713	1
1 -1 1 -1 1 -1 1 -1 1 -1 1 5 -1 -2	19271	1
2 -1 1 -1 3 -1 1 6 -1 2 -1 2 -1 -2	428	1
1 -1 3 5 -1 1 5 -1 1 -1 1 -1 -2	8562	1
1 5 -1 2 5 -1 1 5 -1 3 -1 -2	5764	1
1 -1 2 -1 5 -1 2 -1 1 -1 2 5 -1 -2	5113	1
5 -1 4 -1 1 2 -1 1 -1 4 -1 3 -1 -2	1167	1
5 6 -1 1 -1 1 -1 4 -1 1 -1 5 -1 -2	878	1
5 -1 3 -1 3 -1 5 -1 1 3 -1 -2	5879	1
3 -1 2 -1 5 -1 3 4 -1 1 -1 -2	1425	1
2 -1 5 -1 2 5 -1 3 -1 1 2 -1 -2	3054	1
2 -1 2 -1 1 -1 1 4 -1 5 -1 5 -1 -2	2536	1
4 -1 1 -1 4 -1 1 -1 5 -1 4 -1 -2	3384	1
3 -1 3 -1 3 -1 1 -1 1 2 -1 4 -1 -2	1006	1
1 5 -1 4 -1 3 -1 1 4 -1 -2	3243	1
1 -1 2 3 -1 3 4 5 -1 1 -1 -2	1437	1
3 -1 3 -1 1 3 -1 3 -1 3 -1 -2	4739	1
5 -1 3 -1 1 2 -1 1 -1 1 -1 3 -1 -2	2670	1
1 4 -1 2 3 -1 1 4 -1 1 -1 -2	1617	1
4 -1 4 -1 5 -1 1 -1 5 -1 1 -1 1 -1 -2	2853	1
3 -1 1 2 -1 1 -1 2 -1 1 -1 1 -1 -2	2695	1
1 -1 1 -1 1 -1 2 -1 2 -1 1 5 -1 -2	6353	1
2 -1 4 5 -1 1 -1 1 -1 5 -1 -2	4329	1
1 4 5 -1 4 5 -1 1 -1 1 -1 -2	6399	1
4 -1 3 -1 5 -1 1 -1 1 3 5 -1 -2	2549	1
3 -1 2 3 -1 5 -1 5 -1 2 -1 1 -1 -2	1844	1
3 5 -1 5 -1 5 -1 1 5 -1 1 -1 -2	8758	1
1 2 -1 2 -1 1 -1 6 -1 1 6 -1 -2	616	1
1 5 -1 3 4 -1 4 5 -1 3 -1 -2	2155	1
1 3 -1 6 -1 4 -1 3 -1 1 -1 4 -1 -2	282	1
1 -1 1 -1 4 5 -1 4 -1 1 3 -1 -2	2478	1
3 -1 4 -1 1 -1 1 5 -1 1 5 -1 -2	3402	1
1 -1 1 5 -1 5 -1 1 5 -1 2 -1 -2	11257	1
2 -1 1 -1 1 3 -1 4 6 -1 1 -1 -2	325	1
1 3 -1 4 5 -1 4 -1 1 -1 1 -1 -2	2397	1
1 3 -1 1 3 4 -1 5 -1 5 -1 -2	2513	1
5 -1 4 -1 1 -1 4 -1 1 -1 3 -1 -2	2075	1
3 -1 1 3 5 -1 1 5 -1 4 -1 -2	3189	1
6 -1 1 -1 6 -1 5 -1 1 5 -1 5 -1 -2	1224	1
1 -1 3 -1 4 -1 4 -1 1 3 -1 -2	2047	1
1 -1 1 5 -1 1 -1 5 -1 3 -1 -2	9907	1
1 -1 2 3 -1 1 2 -1 1 5 -1 -2	3670	1
2 -1 6 -1 2 5 -1 3 -1 1 -1 3 -1 -2	380	1
3 -1 4 -1 4 5 -1 1 5 -1 1 -1 -2	2497	1
3 -1 4 -1 1 -1 1 -1 1 -1 1 -1 -2	2757	1
1 -1 5 -1 2 -1 4 5 -1 1 5 -1 -2	4263	1
1 3 5 -1 5 -1 3 -1 5 -1 1 -1 -2	6331	1
1 -1 6 -1 1 -1 1 5 -1 1 5 -1 -2	2657	1
1 3 -1 1 -1 2 -1 2 4 -1 3 -1 -2	1138	1
3 4 -1 6 -1 2 -1 2 3 -1 2 -1 -2	228	1
4 -1 1 -1 5 -1 5 -1 5 -1 4 -1 5 -1 -2	2903	1
5 -1 4 -1 3 5 -1 4 -1 1 2 -1 -2	1576	1
1 3 -1 3 4 -1 2 -1 3 -1 2 -1 -2	983	1
5 -1 1 -1 1 5 -1 6 -1 1 -1 -2	2771	1
1 -1 1 -1 5 -1 5 -1 5 -1 1 2 -1 -2	8063	1
1 5 -1 1 5 -1 3 -1 1 5 -1 -2	11022	1
3 -1 1 -1 4 -1 1 5 -1 2 -1 1 -1 -2	1644	1
5 -1 3 6 -1 1 2 4 -1 1 -1 -2	374	1
4 -1 3 4 6 -1 2 -1 1 -1 1 -1 -2	200	1
2 5 -1 5 -1 1 5 -1 2 5 -1 -2	10831	1
4 -1 1 -1 2 -1 1 2 -1 4 -1 -2	2504	1
1 -1 2 -1 2 5 -1 2 -1 1 5 -1 -2	6896	1
1 -1 1 -1 5 -1 2 5 -1 1 -1 3 -1 -2	3678	1
5 -1 1 -1 1 5 -1 1 -1 1 -1 3 -1 -2	7101	1
2 -1 5 -1 5 -1 1 3 5 -1 5 -1 -2	4623	1
1 3 4 -1 4 -1 4 -1 1 4 -1 -2	1665	1
5 -1 1 2 5 -1 1 -1 1 5 -1 -2	12039	1
2 3 -1 2 -1 2 3 -1 1 5 -1 -2	2501	1
1 5 -1 1 -1 3 5 -1 1 -1 3 -1 -2	6665	1
1 -1 2 3 5 -1 1 -1 3 -1 3 -1 -2	2417	1
1 -1 1 3 -1 2 6 -1 3 5 -1 -2	592	1
3 -1 1 4 -1 1 5 -1 1 5 -1 -2	3944	1
1 2 -1 2 -1 3 5 -1 3 -1 2 -1 -2	2256	1
5 -1 2 5 -1 1 -1 1 3 -1 3 -1 -2	3416	1
1 5 -1 1 -1 2 5 -1 1 -1 -2	13862	1
5 -1 1 -1 5 -1 6 -1 6 -1 5 -1 -2	1197	1
1 5 -1 1 2 -1 1 -1 1 -1 4 -1 -2	4156	1
1 -1 1 -1 3 5 -1 5 -1 1 -1 2 -1 -2	3580	1
1 5 -1 1 -1 1 -1 1 -1 5 -1 -2	27479	1
1 3 -1 3 -1 2 4 -1 4 -1 4 -1 -2	846	1
1 4 -1 3 -1 1 -1 1 -1 4 -1 1 -1 -2	1839	1
1 5 -1 2 -1 5 -1 1 -1 1 5 -1 -2	11173	1
6 -1 1 -1 5 -1 1 -1 1 -1 5 -1 -2	2202	1
4 -1 1 -1 1 -1 1 5 -1 4 -1 2 -1 -2	2277	1
2 -1 5 -1 5 -1 5 -1 1 -1 5 -1 1 -1 -2	6124	1
3 -1 1 -1 3 -1 3 5 -1 1 -1 3 -1 -2	3204	1
3 -1 2 5 -1 3 -1 3 -1 2 3 -1 -2	1748	1
1 5 -1 5 -1 1 -1 1 -1 3 -1 1 -1 -2	6977	1
1 -1 1 -1 4 -1 1 -1 2 5 -1 4 -1 -2	2210	1
5 -1 3 -1 6 -1 2 6 -1 3 5 -1 -2	315	1
2 4 -1 6 -1 6 -1 6 -1 5 -1 1 -1 -2	174	1
5 -1 3 6 -1 4 5 -1 1 -1 -2	593	1
2 3 5 -1 4 -1 3 -1 1 -1 5 -1 -2	1415	1
5 -1 1 -1 1 6 -1 1 3 6 -1 -2	627	1
5 -1 4 -1 4 -1 1 -1 1 3 -1 -2	2687	1
5 -1 2 5 -1 1 5 -1 3 -1 -2	6165	1
1 -1 3 -1 1 -1 3 4 5 -1 5 -1 -2	2142	1
1 6 -1 6 -1 1 2 -1 5 -1 1 -1 -2	897	1
3 -1 1 2 -1 5 -1 3 -1 1 2 -1 -2	2637	1
6 -1 6 -1 4 -1 2 -1 1 -1 2 5 -1 -2	276	1
1 -1 4 5 -1 1 -1 1 -1 2 -1 1 -1 -2	3188	1
1 -1 4 5 -1 1 -1 1 4 -1 4 -1 -2	4054	1
2 6 -1 1 -1 1 6 -1 1 5 -1 -2	839	1
2 4 -1 1 -1 5 -1 6 -1 2 5 -1 -2	526	1
3 -1 1 -1 1 -1 1 -1 1 5 -1 1 -1 -2	6688	1
5 -1 3 5 -1 4 -1 4 -1 2 5 -1 -2	1651	1
1 2 -1 5 -1 5 -1 1 2 -1 2 -1 -2	6561	1
3 5 -1 2 5 -1 1 4 -1 -2	2861	1
4 -1 1 -1 5 -1 3 -1 5 -1 1 -1 3 -1 -2	1404	1
2 -1 1 2 5 -1 1 -1 3 4 -1 -2	1653	1
1 -1 1 5 -1 1 2 -1 1 -1 1 -1 -2	10652	1
1 5 -1 5 -1 5 -1 5 -1 2 4 -1 -2	3600	1
1 -1 3 -1 4 6 -1 3 4 -1 4 -1 -2	231	1
2 -1 1 5 -1 5 -1 3 4 -1 4 -1 -2	1322	1
1 -1 3 5 -1 5 -1 3 -1 2 -1 -2	3915	1
5 -1 1 5 -1 3 -1 1 3 4 -1 -2	2488	1
1 -1 2 -1 4 -1 4 -1 6 -1 1 5 -1 -2	392	1
1 -1 4 -1 3 -1 1 6 -1 3 -1 -2	499	1
4 -1 2 -1 1 -1 1 4 -1 1 5 -1 -2	2998	1
5 -1 5 -1 3 5 -1 3 5 -1 5 -1 -2	7868	1
1 -1 1 3 -1 1 2 5 -1 -2	5988	1
1 -1 6 -1 2 3 -1 5 6 -1 -2	495	1
4 -1 1 5 -1 1 -1 1 -1 1 -1 -2	8310	1
4 -1 1 -1 3 4 -1 1 3 -1 5 -1 -2	1677	1
5 -1 3 -1 6 -1 1 -1 2 -1 4 6 -1 -2	151	1
4 -1 4 -1 5 -1 1 4 6 -1 6 -1 -2	250	1
1 2 -1 1 2 4 -1 1 5 -1 -2	3607	1
5 -1 4 -1 1 -1 1 4 -1 6 -1 4 -1 -2	420	1
1 5 -1 1 -1 5 -1 1 -1 1 -1 2 -1 -2	8530	1
1 -1 1 -1 1 -1 1 5 -1 1 -1 -2	27730	1
1 -1 2 -1 4 -1 4 5 -1 4 -1 3 -1 -2	930	1
1 2 -1 2 -1 1 -1 2 4 5 -1 -2	2727	1
5 6 -1 2 -1 1 -1 1 2 -1 2 -1 -2	916	1
5 -1 5 -1 4 -1 2 4 6 -1 1 -1 -2	300	1
1 2 -1 4 5 -1 5 -1 1 -1 2 -1 -2	3113	1
6 -1 5 -1 1 5 -1 1 -1 3 5 -1 -2	1233	1
4 -1 5 -1 1 4 -1 5 -1 1 -1 -2	5919	1
1 4 5 -1 1 -1 3 -1 5 -1 1 -1 -2	3297	1
4 -1 2 4 5 -1 2 -1 1 4 -1 -2	2086	1
1 2 -1 1 -1 2 -1 4 -1 1 -1 5 -1 -2	2481	1
5 -1 1 5 -1 4 -1 1 5 -1 4 -1 -2	5635	1
3 5 -1 2 -1 5 -1 5 -1 2 -1 6 -1 -2	500	1
2 -1 1 2 5 -1 1 5 -1 1 -1 -2	9917	1
2 5 -1 4 5 -1 1 -1 1 -1 -2	5117	1
6 -1 2 -1 5 -1 2 -1 5 -1 1 5 -1 -2	885	1
1 5 -1 4 -1 1 -1 5 -1 2 -1 1 -1 -2	3289	1
2 5 -1 2 5 -1 4 5 -1 2 -1 -2	3680	1
1 2 -1 1 -1 1 -1 2 5 -1 5 -1 -2	8025	1
1 5 6 -1 2 5 -1 2 -1 5 -1 -2	1378	1
1 -1 2 -1 1 -1 1 -1 2 -1 3 -1 5 -1 -2	1933	1
6 -1 6 -1 1 -1 2 -1 4 -1 1 5 -1 -2	342	1
2 -1 3 5 -1 5 -1 2 -1 1 -1 5 -1 -2	2893	1
5 -1 1 -1 2 -1 1 2 6 -1 1 -1 -2	832	1
4 -1 1 -1 2 5 -1 1 -1 2 -1 1 -1 -2	2507	1
1 5 -1 1 -1 6 -1 1 -1 6 -1 -2	1624	1
5 -1 5 -1 1 -1 2 3 5 -1 -2	4721	1
3 -1 3 -1 1 5 -1 1 -1 1 5 -1 -2	6750	1
1 6 -1 1 -1 5 -1 1 5 -1 2 -1 -2	1425	1
1 -1 1 3 -1 1 -1 5 -1 5 -1 5 -1 -2	6538	1
3 -1 3 -1 3 4 5 -1 1 -1 2 -1 -2	1196	1
5 -1 2 -1 3 -1 1 -1 1 -1 4 -1 1 -1 -2	1138	1
4 -1 2 -1 1 4 -1 1 -1 -2	4273	1
2 -1 6 -1 1 -1 1 -1 1 4 -1 2 -1 -2	466	1
5 -1 1 -1 2 5 -1 1 4 -1 4 -1 -2	2899	1
1 -1 1 -1 4 -1 3 -1 5 -1 3 -1 -2	2225	1
3 5 -1 1 2 -1 1 5 -1 6 -1 -2	940	1
2 -1 2 -1 1 5 -1 5 -1 1 5 -1 -2	8933	1
3 5 -1 1 3 -1 5 -1 1 -1 3 -1 -2	5247	1
2 -1 6 -1 1 2 -1 5 6 -1 2 -1 -2	526	1
5 -1 4 -1 2 -1 4 5 -1 2 -1 5 -1 -2	1887	1
2 -1 1 -1 3 6 -1 3 -1 1 2 -1 -2	400	1
2 4 -1 3 -1 1 2 5 -1 1 -1 -2	1762	1
5 -1 1 -1 3 5 -1 1 -1 5 -1 5 -1 -2	6880	1
5 -1 5 -1 5 -1 1 5 -1 2 -1 6 -1 -2	1154	1
3 -1 2 -1 1 4 -1 5 -1 2 -1 2 -1 -2	1034	1
2 -1 2 -1 2 4 -1 2 -1 1 2 -1 -2	1866	1
1 -1 1 -1 1 -1 2 -1 3 -1 1 -1 -2	4019	1
1 -1 2 5 6 -1 2 -1 1 -1 -2	1151	1
5 -1 1 -1 2 -1 1 2 -1 5 -1 1 -1 -2	6110	1
1 3 -1 3 -1 6 -1 4 5 -1 -2	608	1
1 2 3 -1 3 5 -1 2 -1 2 -1 -2	2474	1
4 -1 1 -1 5 -1 2 -1 2 5 -1 1 -1 -2	2536	1
1 4 -1 1 -1 1 4 5 -1 1 -1 -2	6301	1
2 3 -1 1 -1 3 -1 4 -1 -2	1926	1
1 -1 5 -1 3 -1 5 -1 1 3 -1 1 -1 -2	4899	2
1 3 -1 3 -1 5 -1 1 5 -1 -2	8599	1
2 -1 1 -1 2 -1 1 -1 3 -1 1 -1 -2	3102	1
1 5 -1 1 5 -1 1 4 -1 2 -1 -2	5123	1
1 -1 3 -1 1 5 -1 1 2 3 -1 -2	3481	1
2 3 -1 1 5 -1 5 -1 1 -1 -2	4783	1
1 2 -1 1 2 -1 5 -1 -2	13544	1
1 -1 1 -1 4 -1 1 -1 1 3 -1 2 -1 -2	1641	1
1 -1 3 -1 4 5 -1 3 -1 3 -1 -2	2284	1
1 -1 1 3 -1 5 -1 5 -1 1 3 -1 -2	6391	1
3 -1 1 2 4 -1 2 -1 1 -1 3 -1 -2	1114	1
1 3 6 -1 3 4 -1 6 -1 3 -1 -2	246	1
1 -1 2 -1 1 -1 1 5 -1 1 -1 1 -1 -2	8460	1
1 -1 2 4 -1 1 -1 4 -1 3 4 -1 -2	965	1
1 -1 2 4 -1 6 -1 1 4 5 -1 -2	577	1
1 -1 1 -1 3 -1 1 6 -1 -2	1588	1
2 3 -1 1 -1 5 -1 3 5 -1 1 -1 -2	3022	1
2 -1 3 5 -1 1 -1 1 6 -1 4 -1 -2	417	1
6 -1 6 -1 4 -1 5 -1 1 -1 -2	834	1
1 -1 1 4 -1 1 4 -1 1 5 -1 -2	6655	1
1 -1 1 5 -1 1 3 -1 3 -1 1 -1 -2	6465	1
1 -1 4 -1 5 -1 1 3 -1 1 2 -1 -2	2042	1
3 -1 2 -1 2 -1 2 4 -1 5 -1 4 -1 -2	738	1
2 -1 2 -1 2 5 -1 1 -1 5 -1 5 -1 -2	5419	1
5 -1 1 -1 1 3 5 -1 4 -1 4 -1 -2	2444	1
2 -1 3 -1 1 5 -1 1 2 5 -1 -2	4237	1
2 -1 1 2 -1 3 5 -1 1 5 -1 -2	4453	1
1 4 -1 2 6 -1 1 -1 2 3 -1 -2	362	1
1 -1 1 -1 3 5 -1 3 -1 3 -1 5 -1 -2	3928	1
1 4 -1 1 5 -1 5 -1 1 5 -1 -2	8822	1
5 -1 1 3 -1 3 5 -1 1 -1 5 -1 -2	6423	1
1 2 -1 1 4 -1 1 -1 -2	6080	1
1 5 -1 6 -1 1 -1 2 -1 4 5 -1 -2	759	1
1 3 -1 3 -1 1 3 5 -1 1 -1 -2	6312	1
1 -1 1 -1 1 2 3 -1 2 -1 3 -1 -2	2337	1
2 -1 1 2 -1 1 -1 2 -1 1 5 -1 -2	6845	1
1 6 -1 1 -1 5 -1 4 5 -1 1 -1 -2	1100	1
1 2 -1 1 4 -1 4 6 -1 -2	603	1
1 2 -1 1 -1 2 5 -1 2 -1 1 -1 -2	6640	1
1 -1 4 -1 1 -1 2 5 -1 6 -1 2 -1 -2	449	1
1 -1 5 -1 2 -1 1 -1 1 -1 5 -1 1 -1 -2	5920	1
5 -1 5 -1 1 4 -1 1 -1 4 -1 -2	5800	1
1 3 6 -1 4 -1 3 -1 1 -1 -2	475	1
5 -1 1 2 -1 1 -1 5 -1 2 5 -1 -2	8114	1
2 5 -1 1 2 -1 4 5 -1 -2	4821	1
1 -1 1 5 -1 1 -1 1 6 -1 1 -1 -2	2461	1
1 -1 2 5 -1 1 2 -1 1 4 -1 -2	3863	1
2 3 4 -1 1 2 -1 2 -1 3 -1 -2	1013	1
1 -1 4 -1 3 -1 5 -1 4 -1 2 3 -1 -2	805	1
5 -1 1 5 -1 4 -1 4 -1 1 -1 4 -1 -2	3167	1
1 5 -1 4 5 6 -1 4 -1 2 -1 -2	542	1
6 -1 1 3 -1 1 -1 1 -1 1 -1 1 -1 -2	925	1
5 -1 5 -1 1 2 -1 4 -1 4 -1 3 -1 -2	1178	1
1 -1 2 -1 2 -1 2 4 6 -1 2 -1 -2	274	1
3 4 -1 3 -1 5 -1 1 -1 2 3 -1 -2	1079	1
1 -1 1 -1 1 -1 2 5 -1 5 -1 -2	11541	1
1 4 -1 1 -1 5 -1 3 4 5 -1 -2	2338	1
1 -1 1 5 -1 1 -1 2 3 -1 1 -1 -2	3834	1
1 4 -1 1 5 -1 4 -1 2 -1 2 -1 -2	2415	1
