#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

12439 -1 12531 -1 12615 -1 18559 -1 -2	3	1
12495 -1 12715 -1 -2	29	1
18459 -1 20807 -1 -2	16	1
12883 -1 18419 -1 -2	23	1
12855 -1 33445 -1 -2	29	1
18423 -1 18551 -1 -2	42	1
30267 -1 -2	22	2
12759 -1 12895 -1 -2	115	1
12527 -1 12895 -1 -2	114	1
18559 -1 -2	94	9
12367 -1 12451 -1 18647 -1 -2	21	1
30339 -1 -2	7	1
12727 -1 12843 -1 -2	8	1
12735 -1 18575 -1 32221 -1 -2	2	1
12839 -1 33429 -1 -2	35	1
12595 -1 12679 -1 18811 -1 -2	1	1
12447 -1 12879 -1 -2	28	1
12767 -1 27385 -1 -2	3	1
12847 -1 12891 -1 18751 -1 -2	21	1
10833 -1 32201 -1 -2	15	1
12527 -1 12683 -1 -2	109	1
12621 -1 18863 -1 -2	171	1
33453 -1 34885 -1 35209 -1 -2	27	1
12779 -1 12783 -1 -2	105	1
56061 -1 -2	14	1
12643 -1 33469 -1 -2	57	1
12863 -1 12883 -1 18539 -1 33465 -1 -2	20	1
12871 -1 33465 -1 -2	31	1
12479 -1 12483 -1 -2	290	1
12735 -1 18547 -1 18807 -1 -2	2	1
18431 -1 18539 -1 -2	31	1
12463 -1 18639 -1 -2	21	1
10315 -1 12327 -1 -2	4	1
12487 -1 18427 -1 -2	32	1
12355 -1 18563 -1 33469 -1 -2	12	1
12827 -1 33437 -1 -2	56	1
12875 -1 18639 -1 -2	23	1
12531 -1 34893 -1 35149 -1 -2	29	1
12895 -1 33449 -1 -2	345	1
33449 -1 33465 -1 -2	141	1
12511 -1 33461 -1 -2	2	1
10881 -1 12411 -1 -2	8	1
12495 -1 12807 -1 -2	58	1
12595 -1 12747 -1 12839 -1 35157 -1 35181 -1 -2	3	1
12695 -1 12903 -1 -2	61	1
12423 -1 -2	67	1
12903 -1 18659 -1 -2	22	1
10857 -1 12863 -1 35153 -1 -2	28	1
12491 -1 33429 -1 -2	46	1
12419 -1 12595 -1 18439 -1 18875 -1 35205 -1 -2	1	1
12471 -1 46285 -1 -2	20	1
12487 -1 18659 -1 33445 -1 34921 -1 -2	20	1
12347 -1 12479 -1 -2	12	1
12899 -1 33445 -1 -2	36	1
12531 -1 34893 -1 -2	40	1
20803 -1 -2	63	2
12575 -1 12579 -1 -2	21	1
10849 -1 18679 -1 -2	22	1
10339 -1 12631 -1 -2	16	1
12339 -1 12819 -1 -2	9	1
10295 -1 12627 -1 -2	122	1
12355 -1 12443 -1 -2	48	1
12451 -1 12487 -1 18671 -1 -2	21	1
35157 -1 47961 -1 -2	2	1
10307 -1 12831 -1 -2	233	1
12383 -1 -2	8	1
12431 -1 12803 -1 -2	28	1
12703 -1 51937 -1 -2	5	1
12895 -1 18723 -1 -2	16	1
12827 -1 46285 -1 -2	26	1
12595 -1 32197 -1 -2	4	1
12667 -1 12783 -1 -2	33	1
10829 -1 12367 -1 -2	32	1
12531 -1 12827 -1 35169 -1 -2	31	1
10299 -1 12907 -1 -2	18	1
12467 -1 12703 -1 -2	55	1
35177 -1 35213 -1 -2	12	1
12339 -1 12427 -1 12663 -1 18427 -1 18479 -1 18743 -1 -2	2	1
12407 -1 35161 -1 -2	30	1
12403 -1 12887 -1 -2	30	1
10335 -1 32217 -1 -2	10	1
10327 -1 12695 -1 -2	60	1
33429 -1 35209 -1 -2	28	1
12395 -1 12431 -1 -2	101	1
51933 -1 -2	25	1
12567 -1 18747 -1 -2	2	1
12495 -1 12891 -1 -2	45	1
12621 -1 12739 -1 32201 -1 -2	14	1
12663 -1 12735 -1 -2	27	1
30311 -1 -2	64	1
12763 -1 12883 -1 -2	15	1
12575 -1 18819 -1 -2	2	1
12367 -1 18603 -1 18615 -1 -2	23	1
12571 -1 12875 -1 -2	138	1
12695 -1 12763 -1 -2	77	1
12683 -1 52985 -1 -2	4	1
12299 -1 12343 -1 12467 -1 -2	29	1
12855 -1 18743 -1 -2	22	1
18419 -1 18727 -1 -2	3	1
47707 -1 -2	33	1
55831 -1 -2	8	1
10331 -1 10841 -1 33429 -1 33457 -1 35181 -1 -2	2	1
10845 -1 18767 -1 18827 -1 46281 -1 -2	1	1
10849 -1 12355 -1 -2	55	1
10295 -1 33449 -1 -2	280	1
12495 -1 33425 -1 33429 -1 33445 -1 -2	30	1
60901 -1 -2	1	1
18547 -1 20803 -1 -2	4	1
12467 -1 12495 -1 35185 -1 -2	31	1
12595 -1 35153 -1 -2	21	1
12567 -1 12703 -1 12839 -1 -2	5	1
12871 -1 18459 -1 35197 -1 -2	22	1
34901 -1 35189 -1 -2	27	1
18467 -1 18495 -1 -2	17	1
12507 -1 47293 -1 -2	2	1
10849 -1 18523 -1 18659 -1 18723 -1 -2	2	1
18731 -1 -2	80	2
12715 -1 12795 -1 18779 -1 -2	1	1
10303 -1 12743 -1 -2	84	1
12703 -1 12895 -1 35165 -1 -2	30	1
12411 -1 12719 -1 -2	10	1
12799 -1 18603 -1 -2	22	1
12867 -1 18459 -1 -2	22	1
10291 -1 12811 -1 -2	16	1
12327 -1 12363 -1 12555 -1 12627 -1 18555 -1 35161 -1 -2	1	1
12631 -1 12843 -1 -2	21	1
12679 -1 18691 -1 -2	14	1
52941 -1 52969 -1 -2	8	1
56639 -1 -2	12	1
10849 -1 18559 -1 -2	24	1
18779 -1 32209 -1 -2	4	1
18583 -1 34893 -1 -2	24	1
12299 -1 12419 -1 18647 -1 -2	21	1
12411 -1 12475 -1 12847 -1 35153 -1 35161 -1 -2	28	1
18635 -1 18671 -1 18683 -1 34897 -1 34901 -1 -2	21	1
12831 -1 35209 -1 -2	28	1
12831 -1 32205 -1 -2	79	1
12835 -1 32209 -1 -2	13	1
10311 -1 12535 -1 12547 -1 12779 -1 18471 -1 -2	1	1
12343 -1 12703 -1 -2	39	1
12891 -1 35157 -1 -2	29	1
18675 -1 33429 -1 -2	25	1
18879 -1 47953 -1 -2	7	1
12727 -1 12803 -1 -2	6	1
12679 -1 33469 -1 -2	116	1
12691 -1 33449 -1 -2	201	1
12447 -1 12527 -1 18743 -1 34913 -1 35197 -1 -2	20	1
12679 -1 35189 -1 -2	29	1
12631 -1 12855 -1 18599 -1 18619 -1 34913 -1 -2	1	1
12411 -1 12595 -1 -2	11	1
32213 -1 33449 -1 -2	145	1
12875 -1 12883 -1 -2	50	1
18627 -1 -2	87	3
33469 -1 34885 -1 -2	115	1
56093 -1 -2	12	1
12439 -1 12655 -1 12847 -1 -2	1	1
12527 -1 18431 -1 -2	24	1
10865 -1 12435 -1 12827 -1 18599 -1 -2	22	1
18767 -1 35165 -1 35197 -1 -2	22	1
12667 -1 12775 -1 -2	19	1
12855 -1 18451 -1 18599 -1 -2	22	1
12479 -1 12571 -1 12859 -1 32221 -1 -2	5	1
12403 -1 18871 -1 -2	13	1
10331 -1 12415 -1 -2	2	1
12331 -1 12395 -1 -2	14	1
12399 -1 18483 -1 -2	3	1
10335 -1 10833 -1 12739 -1 18511 -1 34893 -1 -2	1	1
33437 -1 34925 -1 -2	41	1
10829 -1 12643 -1 18515 -1 18551 -1 18675 -1 -2	1	1
12403 -1 12799 -1 18543 -1 -2	20	1
12643 -1 12831 -1 -2	30	1
12367 -1 12887 -1 35153 -1 -2	29	1
12463 -1 12827 -1 18663 -1 -2	21	1
12871 -1 35165 -1 -2	33	1
12763 -1 12831 -1 -2	66	1
12863 -1 18863 -1 -2	2	1
12851 -1 18439 -1 -2	24	1
12531 -1 12899 -1 -2	38	1
12523 -1 12879 -1 -2	50	1
18491 -1 -2	24	1
12863 -1 33457 -1 -2	31	2
18655 -1 35205 -1 -2	22	1
10295 -1 10307 -1 -2	916	1
12783 -1 18795 -1 -2	6	1
30315 -1 -2	40	1
12715 -1 54653 -1 -2	6	1
12351 -1 12827 -1 34917 -1 -2	2	1
12903 -1 18587 -1 -2	23	1
18599 -1 18631 -1 18651 -1 -2	24	1
18539 -1 18571 -1 35165 -1 -2	22	1
12523 -1 12663 -1 -2	56	1
12415 -1 20807 -1 -2	4	1
12459 -1 32217 -1 -2	7	1
12711 -1 33449 -1 -2	15	1
12831 -1 18683 -1 34913 -1 -2	21	1
12827 -1 33425 -1 -2	70	1
54657 -1 54665 -1 54685 -1 -2	2	1
10303 -1 10865 -1 -2	71	1
12355 -1 12371 -1 -2	61	1
47699 -1 -2	14	2
18539 -1 18583 -1 18759 -1 34925 -1 -2	21	1
12671 -1 12883 -1 -2	15	1
18427 -1 18619 -1 -2	92	2
12799 -1 12883 -1 18599 -1 -2	23	1
12479 -1 12683 -1 -2	96	1
12531 -1 18615 -1 -2	24	1
10861 -1 12375 -1 -2	32	1
12367 -1 18735 -1 18875 -1 34921 -1 35149 -1 -2	1	1
12859 -1 18495 -1 -2	1	1
12479 -1 12547 -1 -2	14	1
12527 -1 12611 -1 12687 -1 34889 -1 -2	7	1
12351 -1 12403 -1 18523 -1 -2	4	1
18431 -1 18587 -1 -2	27	1
12479 -1 12875 -1 -2	89	1
10857 -1 12871 -1 -2	41	1
12459 -1 12847 -1 -2	51	1
56695 -1 -2	5	1
12339 -1 12475 -1 32201 -1 -2	2	1
33429 -1 33445 -1 -2	79	1
12451 -1 35169 -1 -2	28	1
12355 -1 34917 -1 35157 -1 -2	36	1
18675 -1 35177 -1 -2	27	1
10861 -1 18543 -1 -2	24	1
10857 -1 18439 -1 -2	24	1
12487 -1 12579 -1 12755 -1 32205 -1 -2	4	1
12823 -1 12883 -1 -2	51	1
12359 -1 -2	45	2
12471 -1 12887 -1 35169 -1 -2	30	1
18499 -1 18599 -1 -2	13	1
12643 -1 12703 -1 -2	24	1
10311 -1 12683 -1 -2	126	1
12447 -1 33465 -1 34885 -1 -2	31	1
10833 -1 12847 -1 -2	14	1
10295 -1 18727 -1 18839 -1 -2	1	1
12611 -1 12731 -1 -2	30	1
12759 -1 12763 -1 -2	176	1
18755 -1 18763 -1 -2	37	1
34893 -1 54673 -1 -2	20	1
12887 -1 18587 -1 18655 -1 -2	23	1
18451 -1 18519 -1 -2	5	1
18539 -1 33453 -1 -2	22	1
32201 -1 48707 -1 -2	24	1
10315 -1 12703 -1 -2	330	1
12691 -1 12871 -1 18551 -1 -2	21	1
47253 -1 -2	101	2
10865 -1 18519 -1 -2	2	1
33453 -1 35169 -1 35185 -1 35201 -1 -2	28	1
12483 -1 12779 -1 -2	68	1
12595 -1 34893 -1 46289 -1 -2	3	1
10853 -1 12467 -1 12879 -1 18655 -1 -2	20	1
34917 -1 47281 -1 -2	13	1
18447 -1 35165 -1 -2	26	1
12471 -1 12527 -1 12627 -1 -2	11	1
55851 -1 -2	4	1
10861 -1 12483 -1 34921 -1 -2	32	1
10837 -1 -2	58	1
12799 -1 32217 -1 -2	5	1
12643 -1 12799 -1 -2	13	1
12451 -1 12711 -1 -2	6	1
12839 -1 18647 -1 -2	22	1
54677 -1 -2	14	1
12679 -1 18443 -1 -2	22	1
12471 -1 35169 -1 35201 -1 -2	27	1
12463 -1 33457 -1 -2	37	1
18699 -1 -2	31	1
12479 -1 12691 -1 12739 -1 12759 -1 -2	11	1
18707 -1 18711 -1 -2	16	1
12435 -1 12527 -1 12691 -1 18619 -1 -2	23	1
12611 -1 12615 -1 -2	80	1
12443 -1 18683 -1 -2	22	1
12367 -1 34917 -1 -2	32	1
12471 -1 12851 -1 -2	35	1
34921 -1 34925 -1 34929 -1 -2	83	1
12463 -1 12467 -1 12475 -1 -2	37	1
10853 -1 18467 -1 33441 -1 -2	2	1
30255 -1 -2	24	1
12743 -1 18599 -1 -2	4	1
12447 -1 12807 -1 34925 -1 -2	27	1
12299 -1 12621 -1 -2	10	1
18627 -1 18663 -1 35209 -1 -2	23	1
12595 -1 12683 -1 -2	6	1
12703 -1 12863 -1 12875 -1 -2	37	1
12527 -1 12643 -1 -2	20	1
12803 -1 33437 -1 -2	45	1
12891 -1 18551 -1 33441 -1 -2	21	1
12779 -1 18715 -1 -2	4	1
12839 -1 12855 -1 12883 -1 -2	37	1
12459 -1 33465 -1 34909 -1 -2	28	1
33441 -1 33461 -1 -2	16	1
12351 -1 35181 -1 -2	16	1
18415 -1 54673 -1 -2	1	1
12587 -1 12595 -1 -2	29	1
12827 -1 12879 -1 -2	61	1
12559 -1 12563 -1 -2	113	1
10335 -1 10339 -1 12611 -1 -2	12	1
12655 -1 54673 -1 -2	8	1
10861 -1 12451 -1 12743 -1 -2	2	1
10295 -1 12351 -1 12367 -1 12771 -1 18723 -1 -2	3	1
56045 -1 -2	14	1
12463 -1 12795 -1 -2	120	1
12467 -1 12475 -1 18551 -1 -2	21	1
56435 -1 56631 -1 -2	1	1
12615 -1 18871 -1 -2	5	1
18595 -1 34885 -1 34897 -1 -2	22	1
12427 -1 12775 -1 18847 -1 32221 -1 -2	2	1
12823 -1 18447 -1 34901 -1 -2	21	1
52981 -1 -2	24	1
12467 -1 18491 -1 18863 -1 33433 -1 -2	2	1
18539 -1 18571 -1 33445 -1 -2	21	1
18763 -1 33429 -1 35165 -1 -2	22	1
10849 -1 12419 -1 12803 -1 18743 -1 -2	21	1
12299 -1 12735 -1 -2	5	1
12895 -1 18439 -1 -2	29	1
18655 -1 46293 -1 -2	10	1
12375 -1 12703 -1 -2	32	1
52969 -1 -2	24	3
18663 -1 18671 -1 -2	24	1
18495 -1 18691 -1 34925 -1 -2	1	1
33449 -1 35161 -1 -2	35	1
18647 -1 18755 -1 -2	25	1
12607 -1 18491 -1 -2	4	1
12367 -1 12847 -1 33445 -1 35169 -1 -2	27	1
18759 -1 18795 -1 18819 -1 -2	2	1
18635 -1 18671 -1 -2	30	1
12575 -1 18655 -1 -2	1	1
12423 -1 12887 -1 18619 -1 -2	4	1
12671 -1 12687 -1 -2	50	1
12355 -1 18427 -1 -2	35	1
18555 -1 18563 -1 18587 -1 -2	31	1
12579 -1 34905 -1 -2	8	1
10331 -1 12371 -1 12399 -1 18539 -1 -2	1	1
33445 -1 34885 -1 -2	48	1
10307 -1 32209 -1 -2	118	1
12611 -1 32209 -1 -2	48	1
10303 -1 18479 -1 18567 -1 18603 -1 18711 -1 -2	2	1
12847 -1 34885 -1 -2	33	1
12403 -1 12495 -1 12859 -1 -2	27	1
12819 -1 12907 -1 -2	72	1
12447 -1 18671 -1 -2	21	1
12659 -1 12847 -1 -2	15	1
10291 -1 12423 -1 -2	7	1
12863 -1 18419 -1 -2	21	1
12463 -1 12691 -1 -2	123	1
34925 -1 35193 -1 -2	29	1
12755 -1 34889 -1 -2	27	1
30295 -1 -2	20	1
12339 -1 12667 -1 -2	10	1
12621 -1 12731 -1 35205 -1 -2	2	1
