#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 3 6 -1 1 -1 5 -1 4 -1 6 -1 -2	270	1
2 -1 1 -1 2 6 -1 1 4 -1 1 -1 -2	486	1
1 -1 1 -1 2 -1 1 -1 3 4 -1 1 -1 -2	1333	1
5 -1 1 -1 1 2 -1 1 -1 2 -1 3 -1 -2	2780	1
3 -1 1 -1 2 4 -1 2 -1 2 -1 1 -1 -2	965	1
6 -1 4 -1 3 -1 2 4 -1 1 -1 5 -1 -2	254	1
3 6 -1 5 -1 3 -1 5 -1 1 -1 -2	769	1
1 -1 2 5 -1 1 -1 1 -1 4 6 -1 -2	497	1
5 -1 1 -1 1 -1 1 -1 4 5 -1 -2	8124	1
1 -1 1 2 4 -1 5 -1 3 -1 1 -1 -2	1735	1
1 6 -1 1 -1 1 6 -1 3 -1 4 -1 -2	387	1
5 -1 1 6 -1 5 -1 1 2 -1 1 -1 -2	1423	1
1 2 -1 1 -1 5 -1 1 6 -1 1 -1 -2	1296	1
2 -1 2 4 -1 1 4 -1 1 -1 -2	2793	1
5 -1 1 2 -1 5 -1 1 5 -1 1 -1 -2	10576	1
2 5 -1 5 -1 2 -1 2 5 -1 5 -1 -2	8450	1
5 -1 1 5 -1 3 -1 5 -1 4 -1 -2	3850	1
4 -1 1 -1 5 -1 1 -1 2 -1 5 -1 5 -1 -2	2405	1
1 -1 1 -1 1 2 -1 3 5 -1 3 -1 -2	3378	1
3 -1 1 2 -1 2 4 -1 1 -1 4 -1 -2	1097	1
1 -1 5 -1 2 -1 1 5 -1 1 -1 2 -1 -2	6334	1
3 -1 1 2 -1 1 -1 6 -1 6 -1 1 -1 -2	312	1
2 3 4 -1 1 3 -1 3 -1 5 -1 -2	1118	1
4 5 -1 2 -1 3 6 -1 3 -1 5 -1 -2	311	1
1 2 -1 1 4 -1 2 -1 4 -1 1 -1 -2	2316	1
5 -1 5 -1 1 -1 2 -1 3 5 -1 1 -1 -2	3735	1
5 -1 1 -1 2 5 -1 5 -1 1 -1 3 -1 -2	3760	1
1 5 -1 1 4 -1 4 -1 1 -1 3 -1 -2	2574	1
1 5 -1 5 -1 2 -1 1 5 -1 1 -1 -2	11437	1
3 -1 4 -1 2 -1 2 3 -1 1 -1 -2	1230	1
4 5 -1 2 -1 2 -1 3 -1 3 -1 1 -1 -2	1008	1
2 -1 5 -1 1 5 -1 1 -1 1 5 -1 -2	11070	1
1 -1 3 5 -1 1 -1 5 -1 -2	12069	1
3 -1 1 -1 4 -1 2 -1 5 -1 5 -1 4 -1 -2	831	1
2 4 -1 2 5 -1 4 -1 3 5 -1 -2	1480	1
1 5 -1 1 -1 1 -1 1 -1 4 5 -1 -2	7565	1
6 -1 3 -1 5 -1 1 3 -1 1 4 -1 -2	479	1
1 2 -1 1 3 6 -1 1 6 -1 -2	470	1
2 -1 1 -1 5 -1 5 -1 1 2 -1 5 -1 -2	6225	1
2 5 -1 4 -1 5 -1 1 4 -1 1 -1 -2	2876	1
5 6 -1 2 -1 1 2 -1 2 3 -1 -2	601	1
3 5 -1 1 -1 1 -1 3 -1 4 -1 -2	2820	1
3 5 -1 1 5 -1 5 -1 4 -1 1 -1 -2	3411	1
5 -1 2 5 -1 2 -1 4 -1 3 5 -1 -2	1834	1
5 -1 1 -1 1 5 -1 1 2 -1 2 -1 -2	8175	1
1 5 -1 4 -1 1 -1 4 5 -1 5 -1 -2	5531	1
3 5 -1 3 -1 1 -1 2 -1 1 2 -1 -2	2685	1
1 -1 1 -1 1 -1 1 5 -1 5 -1 1 -1 -2	18533	1
1 -1 1 4 5 -1 2 5 -1 4 -1 -2	3440	1
1 2 -1 1 3 4 -1 5 -1 4 -1 -2	1479	1
2 -1 1 2 -1 1 -1 5 6 -1 -2	1427	1
4 5 -1 1 6 -1 5 -1 6 -1 4 -1 -2	436	1
1 -1 1 2 -1 3 -1 2 3 -1 1 -1 -2	2377	1
1 -1 5 -1 1 -1 1 -1 5 -1 5 -1 1 -1 -2	12719	1
1 2 -1 1 -1 1 -1 1 -1 3 5 -1 -2	4486	1
6 -1 5 -1 2 -1 1 -1 4 -1 4 -1 5 -1 -2	296	1
4 -1 1 -1 1 5 -1 4 5 -1 -2	7251	1
2 6 -1 1 -1 5 -1 1 3 -1 1 -1 -2	579	1
1 -1 4 -1 5 -1 2 -1 1 -1 2 -1 -2	2710	1
5 -1 4 5 -1 5 -1 1 -1 4 -1 4 -1 -2	3098	1
1 2 -1 5 -1 1 -1 5 -1 5 -1 3 -1 -2	3662	1
1 4 -1 1 6 -1 1 6 -1 6 -1 -2	565	1
2 3 -1 4 5 -1 4 -1 1 -1 5 -1 -2	1378	1
1 2 5 6 -1 5 -1 1 -1 -2	1378	1
5 6 -1 5 -1 5 -1 1 2 -1 3 -1 -2	764	1
4 -1 1 -1 1 -1 4 -1 1 5 -1 -2	6105	1
1 5 -1 1 -1 1 -1 1 -1 1 -1 4 -1 -2	6179	1
3 -1 1 2 3 -1 4 -1 1 5 -1 -2	1711	1
2 5 -1 1 2 -1 1 5 -1 1 -1 -2	10102	1
2 3 -1 1 5 -1 5 -1 1 -1 1 -1 -2	3805	1
1 -1 3 -1 1 -1 5 -1 2 -1 1 -1 -2	3869	1
3 5 -1 5 -1 1 -1 6 -1 1 -1 2 -1 -2	599	1
2 -1 4 -1 4 -1 1 -1 5 -1 5 -1 3 -1 -2	847	1
5 -1 1 -1 1 3 -1 1 -1 -2	11998	1
1 -1 2 -1 5 -1 1 3 5 -1 1 -1 -2	4470	1
1 -1 3 -1 2 3 -1 1 2 5 -1 -2	2874	1
5 -1 3 4 -1 6 -1 1 -1 1 5 -1 -2	509	1
1 -1 1 4 -1 1 -1 3 -1 1 5 -1 -2	3403	1
1 2 -1 5 -1 5 -1 2 -1 1 -1 5 -1 -2	6325	1
4 -1 6 -1 5 -1 1 6 -1 2 4 -1 -2	267	1
1 -1 1 -1 1 -1 3 6 -1 1 -1 -2	898	1
1 5 -1 4 -1 5 -1 5 -1 1 3 -1 -2	3413	1
1 -1 4 -1 1 -1 3 -1 1 -1 1 3 -1 -2	2007	1
3 -1 5 -1 1 5 -1 3 -1 2 -1 4 -1 -2	1262	1
1 -1 1 -1 4 -1 2 -1 5 -1 4 -1 -2	2442	1
1 5 -1 1 6 -1 5 -1 5 -1 1 -1 -2	2548	1
2 -1 1 5 -1 6 -1 6 -1 -2	1137	1
3 -1 2 -1 5 -1 1 3 -1 1 -1 2 -1 -2	2005	1
1 3 -1 5 -1 1 -1 6 -1 1 -1 6 -1 -2	473	1
4 -1 5 -1 5 -1 1 5 -1 5 -1 2 -1 -2	3477	1
1 -1 1 5 -1 1 2 -1 1 -1 1 -1 -2	10652	1
5 -1 1 5 -1 1 3 -1 3 -1 -2	8871	1
2 -1 1 -1 4 -1 1 2 -1 4 -1 4 -1 -2	1309	1
1 3 -1 1 3 -1 1 -1 3 -1 -2	7768	1
3 -1 2 -1 4 -1 4 -1 2 -1 3 -1 2 -1 -2	434	1
3 -1 3 -1 6 -1 3 -1 5 -1 5 6 -1 -2	334	1
1 -1 1 5 -1 5 -1 1 -1 2 -1 -2	12090	1
1 -1 1 -1 5 -1 4 -1 1 -1 -2	9303	1
1 5 -1 1 2 -1 1 4 -1 2 -1 -2	3957	1
4 -1 5 -1 1 5 -1 1 -1 3 -1 -2	3736	1
1 -1 5 -1 2 -1 1 4 -1 5 -1 4 -1 -2	2220	1
1 -1 1 5 -1 3 -1 1 -1 2 -1 4 -1 -2	1654	1
4 -1 1 -1 1 -1 5 6 -1 -2	1385	1
4 -1 1 -1 2 4 5 -1 1 -1 -2	3192	1
5 -1 1 2 -1 2 -1 1 -1 1 -1 4 -1 -2	2505	1
1 -1 4 5 -1 2 -1 3 -1 1 4 -1 -2	1523	1
3 -1 6 -1 2 4 6 -1 2 -1 -2	193	1
4 -1 2 -1 1 -1 1 -1 1 -1 4 -1 -2	2454	1
5 -1 1 2 -1 1 5 -1 5 -1 3 -1 -2	4727	1
1 4 -1 1 5 -1 1 3 -1 -2	4697	1
4 -1 1 -1 1 2 -1 3 4 -1 6 -1 -2	290	1
3 -1 3 5 -1 3 -1 1 5 -1 5 -1 -2	5517	1
3 -1 6 -1 5 -1 3 5 -1 6 -1 4 -1 -2	198	1
2 -1 1 5 -1 1 -1 1 -1 1 2 -1 -2	8107	1
2 -1 1 4 5 -1 2 -1 2 6 -1 -2	514	1
5 -1 5 -1 2 -1 3 -1 2 -1 6 -1 6 -1 -2	186	1
1 5 -1 6 -1 1 -1 -2	4528	1
2 -1 1 -1 1 3 5 -1 1 -1 5 -1 -2	4354	1
5 -1 1 3 5 -1 1 -1 2 -1 3 -1 -2	3479	1
1 5 -1 1 -1 4 6 -1 4 6 -1 -2	356	1
2 -1 5 -1 2 4 -1 6 -1 4 -1 1 -1 -2	307	1
1 2 4 -1 4 -1 1 -1 1 -1 1 -1 -2	2486	1
4 -1 1 -1 5 -1 3 -1 4 -1 1 -1 -2	2020	1
1 5 6 -1 5 -1 1 6 -1 -2	2262	1
1 2 -1 3 5 -1 5 -1 3 -1 -2	4501	1
2 -1 1 2 5 -1 3 -1 1 3 -1 -2	3307	1
2 -1 1 2 -1 2 5 -1 3 -1 -2	4057	1
2 3 6 -1 1 -1 3 5 6 -1 -2	292	1
1 3 5 -1 2 -1 4 -1 2 4 -1 -2	1333	1
2 -1 1 -1 5 -1 5 -1 4 -1 1 -1 1 -1 -2	2299	1
2 5 -1 3 -1 1 -1 2 -1 -2	5094	1
2 -1 5 -1 2 3 -1 2 -1 1 -1 1 -1 -2	2014	1
1 -1 3 -1 3 5 -1 5 -1 1 -1 -2	7068	1
1 3 -1 1 -1 2 4 -1 4 -1 4 -1 -2	1064	1
1 -1 1 -1 4 -1 2 -1 2 -1 3 -1 3 -1 -2	669	1
6 -1 1 4 -1 1 -1 1 -1 1 5 -1 -2	1117	1
1 3 -1 5 -1 2 -1 3 -1 1 -1 -2	3627	1
3 -1 5 -1 3 -1 2 -1 1 5 -1 -2	3867	1
2 5 -1 2 -1 1 -1 4 -1 2 5 -1 -2	2835	1
1 2 -1 1 -1 1 3 -1 1 4 -1 -2	2400	1
2 -1 4 -1 1 5 -1 6 -1 2 4 -1 -2	395	1
2 -1 1 -1 2 5 6 -1 -2	1357	1
1 -1 2 5 -1 2 -1 1 -1 5 -1 -2	9300	1
1 -1 3 -1 1 -1 5 -1 5 -1 5 -1 5 -1 -2	4938	1
2 4 -1 1 2 -1 1 3 -1 2 -1 -2	1542	1
1 3 -1 1 -1 5 -1 1 -1 1 -1 1 -1 -2	6424	1
3 -1 1 5 -1 2 6 -1 1 -1 -2	728	1
1 -1 5 -1 3 5 -1 1 -1 1 3 -1 -2	6347	1
5 -1 2 -1 2 5 -1 5 -1 1 2 -1 -2	6921	1
1 -1 1 -1 5 -1 1 5 -1 1 -1 1 -1 -2	18553	1
1 3 -1 5 -1 1 6 -1 1 -1 1 -1 -2	1139	1
1 -1 1 -1 1 -1 -2	61214	1
1 -1 3 5 -1 5 -1 5 -1 5 -1 5 -1 -2	7189	1
6 -1 5 -1 5 -1 1 5 -1 3 6 -1 -2	546	1
1 5 -1 2 3 -1 1 -1 5 -1 2 -1 -2	3107	1
2 -1 1 -1 5 -1 1 -1 1 -1 1 5 -1 -2	8354	1
1 5 -1 1 -1 5 -1 3 5 -1 1 -1 -2	8855	1
5 -1 6 -1 6 -1 1 6 -1 1 5 -1 -2	1000	1
2 3 -1 1 -1 1 -1 1 3 -1 -2	3903	1
2 -1 1 5 -1 2 -1 2 4 5 -1 -2	2859	1
4 6 -1 3 4 -1 2 6 -1 4 -1 -2	143	1
5 -1 1 5 -1 1 5 -1 1 -1 1 -1 -2	25107	1
4 -1 1 -1 1 4 -1 4 -1 2 5 -1 -2	2344	1
3 -1 1 -1 3 -1 5 -1 1 5 -1 -2	7275	1
1 2 -1 2 -1 5 -1 3 -1 5 6 -1 -2	638	1
1 -1 2 4 -1 4 6 -1 1 -1 2 -1 -2	328	1
3 -1 1 4 -1 4 -1 -2	4260	1
2 -1 1 4 -1 4 -1 1 2 5 -1 -2	2815	1
5 -1 6 -1 1 -1 2 -1 2 -1 2 -1 -2	785	1
1 -1 1 2 -1 5 -1 2 5 -1 -2	10738	1
2 4 -1 1 -1 1 2 -1 2 4 -1 -2	2036	1
2 -1 1 -1 2 -1 1 -1 5 -1 1 -1 2 -1 -2	3377	1
1 5 -1 3 -1 1 -1 5 -1 1 5 -1 -2	8900	1
1 3 5 -1 5 -1 1 -1 2 -1 -2	5584	1
5 6 -1 5 -1 1 -1 6 -1 1 5 -1 -2	1587	1
2 -1 5 -1 6 -1 5 -1 5 -1 1 4 -1 -2	587	1
1 3 5 -1 1 4 -1 1 -1 3 -1 -2	3008	1
2 -1 5 -1 3 -1 2 -1 1 2 5 -1 -2	2962	1
2 -1 5 -1 5 -1 1 -1 5 -1 1 -1 -2	9313	1
2 -1 1 -1 4 -1 1 4 -1 3 -1 1 -1 -2	1183	1
4 -1 1 -1 4 -1 4 -1 5 -1 2 4 -1 -2	1210	1
2 -1 1 -1 2 -1 2 -1 4 5 -1 4 -1 -2	1417	1
6 -1 1 -1 3 -1 6 -1 1 2 5 -1 -2	444	1
1 -1 1 2 3 -1 4 5 -1 2 -1 -2	1766	1
2 4 -1 2 4 -1 2 -1 2 6 -1 -2	341	1
1 -1 1 -1 2 -1 4 -1 5 -1 2 3 -1 -2	1180	1
1 5 -1 1 2 5 -1 2 4 -1 -2	3793	1
1 2 3 5 -1 1 -1 2 -1 1 -1 -2	3347	1
4 -1 2 -1 2 -1 1 5 -1 3 -1 -2	1859	1
3 -1 1 2 -1 2 -1 2 5 -1 -2	3817	1
1 -1 1 -1 1 -1 1 -1 -2	49424	1
2 -1 5 -1 2 -1 5 -1 2 -1 5 -1 3 -1 -2	1722	1
4 5 -1 1 -1 5 -1 -2	12939	1
1 -1 1 3 -1 1 -1 3 -1 -2	10335	1
3 4 -1 4 -1 3 5 -1 4 -1 1 -1 -2	1353	1
3 -1 2 -1 1 4 5 -1 1 -1 1 -1 -2	2005	1
4 -1 2 -1 1 -1 1 3 -1 6 -1 2 -1 -2	278	1
2 3 -1 1 -1 -2	7370	1
2 -1 5 -1 1 4 -1 1 -1 1 -1 2 -1 -2	2420	1
2 3 -1 1 -1 1 -1 1 -1 2 3 -1 -2	2265	1
1 -1 1 2 -1 3 -1 5 -1 1 -1 1 -1 -2	3451	1
1 -1 1 -1 1 -1 1 3 5 -1 1 -1 -2	8281	1
4 -1 1 -1 4 -1 1 -1 1 4 5 -1 -2	3994	1
3 -1 2 -1 1 2 -1 5 6 -1 1 -1 -2	593	1
1 -1 4 5 -1 1 5 -1 2 -1 6 -1 -2	694	1
6 -1 1 -1 1 5 -1 6 -1 1 -1 6 -1 -2	701	1
4 -1 4 5 -1 1 -1 2 -1 1 -1 2 -1 -2	1808	1
6 -1 1 -1 1 5 -1 5 -1 5 -1 5 -1 -2	2091	1
1 2 5 -1 1 -1 1 -1 5 -1 1 -1 -2	9906	1
1 -1 5 -1 3 -1 1 -1 1 -1 1 3 -1 -2	4881	1
1 3 -1 3 5 -1 3 -1 3 -1 5 -1 -2	4470	1
1 -1 2 -1 1 -1 2 -1 1 5 -1 1 -1 -2	6466	1
1 -1 1 -1 3 -1 5 -1 -2	14102	1
3 -1 5 -1 3 -1 5 -1 5 -1 2 5 -1 -2	2942	1
2 4 -1 1 -1 3 -1 1 -1 5 -1 5 -1 -2	1421	1
3 -1 3 -1 1 5 -1 2 -1 5 -1 2 -1 -2	2166	1
3 -1 1 -1 1 3 6 -1 1 2 -1 -2	548	1
1 4 5 -1 1 -1 3 4 5 -1 -2	2686	1
2 3 -1 4 -1 1 2 4 -1 5 -1 -2	1190	1
1 2 -1 4 -1 1 -1 1 -1 2 -1 3 -1 -2	1289	1
3 -1 1 -1 3 -1 3 -1 1 5 -1 1 -1 -2	3875	1
1 5 -1 6 -1 3 -1 6 -1 4 6 -1 -2	190	1
1 -1 5 -1 1 5 -1 1 4 -1 -2	9665	1
1 -1 5 6 -1 6 -1 1 -1 5 -1 2 -1 -2	639	1
1 5 -1 1 -1 1 -1 2 -1 5 -1 1 -1 -2	8589	1
1 5 -1 5 -1 5 -1 2 3 -1 1 -1 -2	3957	1
1 -1 5 -1 5 6 -1 5 -1 1 4 -1 -2	1163	1
4 5 -1 2 -1 4 -1 4 -1 4 -1 -2	2159	1
1 -1 1 5 -1 4 -1 2 -1 1 4 -1 -2	2935	1
3 -1 1 -1 2 -1 1 -1 2 -1 -2	4279	1
1 2 -1 1 2 -1 4 -1 1 -1 6 -1 -2	577	1
3 -1 6 -1 2 -1 5 6 -1 2 3 -1 -2	258	1
3 4 -1 2 -1 1 -1 3 -1 1 -1 -2	1464	1
3 -1 2 5 -1 1 3 -1 1 -1 4 -1 -2	1606	1
1 3 -1 3 5 -1 1 -1 1 4 -1 -2	3041	1
1 -1 1 -1 5 -1 5 -1 2 -1 5 -1 -2	9476	1
1 6 -1 1 -1 3 5 -1 1 3 -1 -2	1081	1
4 6 -1 1 -1 1 -1 4 6 -1 5 -1 -2	286	1
1 5 -1 4 -1 1 -1 1 6 -1 1 -1 -2	1051	1
2 -1 1 2 -1 1 -1 1 -1 -2	12835	1
1 2 -1 1 -1 5 -1 5 -1 2 3 -1 -2	3075	1
1 -1 6 -1 4 5 6 -1 1 5 -1 -2	591	1
4 -1 1 -1 3 4 -1 3 5 -1 1 -1 -2	1692	1
3 5 -1 1 5 -1 1 -1 2 -1 5 -1 -2	4686	1
1 5 -1 2 -1 3 -1 1 -1 4 -1 -2	2216	1
2 -1 1 -1 2 -1 2 3 -1 1 6 -1 -2	488	1
5 -1 1 -1 1 -1 1 5 -1 6 -1 5 -1 -2	1945	1
1 2 3 -1 1 6 -1 5 -1 -2	854	1
3 5 -1 4 -1 4 -1 5 -1 1 -1 3 -1 -2	1487	1
5 -1 6 -1 2 6 -1 2 -1 5 -1 1 -1 -2	413	1
3 -1 4 -1 6 -1 3 5 -1 3 -1 1 -1 -2	296	1
4 -1 3 -1 2 -1 1 3 -1 2 -1 1 -1 -2	988	1
2 3 -1 4 5 -1 3 -1 1 -1 4 -1 -2	1069	1
5 -1 1 5 -1 1 5 -1 4 -1 -2	10437	1
2 -1 4 5 -1 4 -1 1 -1 2 3 -1 -2	1153	1
3 -1 2 -1 1 -1 1 -1 5 -1 2 -1 1 -1 -2	1864	1
4 -1 1 -1 6 -1 1 4 -1 -2	1080	1
1 2 5 -1 1 -1 3 5 6 -1 -2	749	1
1 -1 1 -1 2 -1 4 -1 5 -1 2 5 -1 -2	2505	1
1 5 -1 1 4 -1 1 5 -1 1 -1 -2	8759	1
3 -1 3 -1 1 2 -1 3 5 -1 5 -1 -2	2815	1
5 -1 3 -1 1 5 -1 1 -1 1 -1 2 -1 -2	3666	1
1 -1 1 -1 2 -1 3 4 -1 1 -1 2 -1 -2	1086	1
4 -1 6 -1 1 4 -1 2 -1 2 5 -1 -2	462	1
4 -1 4 -1 1 2 5 -1 4 -1 5 -1 -2	2266	1
1 -1 4 -1 1 3 4 5 -1 -2	2742	1
4 -1 4 -1 2 -1 1 3 -1 1 4 -1 -2	1208	1
6 -1 4 -1 5 -1 5 -1 1 3 -1 3 -1 -2	365	1
1 5 -1 1 -1 4 5 -1 2 4 -1 -2	3176	1
1 -1 6 -1 4 5 -1 2 4 -1 5 -1 -2	492	1
3 -1 6 -1 5 -1 -2	2173	1
5 -1 4 -1 1 -1 1 4 5 -1 1 -1 -2	5138	1
5 -1 1 2 -1 1 5 6 -1 5 -1 -2	1534	1
1 -1 1 5 -1 3 -1 1 -1 3 4 -1 -2	2155	1
1 -1 2 -1 4 -1 1 -1 3 4 -1 3 -1 -2	767	1
1 -1 2 -1 4 -1 3 5 -1 3 -1 2 -1 -2	981	1
1 2 -1 5 -1 2 -1 2 -1 1 -1 2 -1 -2	4194	1
1 5 -1 1 5 -1 1 5 -1 4 -1 -2	9726	1
2 4 -1 4 -1 5 -1 2 -1 -2	3265	1
5 -1 1 -1 1 -1 2 3 -1 1 -1 -2	4080	1
5 -1 2 -1 1 -1 1 2 -1 -2	12051	1
1 -1 1 -1 1 -1 5 -1 1 4 -1 -2	8086	1
3 4 5 -1 5 -1 1 4 5 -1 -2	2744	1
4 -1 2 -1 1 -1 2 4 -1 4 5 -1 -2	1648	1
2 -1 1 -1 5 -1 2 -1 -2	14275	1
1 -1 1 -1 1 -1 1 -1 5 -1 -2	31271	1
1 -1 3 -1 3 -1 4 -1 3 -1 1 5 -1 -2	1623	1
6 -1 1 6 -1 3 -1 1 -1 1 6 -1 -2	465	1
5 -1 1 3 6 -1 6 -1 4 -1 1 -1 -2	270	1
2 -1 1 5 -1 1 -1 2 -1 5 -1 4 -1 -2	2566	1
3 5 -1 2 4 -1 4 -1 2 -1 -2	1499	1
1 -1 3 -1 4 -1 2 4 -1 3 -1 1 -1 -2	816	1
1 -1 6 -1 5 -1 1 -1 1 -1 1 3 -1 -2	934	1
1 2 -1 1 2 -1 4 -1 4 -1 -2	3128	1
5 -1 1 -1 1 -1 3 -1 1 5 -1 -2	9836	1
1 -1 4 -1 1 5 -1 5 -1 2 5 -1 -2	4241	1
1 3 -1 4 5 -1 4 -1 2 -1 -2	1965	1
3 -1 3 -1 1 3 -1 3 5 -1 5 -1 -2	4465	1
1 -1 3 6 -1 1 -1 1 -1 1 3 -1 -2	729	1
3 6 -1 2 3 -1 6 -1 1 4 -1 -2	215	1
1 -1 3 6 -1 1 3 4 -1 1 -1 -2	404	1
1 -1 2 -1 5 -1 1 4 -1 1 3 -1 -2	2088	1
1 -1 6 -1 1 -1 4 5 -1 1 5 -1 -2	1173	1
1 -1 4 -1 5 -1 1 -1 5 -1 -2	9082	1
1 4 5 -1 1 -1 6 -1 2 6 -1 -2	418	1
5 -1 1 -1 1 5 -1 1 -1 4 -1 -2	8487	1
4 6 -1 5 -1 4 -1 1 -1 1 -1 -2	635	1
1 -1 3 -1 1 5 -1 1 -1 -2	12410	1
1 4 5 -1 1 4 5 -1 -2	8420	1
4 5 -1 2 -1 3 -1 1 -1 5 -1 1 -1 -2	1672	1
1 4 -1 5 -1 6 -1 2 5 -1 -2	881	1
1 2 5 -1 3 -1 2 4 5 -1 -2	1991	1
4 -1 5 -1 1 -1 2 -1 1 3 -1 5 -1 -2	1672	1
5 -1 4 -1 1 -1 2 -1 4 -1 1 2 -1 -2	1756	1
2 -1 1 -1 1 5 -1 2 5 -1 -2	11120	1
1 -1 5 -1 4 -1 2 4 -1 1 -1 5 -1 -2	1987	1
5 -1 1 -1 4 -1 5 6 -1 2 5 -1 -2	726	1
3 6 -1 6 -1 1 5 -1 1 -1 -2	756	1
1 3 -1 1 -1 2 -1 1 -1 2 5 -1 -2	3482	1
5 6 -1 1 -1 6 -1 1 3 5 -1 -2	902	1
5 -1 1 4 5 -1 1 -1 1 5 -1 -2	8349	1
1 -1 2 -1 1 5 -1 5 -1 3 -1 -2	5127	1
3 -1 5 -1 1 4 -1 6 -1 1 -1 5 -1 -2	465	1
1 4 -1 4 -1 2 5 -1 5 -1 1 -1 -2	3036	1
3 5 -1 1 3 -1 2 -1 4 -1 1 -1 -2	1633	1
3 -1 2 5 -1 1 2 4 -1 -2	1979	1
1 -1 2 3 -1 1 -1 1 5 6 -1 -2	777	1
2 4 -1 5 -1 4 -1 1 -1 1 -1 1 -1 -2	1988	1
1 -1 4 -1 3 -1 1 -1 3 5 -1 5 -1 -2	2029	1
5 -1 1 5 -1 1 2 -1 2 -1 1 -1 -2	8263	1
1 -1 1 5 -1 1 -1 1 -1 3 5 -1 -2	8748	1
1 -1 5 -1 5 -1 1 5 -1 1 -1 -2	27441	1
2 4 -1 1 2 4 -1 1 -1 1 -1 -2	2354	1
2 -1 5 -1 4 5 -1 5 -1 5 -1 1 -1 -2	3337	1
1 -1 1 6 -1 1 -1 4 -1 2 6 -1 -2	347	1
1 3 -1 5 -1 5 -1 2 -1 3 5 -1 -2	3512	1
3 -1 1 -1 2 -1 1 2 5 -1 3 -1 -2	2663	1
1 3 -1 1 3 -1 1 3 -1 5 -1 -2	6522	1
6 -1 3 -1 2 -1 1 -1 5 -1 3 -1 6 -1 -2	164	1
2 -1 1 3 -1 6 -1 1 6 -1 4 -1 -2	244	1
3 -1 1 -1 5 -1 3 -1 1 -1 1 -1 1 -1 -2	3340	1
1 2 -1 5 -1 4 -1 1 4 -1 -2	3699	1
1 3 -1 1 4 -1 2 -1 5 -1 1 -1 -2	2003	1
5 -1 3 -1 3 5 -1 1 -1 2 -1 5 -1 -2	2765	1
1 -1 5 -1 1 -1 1 6 -1 3 -1 2 -1 -2	625	1
1 -1 1 -1 1 -1 1 4 -1 1 -1 2 -1 -2	3259	1
1 2 -1 5 -1 2 5 -1 1 -1 3 -1 -2	3647	1
1 3 -1 3 -1 1 -1 1 -1 1 -1 5 -1 -2	4929	1
1 5 -1 3 -1 4 -1 1 3 -1 3 -1 -2	2162	1
1 3 4 -1 1 3 -1 2 3 -1 -2	1482	1
1 2 5 -1 1 4 -1 1 6 -1 -2	952	1
3 -1 5 -1 2 -1 6 -1 2 -1 1 -1 4 -1 -2	195	1
5 -1 1 -1 3 -1 1 3 -1 1 2 -1 -2	3357	1
5 6 -1 1 -1 1 5 -1 5 6 -1 -2	1941	1
2 -1 2 -1 5 -1 1 -1 1 5 -1 1 -1 -2	6533	1
1 5 -1 6 -1 2 -1 1 4 -1 5 -1 -2	741	1
2 -1 1 2 5 -1 1 2 5 -1 -2	9368	1
1 -1 2 -1 5 -1 3 -1 5 -1 3 -1 -2	2948	1
1 5 -1 5 -1 1 5 6 -1 1 -1 -2	2893	1
1 -1 5 -1 2 5 -1 1 -1 3 -1 1 -1 -2	3633	1
1 2 -1 4 -1 5 -1 3 -1 5 -1 1 -1 -2	1618	1
1 -1 1 -1 1 2 -1 5 -1 1 -1 5 -1 -2	8109	1
1 2 -1 1 -1 5 -1 1 3 -1 6 -1 -2	748	1
3 -1 2 3 -1 3 -1 5 -1 1 -1 -2	2660	1
1 5 -1 5 -1 1 -1 5 -1 2 5 -1 -2	11237	1
1 2 6 -1 1 3 -1 1 5 -1 -2	782	1
5 -1 5 -1 1 -1 2 -1 3 5 -1 2 -1 -2	2921	1
1 -1 1 -1 2 -1 1 -1 1 -1 3 -1 5 -1 -2	2552	1
1 -1 3 -1 1 2 3 5 -1 2 -1 -2	2750	1
5 -1 1 5 -1 1 -1 1 -1 2 -1 1 -1 -2	8566	1
1 3 -1 1 -1 6 -1 4 -1 3 -1 5 -1 -2	380	1
1 5 -1 1 4 -1 1 -1 1 -1 2 -1 -2	4024	1
1 2 -1 1 -1 3 -1 1 2 -1 5 -1 -2	3480	1
1 -1 3 5 -1 2 -1 2 -1 3 5 -1 -2	2842	1
1 -1 1 -1 1 -1 1 5 -1 1 -1 5 -1 -2	18815	1
2 4 5 -1 1 2 3 -1 -2	1965	1
5 -1 2 -1 2 6 -1 2 -1 2 -1 4 -1 -2	295	1
1 -1 1 -1 3 -1 5 -1 3 -1 5 -1 5 -1 -2	3478	1
1 5 -1 4 5 -1 1 -1 2 -1 -2	5361	1
1 -1 2 -1 1 -1 4 -1 2 -1 5 -1 1 -1 -2	1818	1
2 -1 1 4 -1 2 5 -1 1 -1 6 -1 -2	591	1
1 4 5 -1 3 -1 3 -1 2 3 -1 -2	1454	1
2 6 -1 2 -1 2 4 -1 1 -1 5 -1 -2	423	1
2 5 -1 3 -1 3 -1 1 -1 1 -1 -2	3645	1
4 5 -1 4 5 -1 2 -1 3 5 -1 -2	2060	1
4 -1 1 -1 1 -1 2 -1 2 -1 2 -1 5 -1 -2	1399	1
