#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

7 -1 5 -1 1 -1 8 -1 -2	1625	1
4 -1 8 -1 7 -1 7 -1 -2	417	1
5 -1 3 -1 7 -1 1 -1 -2	618	1
9 -1 1 9 -1 2 -1 -2	1435	1
9 -1 6 8 -1 -2	272	1
4 -1 4 5 8 -1 -2	530	1
1 10 -1 8 -1 7 -1 7 -1 -2	284	1
3 -1 9 -1 5 -1 -2	1202	2
1 3 -1 1 -1 -2	1200	1
1 2 -1 1 3 -1 -2	487	1
1 -1 5 -1 1 -1 -2	3992	1
7 8 -1 2 5 -1 -2	865	1
1 -1 7 -1 2 -1 -2	1235	1
5 -1 9 -1 2 -1 9 -1 -2	1348	1
7 8 -1 1 -1 1 -1 -2	1672	1
3 -1 10 -1 -2	419	2
1 4 -1 5 -1 -2	862	2
4 -1 9 -1 5 -1 -2	940	1
5 9 -1 10 -1 -2	862	1
5 6 -1 1 -1 -2	299	1
2 -1 2 -1 8 -1 -2	1477	1
5 7 -1 1 -1 -2	2510	2
7 8 9 -1 1 -1 7 -1 3 -1 -2	306	1
8 -1 3 9 -1 -2	943	1
4 -1 5 -1 2 -1 -2	461	1
3 -1 1 -1 7 -1 -2	831	1
1 -1 5 -1 2 -1 -2	1682	2
2 -1 2 3 -1 -2	491	1
1 -1 4 -1 1 -1 -2	1013	1
3 -1 2 -1 1 -1 -2	606	1
1 5 -1 3 -1 -2	1184	2
6 -1 2 -1 -2	215	1
4 9 -1 4 9 -1 -2	700	1
1 10 -1 5 -1 5 -1 -2	612	1
1 2 -1 1 2 -1 3 -1 1 -1 9 -1 -2	174	1
2 -1 9 -1 3 -1 -2	579	1
3 -1 7 -1 1 -1 -2	810	1
8 -1 9 -1 5 -1 1 -1 8 -1 -2	1445	1
8 -1 2 -1 3 -1 8 -1 -2	390	1
1 -1 4 5 9 -1 -2	638	1
2 9 -1 7 -1 3 -1 5 7 -1 1 -1 8 -1 -2	95	1
4 -1 5 -1 8 -1 -2	852	1
4 -1 5 -1 4 -1 2 -1 -2	279	1
8 -1 1 -1 2 -1 -2	1468	1
3 -1 5 -1 8 -1 1 -1 1 -1 -2	519	1
9 -1 1 7 -1 1 -1 -2	1977	1
7 -1 5 -1 7 -1 9 -1 -2	1899	1
1 -1 5 -1 9 -1 -2	3421	1
1 5 -1 7 -1 8 -1 -2	1710	1
1 -1 5 8 -1 7 -1 -2	1670	1
9 -1 7 -1 8 -1 -2	2257	1
9 -1 1 8 -1 7 -1 4 8 9 -1 8 -1 -2	161	1
7 -1 1 8 -1 -2	2156	1
4 8 9 -1 -2	641	1
5 9 -1 2 -1 -2	1765	1
5 9 -1 2 -1 1 -1 -2	1289	1
5 8 9 -1 4 -1 1 -1 -2	475	1
2 -1 8 9 -1 2 -1 -2	1056	1
2 -1 1 -1 5 -1 7 -1 -2	879	1
4 10 -1 4 -1 -2	203	1
8 -1 1 7 -1 -2	2080	2
7 -1 7 9 10 -1 -2	385	1
1 9 -1 7 -1 -2	2482	1
1 -1 5 -1 2 5 -1 -2	1345	1
8 -1 2 9 -1 -2	1421	1
9 -1 1 9 -1 9 -1 -2	3329	1
1 -1 7 -1 1 -1 7 -1 -2	1953	1
7 -1 9 10 -1 -2	597	1
9 -1 8 -1 5 -1 5 -1 -2	2332	1
1 5 -1 1 -1 1 -1 5 -1 7 -1 -2	1179	1
8 -1 5 8 -1 -2	3523	1
9 -1 1 -1 8 -1 -2	2954	2
2 5 -1 8 -1 5 -1 8 -1 -2	894	1
1 8 9 -1 9 10 -1 8 -1 5 -1 3 -1 3 -1 2 8 -1 -2	15	1
2 9 -1 2 -1 -2	1659	1
9 -1 8 -1 1 -1 -2	2919	2
4 5 -1 10 -1 -2	258	1
7 -1 7 -1 1 -1 7 -1 8 -1 -2	1044	1
3 -1 3 -1 1 -1 -2	1084	1
2 -1 2 9 -1 1 -1 -2	1172	1
7 -1 8 -1 8 10 -1 -2	399	1
7 -1 10 -1 1 -1 7 10 -1 7 10 -1 2 5 -1 -2	33	1
3 -1 8 -1 3 -1 -2	947	1
2 -1 1 -1 1 -1 -2	1839	1
5 -1 8 10 -1 -2	658	1
7 -1 8 9 -1 -2	2222	1
2 -1 2 -1 1 -1 -2	1666	1
1 6 -1 4 -1 -2	94	1
9 -1 5 -1 8 -1 -2	3039	1
1 2 -1 2 -1 9 -1 -2	1113	1
1 5 -1 7 -1 -2	2516	1
1 7 -1 10 -1 8 -1 -2	454	1
7 -1 2 -1 1 -1 5 -1 -2	885	1
1 3 -1 5 -1 -2	1102	2
5 9 10 -1 -2	676	1
10 -1 1 9 -1 10 -1 -2	498	1
2 7 -1 1 8 -1 -2	775	1
2 -1 1 9 -1 -2	1653	2
2 -1 5 -1 1 -1 -2	1666	2
1 -1 8 -1 5 -1 7 -1 -2	1541	1
4 6 -1 1 -1 -2	66	1
7 -1 6 -1 9 -1 10 -1 2 -1 9 -1 -2	18	1
1 9 -1 1 5 -1 -2	2849	1
1 -1 2 -1 7 -1 -2	1207	1
6 9 -1 -2	376	1
8 -1 1 4 -1 1 -1 -2	632	1
1 -1 5 -1 4 -1 -2	955	1
1 -1 9 -1 7 -1 8 -1 -2	1562	1
1 10 -1 5 -1 -2	736	1
2 -1 1 -1 1 5 -1 -2	1361	1
9 -1 2 -1 6 -1 8 -1 -2	97	1
9 -1 3 -1 2 8 -1 9 -1 -2	312	1
3 -1 3 5 -1 -2	1152	1
8 -1 1 -1 5 -1 -2	3019	1
3 5 -1 3 -1 5 -1 -2	959	1
1 -1 2 -1 8 -1 -2	1453	1
5 -1 1 -1 1 -1 -2	4035	1
2 9 -1 5 -1 -2	1639	1
8 -1 7 -1 1 -1 -2	2155	1
5 -1 1 3 -1 -2	1119	1
1 3 -1 5 -1 6 -1 5 -1 1 5 -1 -2	52	1
4 -1 6 -1 5 -1 -2	106	1
4 -1 6 -1 6 -1 -2	98	1
1 -1 2 -1 9 -1 -2	1629	1
5 7 -1 8 -1 -2	2302	1
7 -1 1 -1 8 -1 -2	2199	1
3 -1 8 9 -1 -2	1018	1
5 -1 1 8 -1 5 -1 -2	2457	1
4 -1 5 6 -1 8 -1 -2	83	1
1 9 -1 2 -1 -2	1672	1
2 -1 8 -1 8 -1 -2	1588	1
2 5 -1 1 -1 5 -1 -2	1343	1
1 -1 1 -1 7 -1 5 -1 -2	1960	1
2 -1 10 -1 8 -1 -2	367	1
8 -1 8 -1 9 -1 -2	3393	1
2 5 -1 1 -1 9 -1 -2	1192	1
6 -1 9 -1 -2	415	1
3 -1 2 -1 7 -1 -2	448	1
9 -1 7 -1 4 -1 -2	678	1
7 -1 8 -1 3 -1 -2	764	1
7 -1 9 -1 9 -1 -2	2994	1
1 9 -1 1 -1 5 -1 -2	2828	1
8 -1 4 5 -1 4 -1 -2	540	1
2 -1 2 9 -1 -2	1652	1
2 9 -1 5 8 -1 8 -1 8 -1 -2	686	1
9 -1 1 -1 4 -1 1 -1 -2	687	1
8 -1 9 -1 7 -1 -2	2219	1
4 -1 1 -1 1 -1 1 -1 -2	780	1
8 -1 2 7 -1 9 -1 -2	781	1
6 -1 5 -1 -2	418	2
9 -1 10 -1 7 -1 10 -1 10 -1 -2	166	1
1 -1 1 -1 7 -1 9 -1 -2	1925	1
8 -1 9 -1 7 -1 3 -1 -2	543	1
1 -1 1 -1 1 7 -1 -2	2276	1
4 -1 9 -1 4 -1 -2	840	1
5 -1 5 -1 1 -1 -2	4145	1
4 -1 8 -1 7 -1 -2	598	1
1 -1 3 -1 8 -1 -2	1026	1
7 10 -1 1 8 -1 -2	402	1
2 -1 6 -1 -2	207	1
7 -1 3 -1 8 -1 -2	774	1
3 -1 1 -1 1 -1 9 -1 -2	855	1
3 -1 1 9 -1 -2	1119	1
7 -1 5 -1 8 -1 6 -1 -2	204	1
8 -1 5 -1 9 -1 -2	3013	1
7 -1 9 -1 5 -1 1 -1 -2	1781	1
3 -1 6 -1 7 -1 3 -1 1 -1 2 -1 -2	18	1
1 -1 1 10 -1 -2	854	1
10 -1 6 8 -1 8 -1 5 -1 -2	42	1
5 -1 5 -1 9 -1 -2	4210	1
10 -1 1 5 -1 10 -1 4 -1 -2	113	1
5 8 -1 7 8 -1 -2	1832	1
7 -1 7 9 -1 8 -1 -2	1709	1
5 10 -1 5 10 -1 -2	614	1
1 -1 5 7 -1 1 -1 -2	2002	1
4 9 -1 4 -1 -2	836	1
8 -1 4 -1 -2	1121	3
3 10 -1 7 -1 -2	189	1
1 -1 1 6 -1 -2	336	1
5 -1 1 5 -1 1 -1 -2	3349	1
10 -1 10 -1 8 -1 -2	640	1
7 -1 1 5 -1 -2	2520	2
5 9 -1 1 -1 -2	3439	1
5 8 -1 1 -1 8 -1 -2	2432	1
4 -1 7 -1 1 -1 10 -1 -2	152	1
4 -1 1 -1 7 -1 -2	664	1
4 -1 1 -1 5 -1 2 -1 -2	327	1
4 -1 3 -1 7 -1 -2	244	1
9 -1 1 2 5 -1 4 -1 5 -1 -2	214	1
2 -1 1 5 -1 -2	1669	1
10 -1 1 9 -1 1 -1 -2	668	1
9 -1 10 -1 8 -1 -2	748	1
5 -1 6 -1 1 -1 -2	300	1
7 -1 1 -1 7 -1 -2	2620	2
1 6 8 -1 -2	243	2
2 -1 9 -1 1 -1 -2	1634	1
5 -1 1 2 -1 -2	1609	1
3 -1 10 -1 9 -1 -2	302	1
1 5 -1 2 -1 -2	1709	1
7 8 -1 1 -1 -2	2036	1
9 10 -1 -2	966	2
7 -1 5 -1 1 -1 -2	2540	2
5 7 -1 3 -1 -2	893	1
4 5 -1 2 -1 -2	463	1
7 -1 4 -1 8 -1 1 -1 -2	422	1
5 -1 8 9 -1 7 -1 -2	1706	1
5 8 -1 5 -1 5 -1 5 -1 5 -1 -2	1885	1
1 5 -1 2 9 -1 -2	1252	1
3 5 -1 3 5 -1 1 -1 6 9 -1 1 4 6 -1 -2	4	1
2 -1 9 -1 1 -1 8 -1 -2	1025	1
9 -1 1 9 -1 1 -1 3 -1 -2	753	1
1 -1 5 -1 1 4 6 -1 -2	48	1
9 -1 2 -1 9 -1 10 -1 -2	302	1
1 7 8 -1 1 -1 -2	1559	1
7 -1 7 -1 8 9 -1 -2	1731	1
1 -1 5 7 -1 1 -1 9 -1 -2	1418	1
2 -1 9 -1 5 -1 -2	1690	1
5 -1 9 -1 7 -1 8 9 -1 9 -1 9 -1 -2	687	1
7 -1 7 -1 8 -1 7 -1 -2	1752	1
1 -1 1 -1 9 -1 9 -1 -2	3053	1
3 -1 3 -1 1 -1 1 -1 -2	827	1
7 -1 7 -1 7 -1 -2	3330	1
6 -1 6 8 9 -1 2 -1 -2	60	1
4 -1 9 -1 1 -1 -2	911	1
5 -1 2 3 -1 1 -1 -2	368	1
1 2 5 -1 1 -1 1 -1 -2	1010	1
7 -1 7 -1 1 -1 -2	2640	1
1 3 -1 8 -1 5 -1 1 -1 -2	572	1
10 -1 4 -1 2 -1 -2	149	1
3 -1 1 8 -1 1 -1 4 -1 -2	201	1
8 -1 2 -1 2 -1 5 -1 -2	984	1
8 -1 6 -1 4 8 -1 8 -1 -2	69	1
5 7 -1 8 -1 8 -1 -2	1823	1
1 -1 9 -1 8 9 -1 -2	2410	1
10 -1 1 -1 2 -1 -2	396	1
7 8 -1 1 9 -1 2 -1 1 -1 -2	516	1
1 7 -1 7 -1 -2	2581	1
5 -1 1 10 -1 -2	756	1
1 -1 3 8 -1 1 -1 6 7 -1 -2	38	1
1 -1 1 9 -1 1 -1 -2	3279	1
3 -1 4 -1 5 -1 -2	331	1
2 9 -1 1 -1 9 -1 8 -1 -2	845	1
6 -1 10 -1 9 -1 -2	81	1
3 -1 6 -1 -2	151	1
9 -1 6 -1 2 -1 -2	155	1
8 -1 5 -1 10 -1 -2	723	1
1 3 -1 1 9 -1 5 -1 -2	748	1
1 -1 5 -1 7 8 -1 -2	1591	1
5 -1 1 -1 9 -1 -2	3403	1
3 -1 1 8 9 -1 -2	737	1
5 -1 1 -1 7 9 -1 -2	1832	1
1 9 -1 1 2 -1 9 -1 9 -1 2 -1 -2	529	1
1 -1 8 -1 3 5 9 -1 3 -1 -2	361	1
4 -1 1 8 -1 -2	826	1
2 -1 10 -1 9 -1 10 -1 -2	194	1
7 -1 10 -1 5 10 -1 -2	377	1
1 -1 8 -1 1 8 -1 5 -1 -2	1848	1
9 -1 6 -1 -2	432	1
1 -1 9 -1 3 -1 -2	1136	1
8 -1 8 -1 10 -1 10 -1 -2	415	1
1 7 -1 5 -1 9 -1 -2	1821	1
1 -1 1 -1 8 -1 7 -1 -2	1683	1
1 -1 7 -1 1 -1 -2	2776	1
1 7 -1 7 9 -1 -2	1882	1
8 -1 2 -1 2 -1 -2	1454	1
1 10 -1 8 -1 2 -1 -2	273	1
1 -1 9 -1 7 -1 -2	2459	1
7 -1 7 9 -1 -2	2721	1
1 6 -1 1 -1 -2	329	1
10 -1 6 -1 6 8 -1 -2	46	1
7 -1 1 9 -1 -2	2497	1
5 -1 5 -1 4 9 -1 -2	731	1
1 2 3 -1 1 -1 -2	372	1
8 -1 8 9 -1 -2	3288	1
7 -1 8 -1 1 -1 -2	2144	1
5 -1 1 -1 10 -1 1 -1 1 -1 -2	457	1
5 -1 5 -1 10 -1 -2	926	1
5 8 -1 1 7 -1 -2	1674	1
