#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

18439 -1 -2	96	1
12487 -1 12595 -1 -2	12	1
12687 -1 34889 -1 -2	84	1
10869 -1 34917 -1 -2	5	1
12875 -1 47945 -1 -2	6	1
47249 -1 47257 -1 -2	12	1
12435 -1 12795 -1 -2	30	2
33429 -1 35185 -1 -2	34	1
12395 -1 12587 -1 -2	5	1
12715 -1 -2	1214	2
12483 -1 32205 -1 -2	143	1
32205 -1 -2	871	2
12487 -1 18423 -1 -2	25	1
12435 -1 35185 -1 -2	32	1
10857 -1 18759 -1 -2	22	1
33449 -1 35205 -1 -2	29	1
12831 -1 34925 -1 -2	35	1
35149 -1 -2	272	1
18679 -1 18811 -1 -2	3	1
12621 -1 33457 -1 -2	9	1
10865 -1 35169 -1 -2	33	1
20803 -1 -2	63	1
12531 -1 35193 -1 -2	30	1
12627 -1 32221 -1 -2	36	1
18567 -1 33453 -1 -2	23	1
10303 -1 10307 -1 -2	131	1
12835 -1 33453 -1 -2	41	1
12347 -1 18467 -1 -2	3	1
12487 -1 12847 -1 -2	49	1
12483 -1 12487 -1 -2	877	1
18487 -1 47687 -1 -2	7	1
12431 -1 12679 -1 -2	119	1
12487 -1 33425 -1 -2	62	1
12475 -1 18683 -1 -2	26	1
10881 -1 12331 -1 -2	41	1
47945 -1 -2	620	1
12487 -1 12551 -1 -2	28	1
12747 -1 34897 -1 -2	9	1
12483 -1 35197 -1 -2	28	1
12471 -1 12895 -1 -2	45	1
12703 -1 35149 -1 -2	35	1
12355 -1 18619 -1 -2	37	1
34921 -1 48651 -1 -2	2	1
12351 -1 48679 -1 -2	3	1
12615 -1 -2	237	1
12627 -1 12631 -1 -2	109	1
30311 -1 32213 -1 -2	20	1
12459 -1 18583 -1 -2	23	1
18595 -1 18683 -1 -2	37	1
12663 -1 12815 -1 -2	70	1
10857 -1 12703 -1 -2	57	1
12367 -1 18555 -1 -2	23	1
33461 -1 54669 -1 -2	15	1
18871 -1 32205 -1 -2	7	1
34897 -1 -2	682	1
12463 -1 32213 -1 -2	46	1
12807 -1 18539 -1 -2	20	1
12411 -1 35177 -1 -2	32	1
18635 -1 18639 -1 -2	36	1
35149 -1 48659 -1 -2	2	1
47961 -1 -2	191	1
10857 -1 18523 -1 -2	4	1
12831 -1 12871 -1 -2	75	1
10829 -1 18427 -1 -2	29	1
12843 -1 32209 -1 -2	20	1
12727 -1 -2	486	1
12695 -1 12827 -1 -2	140	1
10881 -1 12471 -1 -2	13	1
18671 -1 35153 -1 -2	25	1
10315 -1 12695 -1 -2	233	1
35165 -1 35181 -1 -2	59	1
12695 -1 48711 -1 -2	12	1
30251 -1 48711 -1 -2	2	1
35161 -1 35205 -1 -2	36	1
10327 -1 12463 -1 -2	15	1
12551 -1 12571 -1 -2	29	1
18487 -1 33429 -1 -2	3	1
10295 -1 12487 -1 -2	266	1
12559 -1 -2	1099	3
12631 -1 12815 -1 -2	29	1
12479 -1 -2	731	1
12515 -1 12519 -1 -2	96	1
34913 -1 35193 -1 -2	32	1
12747 -1 18495 -1 -2	5	1
18511 -1 18523 -1 -2	11	1
12527 -1 54673 -1 -2	6	1
12727 -1 12767 -1 -2	59	1
12399 -1 12859 -1 -2	29	1
12479 -1 30315 -1 -2	3	1
12723 -1 33469 -1 -2	80	1
35153 -1 48647 -1 -2	1	1
12835 -1 34921 -1 -2	31	1
12691 -1 12839 -1 -2	48	1
12775 -1 12783 -1 -2	47	1
12775 -1 18471 -1 -2	4	1
18647 -1 18683 -1 -2	28	1
10331 -1 -2	690	1
12739 -1 33469 -1 -2	33	1
12775 -1 46285 -1 -2	7	1
10299 -1 18619 -1 -2	15	1
12671 -1 -2	297	1
18583 -1 34889 -1 -2	22	1
12479 -1 12823 -1 -2	42	1
34913 -1 -2	291	1
12895 -1 18863 -1 -2	246	1
12411 -1 18547 -1 -2	31	1
10881 -1 18695 -1 -2	2	1
18539 -1 18767 -1 -2	29	1
18431 -1 18547 -1 -2	28	1
10837 -1 34905 -1 -2	5	1
32197 -1 34929 -1 -2	5	1
12495 -1 34905 -1 -2	55	1
12621 -1 18707 -1 -2	34	1
12687 -1 33429 -1 -2	64	1
12447 -1 18427 -1 -2	25	1
12419 -1 18571 -1 -2	22	1
10327 -1 12819 -1 -2	35	1
12723 -1 48707 -1 -2	14	1
12655 -1 12771 -1 -2	32	1
10327 -1 -2	232	1
10845 -1 12423 -1 -2	3	1
18679 -1 34929 -1 -2	20	1
12691 -1 34885 -1 -2	140	1
12799 -1 46281 -1 -2	18	1
18675 -1 34897 -1 -2	24	1
18743 -1 -2	73	1
12491 -1 12495 -1 -2	122	1
12479 -1 12719 -1 -2	12	1
12459 -1 12847 -1 -2	51	1
12527 -1 12803 -1 -2	61	1
48663 -1 48667 -1 -2	217	1
33457 -1 -2	206	1
12903 -1 18459 -1 -2	22	1
12523 -1 12631 -1 -2	23	1
18427 -1 33429 -1 -2	25	1
18863 -1 -2	863	1
12695 -1 18419 -1 -2	22	1
10307 -1 33429 -1 -2	53	1
12887 -1 18751 -1 -2	24	1
10311 -1 12875 -1 -2	337	1
18595 -1 33461 -1 -2	2	1
12411 -1 12483 -1 -2	45	1
12847 -1 12851 -1 -2	62	1
12783 -1 18619 -1 -2	36	1
12783 -1 12871 -1 -2	6	1
18631 -1 18807 -1 -2	3	1
12431 -1 33433 -1 -2	37	1
12667 -1 18711 -1 -2	4	1
18427 -1 18827 -1 -2	5	1
12575 -1 12587 -1 -2	13	1
10849 -1 33449 -1 -2	43	1
18443 -1 18855 -1 -2	18	1
12495 -1 33445 -1 -2	36	1
18575 -1 -2	90	1
12887 -1 18619 -1 -2	28	1
12715 -1 33433 -1 -2	25	1
12447 -1 12763 -1 -2	5	1
18475 -1 18871 -1 -2	5	1
12887 -1 18551 -1 -2	25	1
12491 -1 46285 -1 -2	25	1
10295 -1 12875 -1 -2	130	1
12483 -1 12763 -1 -2	64	1
12471 -1 18611 -1 -2	23	1
12703 -1 12831 -1 -2	154	1
12479 -1 12495 -1 -2	89	1
12419 -1 12723 -1 -2	9	1
12763 -1 34901 -1 -2	20	1
12895 -1 18583 -1 -2	26	1
18747 -1 34897 -1 -2	20	1
34901 -1 34925 -1 -2	44	1
10315 -1 12487 -1 -2	381	1
12683 -1 12687 -1 -2	169	1
12519 -1 12735 -1 -2	1	1
