#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 5 -1 1 4 -1 1 -1 4 -1 -2	4904	1
5 -1 5 -1 3 -1 5 -1 -2	11634	1
3 -1 1 -1 5 -1 1 -1 5 -1 5 -1 -2	4240	1
2 -1 4 -1 1 2 -1 1 3 -1 -2	1220	1
5 -1 4 -1 5 -1 -2	12763	1
1 -1 3 4 -1 1 -1 -2	2907	1
1 -1 3 5 -1 3 -1 -2	8914	1
1 2 -1 2 -1 1 -1 1 3 -1 -2	3015	1
3 -1 1 -1 1 -1 3 -1 -2	8327	1
1 -1 5 -1 5 -1 1 -1 -2	32076	1
3 -1 5 -1 4 -1 -2	4244	2
1 5 -1 5 -1 5 -1 4 -1 1 -1 -2	5460	1
3 -1 1 4 -1 -2	4206	2
2 -1 5 -1 3 -1 -2	6185	2
4 -1 1 4 -1 -2	9987	3
1 4 5 -1 4 -1 -2	7685	1
2 5 -1 5 -1 2 -1 -2	14335	1
2 -1 1 -1 2 4 -1 -2	3279	1
6 -1 4 -1 6 -1 1 -1 -2	594	1
5 -1 1 4 5 -1 -2	9260	1
5 -1 1 2 -1 2 -1 -2	11163	1
4 -1 3 -1 1 -1 3 -1 3 -1 -2	1393	1
3 -1 4 -1 2 -1 -2	2277	2
2 5 -1 1 3 -1 5 -1 -2	4418	1
1 -1 2 -1 2 -1 1 2 -1 -2	7566	1
1 2 -1 5 -1 3 -1 -2	4938	1
1 4 -1 1 -1 1 -1 -2	9769	1
4 -1 4 5 -1 5 -1 -2	8844	1
5 -1 5 6 -1 1 -1 -2	3101	1
1 -1 3 -1 1 2 4 -1 -2	1476	1
3 -1 5 -1 2 5 -1 1 -1 1 -1 1 2 -1 -2	1343	1
2 -1 5 -1 4 5 -1 -2	4891	1
5 -1 4 -1 3 -1 5 -1 -2	3326	1
3 -1 5 -1 3 5 -1 5 -1 -2	7973	1
1 6 -1 6 -1 1 2 5 -1 -2	842	1
4 -1 4 -1 4 -1 -2	10789	1
2 -1 5 6 -1 -2	1797	1
2 -1 1 -1 3 -1 -2	5922	1
1 6 -1 5 -1 -2	3509	1
5 -1 1 -1 5 -1 5 -1 4 -1 -2	6084	1
2 6 -1 4 -1 5 -1 5 -1 2 -1 -2	263	1
1 5 6 -1 2 -1 5 -1 1 -1 -2	1048	1
3 -1 1 4 5 -1 -2	3593	1
2 -1 2 -1 3 -1 -2	5692	1
1 6 -1 4 -1 5 -1 -2	1088	1
3 -1 2 4 -1 3 -1 2 3 4 6 -1 4 -1 -2	60	1
1 -1 4 -1 4 -1 1 -1 -2	6987	1
3 -1 5 -1 5 -1 3 5 -1 3 -1 3 -1 -2	2136	1
6 -1 5 -1 2 -1 3 -1 3 -1 -2	337	1
3 -1 3 -1 5 -1 -2	12396	1
5 -1 5 -1 1 -1 1 -1 -2	32530	1
1 -1 1 -1 2 4 -1 -2	3837	1
4 5 -1 5 -1 1 -1 3 5 -1 -2	2618	1
5 -1 5 -1 2 4 -1 -2	4046	1
3 -1 5 -1 5 -1 -2	14709	1
3 -1 1 -1 1 4 -1 -2	3503	1
5 -1 3 -1 4 -1 -2	4336	1
5 -1 5 -1 1 5 -1 -2	38962	1
5 -1 1 5 -1 3 -1 2 -1 -2	4153	1
1 5 -1 5 -1 3 -1 -2	11418	1
5 -1 1 -1 4 5 -1 -2	9424	1
2 6 -1 1 -1 4 -1 -2	515	1
2 -1 4 -1 6 -1 -2	674	1
4 -1 1 -1 3 4 -1 1 -1 -2	1856	1
2 -1 1 6 -1 -2	1707	1
5 -1 2 3 -1 1 -1 -2	4176	1
3 5 -1 1 2 -1 -2	5247	1
2 4 -1 3 -1 1 2 -1 5 -1 -2	1058	1
1 -1 4 -1 2 -1 2 3 5 -1 -2	1035	1
1 4 -1 3 -1 -2	4173	1
4 -1 1 -1 1 4 -1 3 -1 3 -1 1 -1 -2	725	1
2 -1 2 -1 2 -1 1 -1 -2	9493	1
5 -1 4 -1 1 -1 4 -1 -2	6413	1
3 -1 4 -1 3 -1 -2	3624	1
1 -1 1 -1 4 -1 1 -1 -2	9009	1
5 6 -1 1 -1 -2	3652	1
1 2 -1 1 2 -1 -2	13273	1
1 -1 5 -1 1 2 -1 -2	13278	1
2 -1 4 5 -1 -2	5744	1
3 -1 5 -1 3 -1 4 -1 1 5 -1 -2	1620	1
1 -1 5 -1 2 -1 4 -1 -2	4051	1
1 -1 1 -1 1 5 -1 1 2 -1 -2	9472	1
3 4 -1 1 -1 -2	3492	1
4 -1 1 -1 2 -1 5 6 -1 -2	483	1
3 -1 2 -1 1 -1 3 -1 2 -1 -2	1903	1
4 -1 5 -1 5 -1 1 3 -1 5 -1 4 -1 -2	974	1
1 3 5 -1 3 -1 1 -1 2 -1 6 -1 -2	320	1
1 -1 3 -1 1 5 -1 -2	11039	1
1 5 -1 1 3 -1 2 -1 1 -1 3 -1 -2	2069	1
4 -1 5 -1 3 -1 -2	4289	1
2 -1 1 4 -1 -2	5313	1
3 -1 2 3 -1 1 3 -1 -2	2877	1
4 -1 1 3 -1 -2	4265	1
2 4 -1 4 -1 5 -1 -2	3319	1
1 5 -1 4 -1 6 -1 2 -1 1 -1 4 -1 -2	192	1
3 -1 1 3 -1 5 -1 -2	8796	1
4 6 -1 3 6 -1 1 -1 -2	212	1
5 -1 5 -1 3 -1 -2	15193	1
3 -1 1 -1 2 -1 1 -1 -2	4520	1
2 -1 1 -1 1 -1 2 -1 4 -1 1 -1 -2	1418	1
1 5 6 -1 5 -1 5 -1 -2	2655	1
3 -1 1 -1 1 -1 2 -1 3 -1 1 -1 -2	1552	1
1 -1 3 -1 5 -1 5 -1 1 -1 -2	6714	1
1 6 -1 1 6 -1 -2	2548	1
3 -1 4 -1 1 4 -1 -2	2760	1
1 -1 1 3 5 -1 -2	10636	1
4 -1 1 -1 4 -1 4 -1 -2	5850	1
3 5 -1 2 -1 -2	6475	1
1 -1 2 3 -1 -2	5184	1
4 -1 5 -1 5 -1 5 -1 -2	9671	1
1 -1 3 5 -1 2 5 -1 2 -1 -2	2946	1
6 -1 1 2 -1 -2	1778	1
1 5 -1 3 -1 4 -1 -2	3687	1
5 -1 2 -1 2 -1 2 -1 -2	10185	1
3 -1 4 -1 5 -1 -2	4247	1
2 -1 6 -1 2 5 -1 -2	1284	1
1 5 -1 1 6 -1 -2	3235	1
3 -1 1 -1 1 2 -1 -2	5000	1
5 -1 1 -1 4 5 -1 1 3 -1 2 4 -1 3 -1 -2	377	1
1 2 -1 2 6 -1 -2	1119	1
1 3 -1 1 -1 1 -1 -2	11432	1
5 -1 4 -1 4 -1 -2	10521	1
5 -1 2 -1 4 -1 1 -1 -2	4017	1
6 -1 2 5 -1 -2	1884	1
4 5 -1 1 4 -1 1 3 -1 -2	2251	1
6 -1 1 -1 2 6 -1 5 -1 -2	614	1
1 -1 1 3 -1 1 3 -1 5 -1 -2	5895	1
1 2 3 -1 3 -1 -2	3695	1
1 -1 1 2 -1 4 -1 -2	4539	1
5 -1 1 -1 2 -1 1 2 -1 -2	8222	1
4 -1 3 -1 5 -1 1 2 3 4 -1 -2	567	1
1 3 -1 4 -1 -2	4234	1
3 5 -1 2 3 -1 -2	4158	1
4 -1 5 -1 6 -1 1 -1 -2	876	1
4 6 -1 1 -1 6 -1 3 -1 4 -1 -2	131	1
5 -1 4 -1 1 -1 2 -1 -2	3879	1
5 -1 1 -1 2 -1 1 -1 -2	12279	1
4 5 -1 1 2 -1 -2	4775	1
3 -1 3 5 -1 5 -1 -2	10658	1
5 -1 4 -1 4 -1 1 -1 -2	6664	1
1 -1 1 -1 1 -1 1 -1 2 -1 -2	9151	1
1 5 -1 4 -1 5 -1 -2	9832	1
1 -1 4 -1 5 -1 4 -1 -2	6360	1
3 4 -1 1 -1 1 -1 1 2 -1 -2	1150	1
5 -1 4 5 -1 -2	13041	1
1 -1 1 6 -1 -2	3818	1
4 -1 4 -1 4 5 -1 -2	7538	1
4 5 -1 1 -1 1 -1 -2	9080	1
5 -1 5 -1 1 6 -1 1 -1 -2	2324	1
3 -1 1 -1 2 -1 4 -1 -2	1728	1
1 3 -1 2 4 -1 3 4 -1 1 -1 -2	671	1
