#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

2 -1 3 -1 4 5 -1 -2	3410	1
6 -1 1 5 -1 6 -1 -2	2974	1
2 6 -1 1 5 -1 -2	1897	1
2 -1 5 -1 3 -1 1 -1 -2	6994	1
6 -1 2 -1 4 -1 -2	1272	1
2 -1 6 -1 6 -1 3 -1 -2	669	1
3 -1 2 -1 6 -1 1 -1 -2	999	1
1 3 4 -1 2 -1 -2	2753	1
5 -1 -2	83671	1
3 -1 2 -1 4 -1 1 -1 -2	2958	1
2 -1 3 4 5 -1 -2	2801	1
3 6 -1 3 -1 1 -1 -2	1240	1
5 -1 4 -1 1 -1 1 -1 -2	11983	1
5 -1 2 5 -1 5 -1 -2	22168	1
1 2 4 -1 4 -1 -2	4534	1
1 -1 1 3 -1 3 -1 -2	13119	1
4 -1 1 2 4 -1 -2	4564	1
2 -1 1 -1 1 2 -1 -2	16027	1
5 -1 3 -1 1 -1 3 -1 -2	11622	1
3 -1 1 -1 1 5 -1 -2	15022	1
2 4 -1 1 -1 3 -1 -2	2804	1
2 -1 4 -1 1 -1 3 -1 -2	2974	1
5 -1 1 3 5 -1 -2	14429	1
1 -1 3 -1 5 -1 3 -1 -2	11542	1
1 -1 3 6 -1 4 -1 -2	739	1
1 -1 5 -1 3 -1 3 -1 -2	11379	1
1 5 -1 1 -1 2 -1 -2	19545	1
4 -1 5 -1 2 -1 1 -1 -2	6410	1
3 -1 5 -1 1 2 -1 -2	7337	1
4 -1 4 -1 5 -1 1 -1 -2	9635	1
1 -1 1 -1 6 -1 4 -1 -2	1730	1
2 4 5 -1 6 -1 -2	1017	1
3 -1 5 -1 1 4 -1 -2	5376	1
1 3 -1 1 -1 3 -1 -2	12980	1
5 6 -1 1 6 -1 -2	3067	1
2 3 -1 1 3 -1 -2	5708	1
2 -1 1 -1 5 -1 1 -1 -2	17141	1
4 -1 1 6 -1 1 -1 -2	1689	1
6 -1 2 -1 1 2 -1 -2	1928	1
5 -1 1 2 -1 2 -1 -2	15374	1
4 -1 1 -1 1 2 -1 -2	6791	1
4 -1 2 -1 1 -1 1 -1 -2	6466	1
1 -1 2 5 -1 -2	21853	1
4 -1 5 -1 1 -1 4 -1 -2	9256	1
2 -1 4 -1 5 -1 5 -1 -2	6625	1
1 4 6 -1 2 -1 -2	845	1
5 -1 5 -1 4 -1 -2	17439	1
1 6 -1 5 -1 6 -1 -2	2841	1
1 -1 4 -1 1 -1 6 -1 -2	1538	1
1 -1 5 -1 5 -1 3 -1 -2	14498	1
5 -1 1 -1 3 -1 -2	17533	1
3 5 -1 5 -1 5 -1 -2	16980	1
4 -1 3 -1 4 -1 -2	5443	1
5 -1 2 -1 6 -1 -2	2643	1
1 -1 1 -1 3 -1 2 -1 -2	7198	1
1 -1 5 -1 3 -1 -2	17464	1
1 -1 2 -1 5 6 -1 -2	2276	1
3 5 -1 2 3 -1 -2	5988	1
1 -1 1 5 -1 6 -1 -2	4513	1
1 4 -1 4 -1 -2	12915	1
1 4 -1 2 6 -1 -2	970	1
1 -1 4 5 -1 4 -1 -2	10302	1
4 5 -1 3 -1 4 -1 -2	4717	1
2 6 -1 1 -1 -2	2060	1
2 -1 5 -1 2 -1 2 -1 -2	14217	1
2 -1 5 -1 3 -1 2 -1 -2	6015	1
5 -1 1 -1 3 -1 4 -1 -2	5209	1
1 -1 1 -1 3 -1 -2	18760	1
1 4 -1 5 -1 5 -1 -2	12501	1
1 4 -1 1 -1 3 -1 -2	5569	1
1 -1 1 -1 1 -1 6 -1 -2	4345	1
2 5 -1 1 -1 4 -1 -2	6937	1
2 5 -1 6 -1 1 -1 -2	2283	1
6 -1 6 -1 -2	5160	1
1 3 5 -1 1 -1 -2	14173	1
1 5 -1 1 -1 6 -1 -2	4531	1
5 -1 2 5 -1 2 -1 -2	18716	1
2 -1 2 -1 5 -1 1 -1 -2	14829	1
1 -1 6 -1 5 -1 2 -1 -2	2177	1
1 -1 1 -1 1 6 -1 -2	4364	1
1 4 -1 1 2 -1 -2	7076	1
5 -1 1 -1 5 -1 2 -1 -2	18157	1
1 3 -1 1 -1 6 -1 -2	1988	1
5 -1 1 3 -1 2 -1 -2	7492	1
1 5 -1 4 -1 3 -1 -2	5847	1
5 -1 4 -1 3 -1 5 -1 -2	5528	1
1 -1 6 -1 3 -1 1 -1 -2	1795	1
3 -1 1 -1 2 -1 1 -1 -2	7017	1
4 -1 6 -1 1 2 -1 -2	1099	1
5 -1 1 -1 1 2 -1 -2	18078	1
2 -1 2 -1 2 -1 2 -1 -2	13988	1
1 -1 1 2 -1 2 -1 -2	16211	1
4 5 -1 5 -1 5 -1 -2	14628	1
1 -1 3 -1 3 -1 5 -1 -2	11289	1
1 -1 1 4 6 -1 -2	1250	1
3 5 -1 4 -1 1 -1 -2	5567	1
1 -1 6 -1 1 -1 -2	5288	1
2 -1 1 2 -1 5 -1 -2	15486	1
3 -1 4 -1 2 -1 3 -1 -2	2464	1
1 4 -1 4 -1 1 -1 -2	10704	1
1 -1 1 2 6 -1 -2	1694	1
2 -1 5 -1 5 -1 2 -1 -2	16585	1
1 2 -1 3 -1 6 -1 -2	1188	1
4 -1 4 -1 3 -1 1 -1 -2	4106	1
2 5 -1 5 -1 2 -1 -2	18728	1
1 -1 6 -1 4 -1 1 -1 -2	1814	1
1 -1 5 -1 5 6 -1 -2	4282	1
