#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 2 -1 2 -1 1 -1 -2	15124	2
3 4 -1 5 -1 5 -1 3 -1 -2	3202	1
3 -1 3 -1 3 -1 3 -1 -2	10780	1
5 -1 1 5 -1 3 -1 2 -1 1 -1 -2	5067	1
2 -1 5 -1 1 3 -1 3 -1 -2	4832	1
2 -1 3 -1 4 -1 3 -1 -2	2504	1
4 6 -1 1 2 -1 1 -1 -2	757	1
3 -1 3 -1 1 -1 3 -1 5 -1 3 -1 -2	3743	1
5 -1 1 -1 2 -1 4 -1 -2	6396	1
3 -1 5 -1 1 -1 1 3 -1 -2	9554	1
5 6 -1 -2	6135	5
1 3 5 -1 1 -1 -2	14173	2
1 3 5 -1 5 -1 2 -1 -2	6715	1
1 -1 5 -1 1 -1 3 -1 -2	14155	1
5 -1 4 -1 4 -1 -2	13850	1
2 3 4 -1 1 3 -1 -2	1721	1
2 -1 4 -1 3 5 -1 1 -1 -2	2773	1
5 -1 1 -1 1 -1 1 -1 -2	41939	1
1 -1 1 -1 1 -1 5 -1 5 -1 -2	30685	1
1 -1 4 -1 3 5 -1 1 -1 -2	4562	1
6 -1 6 -1 5 -1 1 4 -1 -2	1022	1
1 -1 1 2 -1 5 -1 1 -1 -2	14670	1
4 -1 1 5 -1 2 -1 -2	7166	1
4 -1 3 -1 1 4 -1 1 -1 -2	3502	1
5 -1 5 -1 4 -1 2 -1 2 -1 -2	4144	1
2 -1 3 -1 2 -1 -2	7886	1
1 5 -1 2 -1 1 5 -1 -2	17863	1
1 -1 1 3 -1 2 -1 5 -1 1 -1 1 3 -1 -2	2507	1
1 -1 1 2 -1 1 -1 -2	18948	2
1 2 -1 1 -1 4 -1 2 -1 4 -1 1 -1 2 -1 -2	909	1
2 -1 5 -1 4 -1 4 -1 -2	4926	1
5 -1 1 2 -1 2 -1 -2	15374	1
1 3 -1 6 -1 3 -1 -2	1620	1
2 3 -1 1 5 -1 2 -1 -2	4977	1
3 4 -1 1 5 -1 -2	4724	1
1 -1 1 -1 1 -1 2 -1 -2	18541	2
1 -1 6 -1 2 -1 1 -1 -2	2184	1
5 -1 1 -1 4 -1 2 -1 -2	6541	1
1 3 4 -1 -2	4864	1
1 -1 3 5 -1 5 -1 1 -1 -2	12013	1
1 -1 1 -1 5 -1 2 -1 -2	17668	1
6 -1 1 -1 1 -1 5 -1 -2	3969	1
5 -1 3 -1 4 -1 1 -1 3 -1 3 -1 -2	1721	1
1 -1 2 -1 2 -1 1 3 4 -1 1 4 -1 5 -1 5 -1 6 -1 4 -1 -2	42	1
1 -1 1 5 -1 4 -1 -2	13582	4
4 -1 1 2 5 -1 6 -1 -2	1021	1
1 2 -1 1 -1 3 -1 4 -1 -2	2738	1
3 -1 5 -1 5 -1 -2	19541	3
1 3 -1 1 -1 4 -1 -2	5541	1
1 2 5 -1 1 2 5 -1 1 -1 -2	10853	1
2 3 -1 5 -1 1 -1 -2	6194	1
5 -1 1 4 -1 2 -1 1 -1 -2	5496	1
2 5 -1 1 -1 3 -1 3 6 -1 1 -1 -2	461	1
6 -1 5 -1 3 -1 -2	2245	1
1 -1 2 -1 4 -1 1 -1 -2	6355	1
2 4 -1 2 -1 1 4 -1 2 5 6 -1 6 -1 3 -1 1 -1 1 2 -1 -2	45	1
1 2 -1 1 5 -1 3 -1 -2	6947	1
2 -1 5 -1 2 5 -1 3 5 -1 -2	5214	1
5 -1 3 -1 5 -1 5 -1 -2	16368	1
5 -1 1 -1 1 -1 2 5 -1 -2	15309	1
1 4 -1 1 -1 1 -1 1 -1 1 -1 -2	8397	1
5 -1 1 -1 5 -1 3 -1 -2	14632	1
5 -1 5 -1 4 -1 1 -1 -2	12603	1
4 -1 1 -1 1 -1 4 -1 -2	9700	1
5 -1 4 -1 1 -1 -2	15226	3
2 -1 1 -1 5 -1 1 -1 1 4 -1 -2	4237	1
6 -1 1 5 -1 -2	5228	1
1 -1 1 -1 5 -1 1 -1 2 -1 1 2 -1 1 -1 -2	3864	1
1 -1 2 5 -1 3 -1 -2	7659	1
3 -1 1 -1 1 -1 2 -1 -2	7023	1
3 5 -1 1 5 -1 -2	15820	1
3 -1 2 -1 5 -1 -2	9016	2
3 -1 1 3 -1 -2	15637	2
5 -1 2 -1 2 -1 5 -1 -2	16878	1
4 -1 4 -1 1 -1 5 -1 -2	9616	1
1 2 5 -1 2 5 -1 -2	14351	1
4 -1 1 -1 1 -1 5 -1 -2	11937	1
4 -1 1 -1 2 3 -1 3 -1 -2	1934	1
5 -1 3 4 -1 -2	5390	1
1 -1 4 -1 1 -1 1 -1 4 -1 -2	6890	1
2 -1 2 -1 3 -1 1 5 -1 -2	5389	1
3 -1 3 -1 1 -1 1 -1 5 -1 -2	8139	1
1 -1 1 -1 1 -1 1 5 -1 -2	36854	1
1 2 3 -1 1 -1 -2	5978	1
2 -1 1 -1 3 -1 3 -1 1 -1 1 -1 -2	2852	1
4 -1 1 2 -1 -2	8038	1
1 5 -1 4 -1 5 -1 4 -1 4 -1 -2	4822	1
5 6 -1 2 -1 1 -1 -2	2344	1
3 -1 3 5 -1 -2	16757	2
6 -1 5 -1 5 -1 -2	5539	1
1 2 -1 1 3 -1 6 -1 2 -1 4 -1 -2	370	1
6 -1 5 -1 5 -1 1 6 -1 -2	2211	1
4 -1 1 3 -1 5 -1 -2	5423	1
1 -1 5 -1 1 5 -1 -2	45392	1
5 -1 2 -1 1 -1 1 -1 -2	17519	1
4 -1 1 5 -1 -2	15778	2
4 -1 1 5 -1 6 -1 1 -1 -2	1427	1
4 5 -1 5 -1 1 -1 5 -1 -2	10779	1
4 5 -1 5 -1 1 -1 -2	12994	1
1 -1 6 -1 3 -1 3 -1 1 -1 -2	1046	1
1 -1 1 -1 1 5 -1 3 -1 -2	12835	1
2 5 -1 1 5 -1 4 -1 6 -1 6 -1 1 -1 -2	264	1
1 -1 4 -1 1 -1 1 -1 -2	12593	2
4 5 -1 6 -1 -2	2090	1
2 -1 2 -1 4 -1 3 -1 -2	2627	1
3 -1 5 -1 1 3 -1 2 -1 3 -1 -2	3038	1
6 -1 6 -1 5 -1 -2	4056	1
2 5 -1 1 -1 1 5 -1 1 -1 -2	13727	1
1 5 6 -1 5 -1 -2	4141	1
3 -1 2 3 5 -1 -2	5652	1
5 -1 3 -1 3 -1 4 -1 4 -1 -2	2286	1
3 -1 1 -1 1 -1 1 -1 -2	14477	1
1 -1 1 4 -1 1 -1 1 3 4 -1 -2	2387	1
1 -1 5 -1 5 -1 3 5 -1 4 -1 -2	3803	1
5 -1 5 -1 1 -1 1 -1 -2	42080	2
1 -1 6 -1 5 -1 5 -1 -2	4090	1
1 2 -1 2 -1 2 -1 4 -1 1 -1 -2	2994	1
2 -1 1 -1 1 4 -1 -2	6754	1
1 -1 5 -1 4 5 -1 1 -1 -2	10503	1
1 -1 1 -1 4 -1 4 -1 -2	9827	1
5 -1 3 -1 3 -1 -2	16695	1
1 -1 1 3 5 -1 5 -1 -2	12434	1
1 -1 1 6 -1 -2	5067	2
3 -1 6 -1 1 5 -1 -2	1948	1
4 -1 3 -1 2 -1 1 -1 5 -1 -2	2383	1
2 -1 1 -1 1 -1 2 3 -1 -2	4376	1
4 -1 5 -1 1 -1 4 5 -1 -2	8103	1
1 -1 1 5 -1 2 -1 -2	19465	1
1 3 -1 2 3 -1 -2	5639	1
3 5 -1 5 -1 3 -1 -2	14301	1
3 -1 2 -1 2 -1 3 -1 -2	4911	1
1 -1 1 -1 1 6 -1 -2	4364	1
4 -1 2 -1 4 -1 -2	6670	1
1 -1 1 4 -1 4 -1 5 -1 -2	8083	1
5 -1 2 -1 5 -1 2 6 -1 1 -1 -2	930	1
5 -1 1 -1 1 4 -1 2 -1 -2	5656	1
1 2 -1 1 -1 2 5 -1 -2	13392	1
6 -1 2 5 -1 5 -1 -2	2469	1
3 6 -1 1 -1 4 -1 3 -1 4 -1 -2	300	1
2 3 6 -1 2 -1 1 -1 1 5 -1 -2	445	1
1 -1 2 -1 1 2 -1 -2	16128	1
3 -1 1 2 -1 1 -1 6 -1 -2	990	1
1 -1 1 6 -1 1 -1 3 -1 1 6 -1 1 -1 -2	494	1
3 -1 1 -1 4 -1 -2	6261	1
5 -1 1 -1 1 -1 1 5 -1 1 -1 -2	27318	1
3 -1 1 -1 3 -1 -2	15572	1
1 -1 5 -1 1 -1 5 -1 -2	41630	1
6 -1 1 -1 6 -1 1 -1 -2	2811	1
3 5 -1 1 3 -1 1 -1 1 -1 -2	8443	1
5 -1 5 -1 2 -1 5 -1 -2	21208	2
6 -1 1 -1 4 -1 -2	2097	1
1 -1 3 -1 5 -1 5 -1 -2	14120	1
1 -1 5 -1 2 5 -1 1 -1 -2	15286	1
1 -1 3 -1 1 -1 2 -1 -2	7115	1
4 -1 3 -1 5 -1 3 -1 1 -1 -2	3047	1
4 -1 3 -1 3 -1 -2	5572	1
1 -1 3 -1 5 -1 1 -1 5 -1 -2	10549	1
1 5 -1 5 -1 2 5 -1 1 -1 -2	14279	1
1 2 -1 2 5 -1 -2	16078	1
6 -1 3 -1 1 -1 1 -1 1 -1 -2	1337	1
4 -1 3 4 -1 -2	4694	1
4 -1 2 -1 2 -1 -2	7175	1
1 2 -1 1 4 -1 5 -1 2 -1 6 -1 5 -1 1 -1 -2	313	1
1 -1 5 -1 3 4 -1 -2	4366	1
1 -1 6 -1 1 -1 1 5 6 -1 6 -1 -2	976	1
5 -1 2 -1 3 -1 -2	9205	1
1 5 -1 5 -1 2 -1 1 -1 1 -1 -2	12282	1
3 4 5 -1 4 -1 1 3 -1 1 -1 -2	2028	1
1 3 -1 1 3 -1 1 -1 -2	11518	1
5 -1 1 -1 1 2 -1 -2	18078	1
1 -1 3 -1 1 2 -1 1 5 -1 -2	5716	1
5 -1 3 5 -1 -2	19696	2
6 -1 5 -1 1 5 -1 1 -1 -2	3677	1
1 3 6 -1 -2	1551	1
4 -1 1 -1 2 4 -1 -2	4600	1
6 -1 1 -1 6 -1 -2	3575	1
1 -1 2 -1 3 5 -1 -2	7716	1
5 -1 1 -1 2 -1 1 -1 5 -1 -2	13445	1
2 5 -1 1 -1 1 5 -1 -2	16804	1
5 6 -1 5 -1 1 -1 -2	4398	1
1 -1 1 -1 2 5 -1 -2	18509	2
1 -1 1 -1 4 -1 1 -1 1 2 5 -1 -2	3995	1
2 -1 1 3 -1 -2	8776	1
1 5 -1 6 -1 -2	5409	2
1 -1 5 -1 5 6 -1 1 -1 1 -1 -2	2713	1
5 -1 4 -1 4 5 -1 -2	11778	1
5 -1 2 -1 2 -1 -2	21535	2
3 -1 5 6 -1 2 -1 -2	1194	1
1 6 -1 5 -1 -2	4738	1
1 -1 6 -1 1 -1 2 5 -1 -2	1958	1
1 -1 5 -1 1 4 -1 -2	12656	1
5 -1 1 -1 2 -1 5 -1 5 -1 1 -1 -2	9483	1
6 -1 1 6 -1 -2	3692	1
4 -1 1 -1 5 -1 1 -1 -2	11860	1
2 -1 5 6 -1 1 -1 1 -1 3 -1 -2	793	1
5 -1 5 -1 6 -1 -2	5565	1
1 -1 2 -1 1 2 -1 1 -1 -2	12769	1
6 -1 6 -1 2 -1 6 -1 4 -1 4 -1 -2	149	1
1 3 -1 1 -1 1 -1 1 -1 1 2 -1 -2	4453	1
1 -1 1 2 3 4 -1 6 -1 -2	429	1
1 -1 5 -1 1 4 -1 1 -1 -2	10371	1
4 -1 3 -1 5 6 -1 -2	960	1
1 -1 1 5 -1 2 -1 5 -1 -2	15919	1
4 -1 5 -1 2 5 -1 -2	7428	1
1 5 -1 2 -1 4 5 -1 -2	6487	1
2 -1 6 -1 1 -1 1 -1 4 -1 -2	797	1
2 3 -1 5 -1 3 -1 5 -1 1 2 -1 -2	2447	1
5 -1 1 -1 6 -1 1 5 -1 -2	3658	1
5 -1 5 -1 1 2 -1 -2	18408	1
5 -1 5 -1 5 -1 1 4 -1 -2	10718	1
1 2 -1 5 -1 3 -1 5 -1 -2	6183	1
1 -1 5 6 -1 5 -1 5 -1 4 -1 -2	1289	1
1 -1 3 -1 6 -1 -2	2218	1
1 -1 5 -1 5 -1 5 -1 1 -1 -2	31032	1
5 -1 2 3 -1 5 -1 -2	6644	1
5 -1 4 -1 3 -1 -2	6729	1
3 -1 1 5 -1 1 -1 1 2 5 -1 -2	5192	1
1 -1 6 -1 1 -1 5 -1 -2	4041	1
2 -1 1 3 -1 2 -1 -2	6305	1
1 -1 4 -1 2 -1 1 4 -1 3 -1 -2	1653	1
1 -1 1 -1 3 -1 1 -1 -2	15126	1
5 -1 4 5 -1 -2	16940	1
1 5 -1 1 -1 4 -1 1 -1 -2	11156	1
5 -1 5 -1 2 -1 1 -1 -2	18448	1
3 -1 1 -1 1 -1 1 -1 1 -1 1 5 -1 -2	6666	1
1 -1 1 -1 1 4 -1 -2	13425	1
4 5 -1 1 6 -1 -2	1798	1
5 -1 5 -1 5 -1 1 -1 1 -1 -2	31594	1
1 -1 1 4 5 -1 5 -1 -2	10782	1
5 -1 5 -1 5 -1 2 -1 -2	21286	1
3 -1 5 -1 1 -1 1 -1 -2	13619	1
3 -1 3 -1 6 -1 1 -1 -2	1417	1
1 2 -1 5 -1 3 5 -1 -2	6804	1
1 -1 5 -1 1 -1 1 5 -1 -2	36504	1
6 -1 1 5 -1 1 -1 -2	4477	1
1 4 -1 1 -1 1 -1 -2	13132	1
5 -1 1 -1 6 -1 1 -1 1 2 -1 -2	1515	1
1 -1 2 -1 1 -1 1 -1 -2	18239	1
1 2 -1 1 5 -1 -2	18871	1
2 -1 5 -1 5 -1 -2	24978	1
1 5 -1 1 -1 5 -1 1 -1 -2	36751	1
5 -1 5 -1 1 -1 5 -1 5 -1 -2	32887	1
1 -1 3 4 -1 1 -1 -2	4397	1
1 -1 5 -1 1 4 5 -1 -2	10778	1
1 2 -1 1 4 -1 1 -1 -2	6080	1
2 -1 2 -1 4 -1 -2	7304	1
2 5 -1 5 -1 5 -1 4 -1 -2	6175	1
1 -1 1 3 -1 1 -1 2 -1 5 -1 -2	4781	1
1 5 -1 5 -1 3 -1 -2	15908	1
3 -1 2 -1 1 -1 5 -1 1 2 -1 5 -1 -2	2661	1
5 -1 3 -1 4 -1 -2	6753	1
5 -1 2 5 -1 1 -1 5 -1 -2	15814	1
3 -1 1 4 -1 -2	6422	3
3 -1 2 3 -1 3 6 -1 4 -1 1 4 -1 5 -1 3 -1 1 -1 -2	59	1
1 5 -1 4 -1 1 -1 -2	13476	1
5 -1 5 -1 6 -1 5 -1 5 -1 -2	3535	1
5 -1 1 -1 5 -1 1 -1 -2	41832	1
1 5 -1 3 -1 2 -1 3 -1 4 -1 1 -1 2 -1 3 5 -1 -2	305	1
3 6 -1 -2	1922	1
1 -1 3 -1 1 3 -1 -2	12996	1
1 -1 2 -1 2 -1 2 -1 -2	12895	1
2 -1 5 -1 4 -1 1 -1 1 -1 -2	4816	1
3 6 -1 2 -1 4 -1 1 -1 1 5 -1 2 3 -1 1 3 5 -1 -2	123	1
1 5 -1 2 5 -1 1 4 -1 -2	5786	1
2 -1 2 4 -1 -2	6299	1
5 -1 3 -1 2 -1 -2	9227	1
3 -1 4 -1 2 -1 5 -1 4 -1 -2	1716	1
1 3 -1 1 -1 6 -1 1 5 -1 6 -1 -2	653	1
5 -1 1 -1 1 -1 5 -1 -2	41877	1
1 -1 3 -1 1 -1 6 -1 -2	1803	1
4 -1 6 -1 5 -1 -2	1922	1
1 -1 1 6 -1 6 -1 1 3 -1 6 -1 5 -1 2 -1 -2	120	1
1 -1 1 2 4 -1 -2	5353	1
2 -1 5 -1 2 4 -1 4 -1 -2	3206	1
1 -1 5 -1 2 -1 5 -1 -2	18097	1
3 -1 3 -1 1 -1 1 5 -1 -2	9878	1
1 -1 5 -1 2 5 -1 5 -1 3 -1 2 -1 -2	2859	1
1 -1 3 -1 3 -1 1 -1 4 -1 -2	3063	1
5 -1 5 -1 5 -1 1 5 -1 -2	38852	1
1 2 -1 4 -1 2 -1 1 -1 -2	4586	1
5 6 -1 5 6 -1 -2	3691	1
1 4 5 -1 6 -1 -2	1843	1
2 3 -1 1 -1 -2	7370	1
1 -1 3 5 -1 1 -1 -2	14647	1
1 5 -1 3 -1 4 -1 -2	5878	1
3 4 -1 5 -1 1 -1 2 -1 1 -1 -2	1831	1
1 -1 1 -1 2 -1 1 -1 1 -1 -2	13864	1
2 -1 1 5 -1 2 -1 -2	16218	1
2 -1 6 -1 1 -1 2 -1 5 -1 -2	1302	1
4 -1 3 -1 4 -1 -2	5443	1
2 -1 1 -1 1 5 -1 3 -1 -2	6471	1
1 -1 2 5 -1 4 -1 -2	6886	1
5 -1 3 -1 4 -1 1 -1 3 -1 -2	3150	1
1 -1 1 -1 3 -1 1 6 -1 5 -1 6 -1 -2	477	1
1 -1 5 -1 1 4 -1 1 -1 1 2 -1 -2	3958	1
4 -1 1 -1 6 -1 -2	1879	1
1 2 -1 1 5 -1 1 -1 1 -1 5 -1 -2	10359	1
1 -1 5 -1 4 -1 1 -1 -2	12163	1
1 2 -1 1 3 -1 -2	7803	1
1 2 -1 3 -1 -2	8780	1
